,datetime,new_id,forecast_error_diff_deviation,forecast_error_diff_outlier_class,previous_error_diff_deviation,previous_error_diff_outlier_class,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,Low,Medium,year,week,weekday,num_news,volatility_0_5_after,pips_agg_0_5_after,volatility_5_10_after,pips_agg_5_10_after,volatility_10_15_after,pips_agg_10_15_after,volatility_15_20_after,pips_agg_15_20_after,volatility_20_25_after,pips_agg_20_25_after,volatility_25_30_after,pips_agg_25_30_after,volatility_0_45_after,pips_agg_0_45_after,volatility_0_60_after,pips_agg_0_60_after,volatility_60_0_before,pips_agg_60_0_before,pips_agg_0_240_after,direction_agg_0_240_after
620,2008-10-16 10:00:00,53,-3.72,1,0.0,0,0,0,1,1,0,0,0,0,1,2008,42,3,1,14,-7,9,-9,29,-40,21,-53,16,-48,13,-47,66,-49,66,-42,62,-46,-50,0
621,2008-10-16 10:35:00,46,-0.36,0,0.0,0,1,0,0,1,0,0,0,1,0,2008,42,3,1,18,-2,15,10,9,15,16,7,5,3,10,1,35,-11,36,-13,90,-73,19,1
622,2008-10-16 11:00:00,18,1.1,0,0.0,0,1,0,0,1,0,0,0,0,1,2008,42,3,1,10,-2,9,-2,20,-15,11,-6,8,-2,16,-16,35,-6,39,17,58,-30,37,2
623,2008-10-16 13:00:00,44,-2.63,1,-1.0,2,0,0,1,0,0,1,0,1,0,2008,42,3,1,18,12,15,3,10,11,7,13,15,7,8,3,22,4,32,0,52,-10,58,2
624,2008-10-17 09:55:00,58,-1.75,0,-1.33,0,0,0,1,0,0,1,1,0,0,2008,42,4,1,19,5,14,11,21,-6,14,-13,5,-12,12,-23,62,-47,62,11,56,28,11,1
625,2008-10-20 10:00:00,7,1.86,1,-2.64,0,0,1,0,0,0,1,0,1,0,2008,43,0,1,11,0,21,-13,16,-9,12,-13,25,-38,13,-40,60,-39,86,-73,95,-61,-54,0
626,2008-10-22 10:35:00,18,0.29,0,0.0,0,1,0,0,1,0,0,0,0,1,2008,43,2,1,18,1,13,9,20,19,15,28,19,34,14,32,56,34,61,1,100,-13,0,1
627,2008-10-23 08:30:00,69,0.41,0,0.72,0,0,0,1,1,0,0,1,0,0,2008,43,3,1,19,-6,24,-10,23,11,17,20,29,40,29,63,102,72,102,53,68,-53,55,2
628,2008-10-23 10:00:00,35,-0.28,0,-1.49,0,0,0,1,0,0,1,0,1,0,2008,43,3,1,13,3,29,9,13,19,14,10,15,10,30,-6,65,15,99,70,47,4,44,2
629,2008-10-23 10:35:00,46,-0.69,0,0.0,0,1,0,0,1,0,0,0,1,0,2008,43,3,1,21,2,31,32,21,31,26,57,23,62,23,42,79,54,79,52,45,9,40,2
630,2008-10-24 10:00:00,23,4.39,1,0.01,0,0,1,0,1,0,0,1,0,0,2008,43,4,1,29,-8,49,-37,36,-29,37,-53,22,-49,30,-34,93,-52,93,-10,131,69,-78,0
631,2008-10-27 10:00:00,47,0.43,0,-0.43,0,0,1,0,0,0,1,1,0,0,2008,44,0,1,25,6,26,7,15,12,30,-18,15,-21,23,-7,56,-13,61,-34,75,-9,116,2
632,2008-10-28 09:00:00,65,-0.36,0,0.05,0,1,0,0,1,0,0,0,1,0,2008,44,1,1,12,-9,25,-29,16,-18,15,-32,24,-13,25,4,51,-8,51,7,68,-3,-73,0
633,2008-10-28 10:00:00,6,-3.01,1,2.72,0,0,0,1,0,1,0,1,0,0,2008,44,1,1,28,-22,21,-16,14,-13,52,-48,22,-58,17,-63,84,-66,111,-96,51,14,-86,0
634,2008-10-28 10:03:00,64,-4.08,0,0.0,0,0,0,1,1,0,0,0,1,0,2008,44,1,1,21,6,14,9,52,-26,22,-36,17,-41,20,-29,93,-57,102,-80,51,15,-62,0
635,2008-10-29 10:35:00,18,-0.4,0,0.0,0,1,0,0,1,0,0,0,0,1,2008,44,2,1,20,0,24,18,24,21,29,0,22,-6,11,-13,87,-27,87,-30,190,165,-88,0
636,2008-10-29 14:18:00,26,0.0,0,-0.5,2,1,0,0,1,0,0,1,0,0,2008,44,2,1,52,-33,31,-48,46,-84,36,-50,42,-36,30,-39,103,-60,111,-49,89,35,42,2
637,2008-10-30 10:35:00,46,0.57,0,0.0,0,1,0,0,1,0,0,0,1,0,2008,44,3,1,21,-10,15,-18,15,-14,16,-4,19,-15,15,-4,33,-17,74,-58,87,-70,27,2
638,2008-10-31 09:45:00,10,-3.73,1,0.0,0,0,0,1,1,0,0,0,0,1,2008,44,4,1,28,7,32,-18,14,-10,29,11,12,5,14,5,58,-10,72,-24,51,-6,34,2
639,2008-10-31 09:55:00,63,-0.04,0,-2.36,1,1,0,0,1,0,0,0,0,1,2008,44,4,1,14,8,29,29,12,23,14,23,13,14,20,10,64,-25,64,-8,59,-27,33,2
640,2008-11-03 00:00:00,67,-1.93,1,0.0,0,0,0,1,1,0,0,0,1,0,2008,45,0,1,9,2,8,7,2,8,10,16,6,12,18,26,29,13,29,19,32,-25,-34,0
641,2008-11-04 10:00:00,24,-1.5,0,-0.76,0,0,0,1,0,0,1,0,0,1,2008,45,1,1,26,-10,21,6,19,24,20,30,22,23,15,32,110,83,138,100,71,29,127,2
642,2008-11-05 08:15:00,0,-1.04,0,-2.42,0,0,0,1,0,0,1,1,0,0,2008,45,2,1,29,-17,13,-15,23,-19,29,3,11,7,10,6,66,23,66,29,103,-79,172,2
643,2008-11-05 10:00:00,40,-1.73,0,0.0,0,0,0,1,1,0,0,1,0,0,2008,45,2,1,43,36,50,73,35,98,66,161,28,153,18,155,183,140,183,143,97,32,64,2
644,2008-11-05 10:35:00,18,-0.41,0,0.0,0,1,0,0,1,0,0,0,0,1,2008,45,2,1,21,-16,17,-18,29,-2,27,-13,30,-34,16,-37,59,-34,92,-73,207,160,-96,0
645,2008-11-06 10:35:00,46,-1.85,0,0.0,0,1,0,0,1,0,0,0,1,0,2008,45,3,1,24,-3,16,-15,18,-17,29,-37,13,-44,28,-58,117,-64,120,-97,82,-26,-107,0
646,2008-11-07 10:00:00,31,-1.57,0,-1.32,0,0,1,0,0,1,0,0,1,0,2008,45,4,1,22,17,35,46,22,60,13,67,27,82,26,75,104,96,104,66,84,-43,21,2
647,2008-11-07 11:30:00,50,-0.23,0,0.24,0,0,0,1,1,0,0,1,0,0,2008,45,4,1,22,16,17,10,12,8,13,2,31,7,13,10,46,0,54,-9,81,-50,-18,1
648,2008-11-07 15:00:00,12,0.91,0,0.97,0,0,1,0,0,1,0,0,1,0,2008,45,4,1,13,-4,23,4,11,5,4,3,10,1,9,-6,25,1,34,14,45,9,-30,0
649,2008-11-11 10:00:00,37,3.39,1,0.0,0,0,1,0,1,0,0,0,1,0,2008,46,1,1,13,-11,19,-22,23,-3,16,-10,29,-28,12,-30,57,-44,104,-70,109,-97,-100,0
650,2008-11-13 11:00:00,18,-0.32,0,0.0,0,1,0,0,1,0,0,0,0,1,2008,46,3,1,20,-7,53,-46,23,-30,16,-38,26,-31,26,-11,61,-40,61,-50,74,55,134,2
651,2008-11-13 14:00:00,25,-9.72,2,0.0,0,0,0,1,1,0,0,0,0,1,2008,46,3,1,24,8,17,3,13,9,31,-12,31,13,41,36,191,137,203,169,94,64,246,2
652,2008-11-14 09:55:00,58,0.3,0,0.04,0,0,1,0,1,0,0,1,0,0,2008,46,4,1,44,29,30,10,26,0,22,-4,25,-1,20,-16,82,-25,91,-18,84,7,40,2
653,2008-11-14 10:00:00,5,-0.9,0,-1.83,0,0,1,0,0,1,0,0,0,1,2008,46,4,1,30,-19,26,-29,22,-33,25,-30,20,-45,14,-38,79,-65,85,-46,84,59,19,1
654,2008-11-14 10:35:00,46,2.42,0,0.0,0,1,0,0,1,0,0,0,1,0,2008,46,4,1,21,-13,18,-2,28,6,17,6,23,15,12,8,56,15,72,40,82,-5,97,2
655,2008-11-17 08:30:00,21,0.07,0,0.0,0,0,1,0,1,0,0,0,0,1,2008,47,0,1,13,5,15,-4,20,-19,14,-11,12,-17,11,-20,41,-26,44,6,42,16,71,2
656,2008-11-18 09:00:00,66,1.33,0,0.91,1,0,1,0,0,1,0,1,0,0,2008,47,1,1,25,-22,18,-12,13,-20,20,-2,14,-10,12,-15,38,5,44,10,65,1,17,1
657,2008-11-18 13:00:00,44,-3.16,1,0.45,0,0,0,1,1,0,0,0,1,0,2008,47,1,1,14,-12,33,-32,25,-49,28,-51,14,-60,19,-69,92,-77,96,-66,43,-17,-57,0
658,2008-11-19 10:35:00,18,0.35,0,0.0,0,1,0,0,1,0,0,0,0,1,2008,47,2,1,49,-29,11,-29,18,-44,17,-38,36,-70,18,-65,77,-58,160,-151,139,-61,-146,0
659,2008-11-20 08:30:00,69,2.2,0,-0.39,0,0,0,1,1,0,0,1,0,0,2008,47,3,1,39,-32,19,-21,11,-15,20,-4,17,-9,19,-13,58,8,89,43,71,-14,7,1
660,2008-11-20 10:35:00,46,1.48,0,0.0,0,1,0,0,1,0,0,0,1,0,2008,47,3,1,24,-18,30,4,19,7,17,12,14,9,21,22,64,34,64,28,56,-22,-7,1
661,2008-11-24 10:00:00,23,-0.33,0,-3.65,1,0,0,1,0,0,1,1,0,0,2008,48,0,1,25,11,15,14,18,27,18,32,30,58,31,85,93,40,93,39,66,28,92,2
662,2008-11-25 09:00:00,65,-1.17,0,0.05,0,0,0,1,1,0,0,0,1,0,2008,48,1,1,27,5,27,26,28,46,36,61,27,54,29,41,74,21,74,18,230,197,-43,0
663,2008-11-25 10:38:00,35,-1.68,0,-1.49,0,0,0,1,0,0,1,0,1,0,2008,48,1,1,27,-21,18,-33,19,-33,15,-19,18,-22,64,-73,87,-40,87,-19,69,-15,-6,1
664,2008-11-26 09:45:00,10,-0.39,0,0.0,0,0,0,1,1,0,0,0,0,1,2008,48,2,1,16,11,14,14,15,23,13,27,20,11,21,1,48,25,92,-26,44,-37,-59,0
665,2008-11-26 09:55:00,63,-0.74,0,0.04,0,0,0,1,1,0,0,0,0,1,2008,48,2,1,15,9,13,13,20,-3,21,-13,28,7,21,11,85,-9,92,-59,36,-5,-79,0
666,2008-11-26 10:00:00,47,-0.41,0,-0.4,0,0,0,1,0,0,1,1,0,0,2008,48,2,1,13,4,20,-12,21,-22,28,-2,21,2,16,1,92,-49,92,-60,36,10,-95,0
667,2008-11-26 10:35:00,18,6.66,0,0.0,0,1,0,0,1,0,0,0,0,1,2008,48,2,1,51,-32,28,-50,15,-52,30,-42,24,-52,30,-73,91,-67,110,-80,85,-1,-56,0
668,2008-11-26 12:00:00,46,-1.63,1,0.0,0,1,0,0,1,0,0,0,1,0,2008,48,2,1,23,13,14,12,6,13,11,8,20,25,27,40,65,46,70,61,68,-44,77,2
669,2008-12-02 00:00:00,67,-0.36,0,0.0,0,0,0,1,1,0,0,0,1,0,2008,49,1,1,8,-3,5,-6,5,-5,5,-9,6,-12,11,-9,25,-10,52,-30,30,25,-76,0
670,2008-12-03 08:15:00,0,-0.86,0,-2.71,0,0,0,1,0,0,1,1,0,0,2008,49,2,1,13,-1,17,-4,20,-7,24,8,21,12,24,-4,42,8,42,1,45,-19,18,1
671,2008-12-03 10:00:00,40,-2.55,0,0.0,0,0,0,1,1,0,0,1,0,0,2008,49,2,1,19,11,15,17,20,-1,10,2,18,-11,21,8,36,12,79,48,37,2,29,2
672,2008-12-03 10:35:00,18,-0.67,0,0.0,0,1,0,0,1,0,0,0,0,1,2008,49,2,1,12,0,11,4,31,32,12,36,24,53,12,49,56,40,56,26,40,-12,39,2
673,2008-12-04 08:30:00,69,-1.65,0,0.38,0,0,1,0,1,0,0,1,0,0,2008,49,3,1,15,2,13,-4,16,8,24,-5,17,-12,18,-4,57,14,79,49,37,-1,208,2
674,2008-12-04 10:00:00,24,-0.99,0,-1.39,1,0,0,1,0,0,1,0,0,1,2008,49,3,1,17,1,17,-15,10,-19,19,-7,16,-1,17,-17,52,18,71,40,78,67,129,2
675,2008-12-04 10:35:00,46,0.28,0,0.0,0,1,0,0,1,0,0,0,1,0,2008,49,3,1,26,24,14,24,15,35,19,46,10,53,14,42,95,63,139,130,39,2,107,2
676,2008-12-05 15:00:00,12,-0.63,0,-0.11,0,0,0,1,1,0,0,0,1,0,2008,49,4,1,25,-12,21,0,11,6,16,16,11,10,11,15,52,27,52,22,78,48,30,2
677,2008-12-10 10:00:00,31,-1.88,0,-1.83,0,0,1,0,0,1,0,0,1,0,2008,50,2,1,12,7,29,19,21,35,19,49,9,44,12,35,56,34,71,-19,50,27,47,2
678,2008-12-10 10:35:00,18,-0.17,0,0.0,0,1,0,0,1,0,0,0,0,1,2008,50,2,1,12,-10,25,-31,18,-37,29,-63,20,-44,14,-37,64,-19,64,-24,61,39,-21,0
679,2008-12-10 14:00:00,25,0.18,0,0.0,0,0,1,0,1,0,0,0,0,1,2008,50,2,1,23,-7,28,14,12,16,8,13,29,-4,12,-7,50,-14,51,-10,71,-10,2,1
680,2008-12-11 10:35:00,46,0.9,0,0.0,0,1,0,0,1,0,0,0,1,0,2008,50,3,1,17,-15,20,-25,8,-28,14,-34,18,-37,17,-42,50,-14,53,-23,28,16,63,2
681,2008-12-12 09:55:00,58,0.68,0,-0.96,0,0,1,0,0,0,1,1,0,0,2008,50,4,1,12,4,8,5,16,-5,20,-12,21,-9,10,-11,35,-11,35,-10,61,4,-31,0
682,2008-12-12 10:00:00,5,-0.8,0,-2.39,1,0,1,0,0,1,0,0,0,1,2008,50,4,1,8,1,16,-9,20,-16,21,-13,10,-15,11,-15,35,-11,37,1,61,-12,-42,0
683,2008-12-15 08:30:00,21,0.13,0,0.0,0,0,1,0,1,0,0,0,0,1,2008,51,0,1,17,0,24,15,13,13,18,20,18,22,13,31,64,53,64,37,76,56,142,2
684,2008-12-15 09:00:00,66,-1.11,0,-0.11,0,0,0,1,1,0,0,1,0,0,2008,51,0,1,17,3,20,22,29,9,13,17,21,6,12,9,45,35,52,49,81,63,96,2
685,2008-12-15 13:00:00,44,2.39,0,0.45,0,1,0,0,1,0,0,0,1,0,2008,51,0,1,7,-2,13,-8,15,2,9,-2,16,13,11,23,43,5,44,18,34,5,34,2
686,2008-12-16 14:21:00,26,-0.25,2,0.22,0,0,0,1,1,0,0,1,0,0,2008,51,1,1,113,111,39,103,83,170,26,176,25,171,18,164,196,182,204,192,127,-28,263,2
687,2008-12-17 08:30:00,19,1.03,0,0.55,0,0,1,0,1,0,0,0,0,1,2008,51,2,1,13,6,26,-13,11,-7,34,10,19,12,13,17,65,22,92,63,79,47,304,2
688,2008-12-17 10:35:00,18,0.06,0,0.0,0,1,0,0,1,0,0,0,0,1,2008,51,2,1,58,-44,29,-23,28,-46,20,-29,23,-8,21,10,106,11,106,-33,235,128,-6,1
689,2008-12-18 08:30:00,69,-0.13,0,0.76,0,1,0,0,1,0,0,1,0,0,2008,51,3,1,9,4,25,25,28,13,27,-6,23,-12,59,-45,172,-97,184,-147,93,-48,-367,0
690,2008-12-18 10:35:00,46,-0.72,0,0.0,0,1,0,0,1,0,0,0,1,0,2008,51,3,1,13,7,22,8,13,20,21,35,22,46,61,-15,253,-166,253,-82,97,-55,-144,0
691,2008-12-23 09:55:00,63,0.63,0,0.47,0,0,1,0,1,0,0,0,0,1,2008,52,1,1,7,-1,8,-2,8,-5,11,-3,12,3,8,1,24,-1,47,-29,47,-24,-14,1
692,2008-12-23 10:02:00,35,0.46,0,0.13,0,0,1,0,1,0,0,0,1,0,2008,52,1,1,8,-1,8,-4,11,-2,12,4,8,2,7,1,47,-15,60,-36,47,-35,-13,1
693,2008-12-24 10:35:00,18,-1.04,0,0.0,0,1,0,0,1,0,0,0,0,1,2008,52,2,1,3,1,9,4,4,1,12,-3,14,-10,9,-5,19,7,19,-4,23,-11,-14,1
694,2008-12-24 12:00:00,46,-0.46,0,0.0,0,1,0,0,1,0,0,0,1,0,2008,52,2,1,12,-6,10,3,5,1,4,2,4,0,6,1,15,-1,19,1,52,-27,35,2
695,2008-12-30 09:00:00,65,-0.65,0,0.04,0,0,0,1,1,0,0,0,1,0,2008,52,1,1,37,25,20,29,8,33,19,44,9,34,12,26,55,-2,55,32,79,12,-6,1
696,2008-12-30 09:45:00,10,0.16,0,0.0,0,0,1,0,1,0,0,0,0,1,2008,52,1,1,10,6,13,13,17,1,23,11,12,19,12,12,35,7,35,13,55,5,-17,1
697,2008-12-30 10:00:00,6,-0.84,0,-0.29,0,0,0,1,1,0,0,1,0,0,2008,52,1,1,23,10,12,18,12,11,15,19,18,5,22,8,35,14,35,1,55,-8,-27,0
698,2008-12-31 08:30:00,69,-2.72,2,-2.07,0,0,1,0,1,0,0,1,0,0,2008,52,2,1,30,26,19,42,20,24,8,26,28,44,25,22,91,65,118,109,112,-103,70,2
699,2008-12-31 10:35:00,18,0.49,0,0.0,0,1,0,0,1,0,0,0,0,1,2008,52,2,1,15,-2,6,-3,29,-30,26,-50,29,-71,37,-45,92,-49,94,8,42,2,-13,1
700,2008-12-31 12:00:00,46,0.54,0,0.0,0,1,0,0,1,0,0,0,1,0,2008,52,2,1,12,-3,28,24,3,25,30,-2,9,4,12,3,36,15,45,32,84,-8,51,2
701,2009-01-05 00:00:00,67,0.36,0,0.0,0,0,1,0,1,0,0,0,1,0,2009,2,0,1,7,-5,4,-3,22,13,6,7,4,4,6,-1,25,5,25,10,31,8,-196,0
702,2009-01-05 10:00:00,11,1.82,0,1.4,0,0,1,0,0,1,0,0,1,0,2009,2,0,1,15,-4,32,-28,17,-15,12,-20,13,-11,14,-7,42,-6,42,3,59,32,-35,0
703,2009-01-07 08:15:00,0,-3.55,1,-22.83,2,0,0,1,0,0,1,1,0,0,2009,2,2,1,40,29,21,31,62,84,28,107,49,135,22,121,156,135,156,82,49,-24,102,2
704,2009-01-07 10:30:00,18,2.86,0,0.0,0,1,0,0,1,0,0,0,0,1,2009,2,2,1,24,11,25,15,21,0,32,-30,12,-22,38,14,101,45,101,45,70,-37,-17,1
705,2009-01-08 08:30:00,69,-1.52,2,-0.44,0,0,1,0,1,0,0,1,0,0,2009,2,3,1,74,63,21,57,17,56,34,77,44,102,20,93,176,153,176,120,101,33,90,2
706,2009-01-08 10:30:00,46,2.68,1,0.0,0,1,0,0,1,0,0,0,1,0,2009,2,3,1,16,-2,16,7,19,12,14,4,24,-15,14,-17,56,19,56,12,72,-16,-23,0
707,2009-01-08 15:00:00,12,-0.87,0,0.38,0,0,0,1,0,1,0,0,1,0,2009,2,3,1,11,2,9,0,7,-6,15,-19,15,-11,10,-16,43,-33,43,-4,48,33,-28,0
708,2009-01-09 10:00:00,31,0.28,0,-0.53,0,0,0,1,0,1,0,0,1,0,2009,2,4,1,18,5,14,1,20,9,15,0,10,8,16,0,57,-28,57,-17,87,-42,-68,0
709,2009-01-13 08:30:00,68,2.96,1,0.44,0,0,1,0,1,0,0,1,0,0,2009,3,1,1,30,2,24,12,58,-13,19,-22,41,-45,26,-51,93,-25,95,-46,63,-9,-71,0
710,2009-01-13 10:00:00,37,0.36,0,0.0,0,0,1,0,1,0,0,0,1,0,2009,3,1,1,17,-3,17,-1,18,6,19,9,15,-5,13,3,52,-10,76,-30,56,-2,-41,0
711,2009-01-13 14:00:00,25,-0.03,0,0.0,0,1,0,0,1,0,0,0,0,1,2009,3,1,1,26,-19,23,-1,18,-14,21,-6,8,2,14,11,56,25,63,18,83,-39,15,1
712,2009-01-14 10:00:00,5,-0.51,0,0.13,0,0,1,0,1,0,0,0,0,1,2009,3,2,1,29,26,18,22,9,13,14,20,21,32,11,26,55,35,61,49,49,-3,46,2
713,2009-01-14 10:30:00,18,-0.26,0,0.0,0,1,0,0,1,0,0,0,0,1,2009,3,2,1,10,-6,19,9,20,21,10,24,7,23,16,20,42,8,42,10,51,26,33,2
714,2009-01-15 10:00:00,53,0.66,0,0.0,0,0,1,0,1,0,0,0,0,1,2009,3,3,1,29,15,33,37,22,21,26,3,27,9,34,-16,89,-13,89,-2,167,-119,41,2
715,2009-01-15 10:30:00,46,0.62,0,0.0,0,1,0,0,1,0,0,0,1,0,2009,3,3,1,36,-3,22,2,16,-3,19,3,19,13,19,7,71,21,71,19,106,-58,82,2
716,2009-01-16 09:00:00,66,-0.86,0,-0.27,0,0,0,1,1,0,0,1,0,0,2009,3,4,1,28,3,21,21,25,5,31,-8,16,-6,17,4,69,-32,69,-33,76,36,-60,0
717,2009-01-16 09:55:00,58,0.42,0,0.33,0,0,1,0,0,1,0,1,0,0,2009,3,4,1,10,1,16,-7,24,-22,32,-40,27,-61,20,-50,73,-34,73,-34,69,-33,-32,0
718,2009-01-21 13:00:00,44,-0.4,0,0.45,0,0,0,1,1,0,0,0,1,0,2009,4,2,1,7,-2,8,4,9,4,6,0,4,1,14,-8,33,4,36,24,59,30,163,2
719,2009-01-22 10:00:00,35,-1.46,0,0.13,0,0,0,1,1,0,0,0,1,0,2009,4,3,1,20,-14,29,-26,16,-31,10,-32,24,-27,17,-16,40,-21,40,-16,85,27,11,1
720,2009-01-22 11:00:00,18,1.41,0,0.0,0,1,0,0,1,0,0,0,0,1,2009,4,3,1,32,-30,27,-18,20,-8,16,-21,36,6,22,3,62,-15,62,-4,33,5,51,2
721,2009-01-23 10:30:00,46,-0.12,0,0.0,0,1,0,0,1,0,0,0,1,0,2009,4,4,1,27,-25,8,-26,7,-30,18,-36,11,-34,24,-56,58,-20,58,-12,59,-23,162,2
722,2009-01-26 09:59:00,23,1.4,1,-1.13,0,0,1,0,0,0,1,1,0,0,2009,5,0,1,40,22,17,13,20,15,12,11,28,24,17,14,53,3,54,-6,112,60,-2,1
723,2009-01-26 10:00:00,7,1.28,0,0.19,0,0,1,0,1,0,0,0,1,0,2009,5,0,1,40,22,17,13,20,15,12,11,28,24,17,14,53,3,54,-6,112,60,-2,1
724,2009-01-27 09:00:00,65,0.76,0,-0.1,0,0,1,0,1,0,0,0,1,0,2009,5,1,1,15,0,25,12,21,22,20,40,27,17,8,14,49,26,49,11,50,31,-18,1
725,2009-01-27 09:59:00,64,0.23,0,0.0,0,0,1,0,1,0,0,0,1,0,2009,5,1,1,55,-47,34,-77,22,-58,19,-61,24,-52,16,-56,85,-60,85,-37,98,-5,-15,1
726,2009-01-27 10:00:00,6,-0.11,0,0.7,0,0,0,1,0,1,0,1,0,0,2009,5,1,1,55,-47,34,-77,22,-58,19,-61,24,-52,16,-56,85,-60,85,-37,98,-5,-15,1
727,2009-01-28 10:30:00,18,0.86,0,0.0,0,1,0,0,1,0,0,0,0,1,2009,5,2,1,20,-5,12,0,26,-20,16,-13,14,-21,12,-19,48,17,48,13,73,-47,-67,0
728,2009-01-28 14:15:00,26,0.11,0,0.22,0,1,0,0,1,0,0,1,0,0,2009,5,2,1,48,-32,89,-92,49,-125,30,-130,30,-118,10,-121,170,-147,173,-144,54,22,-108,0
729,2009-01-29 10:00:00,47,-2.87,0,-1.63,0,0,0,1,0,0,1,1,0,0,2009,5,3,1,27,-10,13,-12,15,-8,36,-35,18,-38,16,-37,52,-33,52,-21,95,-66,-156,0
730,2009-01-29 10:30:00,46,-0.4,0,0.0,0,1,0,0,1,0,0,0,1,0,2009,5,3,1,14,5,11,2,8,2,11,-1,22,14,9,10,29,7,43,19,91,-51,-99,0
731,2009-01-30 09:45:00,10,-0.14,0,0.0,0,0,0,1,1,0,0,0,0,1,2009,5,4,1,19,16,23,5,24,-6,24,-19,17,-23,18,-16,54,-1,97,-50,67,12,-62,0
732,2009-01-30 09:55:00,63,-0.47,0,0.22,0,0,0,1,1,0,0,0,0,1,2009,5,4,1,24,-11,24,-24,17,-28,18,-21,13,-16,17,-5,70,-49,90,-62,67,29,-66,0
733,2009-02-03 00:00:00,67,-0.67,0,0.0,0,0,0,1,1,0,0,0,1,0,2009,6,1,1,6,1,4,-2,13,7,11,12,11,3,24,-9,55,-28,59,-40,43,-25,-43,0
734,2009-02-03 10:00:00,50,1.29,0,0.17,0,0,1,0,0,1,0,1,0,0,2009,6,1,1,30,10,57,66,23,77,24,56,22,67,12,60,81,49,81,38,65,23,31,2
735,2009-02-04 08:15:00,0,0.07,0,0.36,1,1,0,0,0,1,0,1,0,0,2009,6,2,1,26,18,29,36,18,51,16,58,22,39,9,35,71,50,80,60,48,-44,38,2
736,2009-02-04 10:00:00,40,1.09,0,0.0,0,0,1,0,1,0,0,1,0,0,2009,6,2,1,30,25,18,37,21,51,22,44,21,38,13,35,66,17,66,21,57,0,-23,0
737,2009-02-04 10:30:00,18,1.62,0,0.0,0,1,0,0,1,0,0,0,0,1,2009,6,2,1,16,-7,17,-15,9,-18,9,-16,8,-12,18,-24,76,-52,76,-43,93,42,-78,0
738,2009-02-05 10:00:00,24,-0.9,0,-3.84,2,0,0,1,0,0,1,0,0,1,2009,6,3,1,16,0,12,-3,12,-2,13,3,17,6,13,14,38,10,64,40,55,13,40,2
739,2009-02-05 10:30:00,46,-0.35,0,0.0,0,1,0,0,1,0,0,0,1,0,2009,6,3,1,15,1,12,-6,17,6,9,8,25,25,20,33,78,59,78,41,34,1,26,2
740,2009-02-06 15:00:00,12,-0.32,0,-1.64,0,0,0,1,0,0,1,0,1,0,2009,6,4,1,14,-11,16,-20,10,-16,5,-18,14,-13,13,-11,29,-10,29,-12,41,-30,-5,1
741,2009-02-11 08:30:00,68,-0.47,0,-1.08,1,0,0,1,0,0,1,1,0,0,2009,7,2,1,30,25,22,30,14,23,30,46,9,44,36,14,56,11,64,0,57,-9,-80,0
742,2009-02-11 10:30:00,18,0.6,0,0.0,0,1,0,0,1,0,0,0,0,1,2009,7,2,1,15,1,10,-3,17,-7,19,5,12,2,17,12,51,5,53,21,102,-53,-20,0
743,2009-02-11 14:00:00,25,-0.06,0,0.0,0,0,0,1,1,0,0,0,0,1,2009,7,2,1,10,6,15,15,18,20,9,10,12,20,12,27,33,26,64,43,29,-11,32,2
744,2009-02-12 10:00:00,5,-1.3,0,-3.51,2,0,1,0,0,1,0,0,0,1,2009,7,3,1,19,10,12,17,13,19,16,22,15,32,15,26,55,36,55,43,114,-100,101,2
745,2009-02-12 10:30:00,46,0.45,0,0.0,0,1,0,0,1,0,0,0,1,0,2009,7,3,1,12,3,15,10,17,16,16,13,9,17,13,16,41,31,88,49,46,22,70,2
746,2009-02-13 09:55:00,58,-0.68,0,-0.36,0,0,0,1,0,0,1,1,0,0,2009,7,4,1,17,10,11,18,17,31,15,29,13,24,27,50,76,63,77,60,31,-3,80,2
747,2009-02-17 08:30:00,21,-1.47,0,0.0,0,0,0,1,1,0,0,0,0,1,2009,8,1,1,16,3,10,3,24,-9,16,-3,31,-17,24,-26,54,-33,54,-28,30,10,-54,0
748,2009-02-17 09:00:00,66,0.38,0,-1.1,0,0,1,0,0,0,1,1,0,0,2009,8,1,1,18,14,29,-7,19,4,17,0,14,-1,15,9,45,14,45,1,53,-41,-15,1
749,2009-02-17 13:00:00,44,0.42,0,0.45,0,0,1,0,1,0,0,0,1,0,2009,8,1,1,16,-8,13,-16,16,0,7,-1,11,-1,10,2,40,7,40,2,32,20,-4,1
750,2009-02-19 10:30:00,46,3.3,1,0.0,0,1,0,0,1,0,0,0,1,0,2009,8,3,1,14,-3,19,-5,7,-2,12,-10,12,-10,11,-4,48,12,50,8,76,-43,-17,1
751,2009-02-19 11:00:00,18,-1.3,0,0.0,0,1,0,0,1,0,0,0,0,1,2009,8,3,1,13,8,17,15,15,25,11,24,20,12,7,15,51,3,55,-15,59,-41,-8,1
752,2009-02-24 09:00:00,65,-0.88,0,0.04,0,0,0,1,1,0,0,0,1,0,2009,9,1,1,17,16,7,13,14,4,8,7,14,8,13,2,34,9,38,20,46,-34,60,2
753,2009-02-24 10:07:00,35,5.48,1,-2.98,0,0,1,0,0,0,1,0,1,0,2009,9,1,1,15,-4,18,1,19,0,11,1,21,17,12,14,63,10,64,32,50,-25,128,2
