,actual,country,date,forecast,forecast_error,impact,new,previous,previous_error,time
4652,43.3,AUD,"Wednesday, August 31, 2011",,-,Medium,AUD AiG Performance of Manufacturing Index (AUG),43.4,-,23:30
4653,,JPY,"Tuesday, August 30, 2011",,-,Low,JPY Small Business Confidence (AUG),47.1,-,
4654,102.25,CNY,"Tuesday, August 30, 2011",,-,Low,CNY Leading Index (JUL),102.04,u,00:06
4655,1.0%,AUD,"Tuesday, August 30, 2011",2.0%,d,Medium,AUD Building Approvals MoM (JUL),-3.6%,d,01:30
4656,-15.0%,AUD,"Tuesday, August 30, 2011",-12.4%,d,Medium,AUD Building Approvals YoY (JUL),-14.3%,d,01:30
4657,1.29,CHF,"Tuesday, August 30, 2011",,-,Medium,CHF UBS Consumption Indicator (JUL),1.52,u,06:00
4658,-0.2%,EUR,"Tuesday, August 30, 2011",0.1%,d,Low,EUR Italian Retail Sales s.a. (MoM) (JUN),-0.2%,d,08:00
4659,-1.2%,EUR,"Tuesday, August 30, 2011",-0.8%,d,Low,EUR Italian Retail Sales (YoY) (JUN),-0.4%,u,08:00
4660,0.2B,GBP,"Tuesday, August 30, 2011",0.4B,d,Medium,GBP Net Consumer Credit (JUL),0.4B,-,08:30
4661,0.7B,GBP,"Tuesday, August 30, 2011",0.8B,d,Medium,GBP Net Lending Sec. on Dwellings (JUL),0.0B,u,08:30
4662,49.2K,GBP,"Tuesday, August 30, 2011",49.0K,u,Medium,GBP Mortgage Approvals (JUL),48.5K,u,08:30
4663,-0.1%,GBP,"Tuesday, August 30, 2011",,-,Low,GBP M4 Money Supply (MoM) (JUL),-0.4%,u,08:30
4664,-1.1%,GBP,"Tuesday, August 30, 2011",,-,Low,GBP M4 Money Supply (YoY) (JUL),-0.7%,-,08:30
4665,3.5%,GBP,"Tuesday, August 30, 2011",,-,Low,GBP M4 Ex OFCs 3M Annualised (JUL),0.8%,-,08:30
4666,0.07,EUR,"Tuesday, August 30, 2011",0.10,d,Medium,EUR Euro-Zone Business Climate Indicator (AUG),0.44,d,09:00
4667,-16.5,EUR,"Tuesday, August 30, 2011",-16.6,u,Medium,EUR Euro-Zone Consumer Confidence (AUG F),-16.6,-,09:00
4668,98.3,EUR,"Tuesday, August 30, 2011",100.2,d,Low,EUR Euro-Zone Economic Confidence (AUG),103.0,d,09:00
4669,-2.9,EUR,"Tuesday, August 30, 2011",-2.0,d,Low,EUR Euro-Zone Industrial Confidence (AUG),0.9,d,09:00
4670,3.7,EUR,"Tuesday, August 30, 2011",6.0,d,Low,EUR Euro-Zone Services Confidence (AUG),7.9,-,09:00
4671,99.9,EUR,"Tuesday, August 30, 2011",97.1,u,Low,EUR Italian Business Confidence (AUG),98.8,u,09:00
4672,-$15.3B,CAD,"Tuesday, August 30, 2011",-$13.7B,d,Medium,CAD Current Account (BoP) (Canadian dollar) (2Q),-$10.1B,d,12:30
4673,-0.3%,CAD,"Tuesday, August 30, 2011",-0.3%,-,Low,CAD Industrial Product Price (MoM) (JUL),-0.2%,u,12:30
4674,-1.2%,CAD,"Tuesday, August 30, 2011",-0.1%,d,Low,CAD Raw Materials Price Index (MoM) (JUL),-2.4%,d,12:30
4675,-0.06%,USD,"Tuesday, August 30, 2011",0.00%,u,Low,USD S&P/CS 20 City (MoM) (JUN),-0.07%,u,13:00
4676,-4.52%,USD,"Tuesday, August 30, 2011",-4.60%,d,Low,USD S&P/Case-Shiller Composite-20 (YoY) (JUN),-4.59%,u,13:00
4677,141.30,USD,"Tuesday, August 30, 2011",,u,Low,USD S&P/Case-Shiller Home Price Index (JUN),139.75,u,13:00
4678,-5.88%,USD,"Tuesday, August 30, 2011",-8.30%,d,Low,USD S&P/Case-Shiller US Home Price Index (YoY) (2Q),-5.06%,u,13:00
4679,130.12,USD,"Tuesday, August 30, 2011",,u,Low,USD S&P/Case-Shiller US Home Price Index (2Q),125.55,u,13:00
4680,44.5,USD,"Tuesday, August 30, 2011",52.0,d,High,USD Consumer Confidence (AUG),59.2,u,14:00
4681,,USD,"Tuesday, August 30, 2011",,-,Low,"USD Fed's Kocherlakota Speaks on Economy in Bismarck, North Dakota",,-,16:15
4682,,USD,"Tuesday, August 30, 2011",,-,High,USD Fed Releases Minutes from Aug. 9 FOMC Meeting,,-,18:00
4683,-31,GBP,"Tuesday, August 30, 2011",-33,u,Medium,GBP GfK Consumer Confidence Survey (AUG),-30,-,23:01
4684,51.9,JPY,"Tuesday, August 30, 2011",,-,Medium,JPY Nomura/JMMA Manufacturing Purchasing Manager Index (AUG),52.1,-,23:15
4685,-1.6%,JPY,"Tuesday, August 30, 2011",,-,Low,JPY Loans & Discounts Corp (YoY) (JUL),-1.8%,-,23:50
4686,0.6%,JPY,"Tuesday, August 30, 2011",1.4%,d,Low,JPY Industrial Production (MoM) (JUL P),3.8%,-,23:50
4687,-2.8%,JPY,"Tuesday, August 30, 2011",-1.9%,d,Medium,JPY Industrial Production (YoY) (JUL P),-1.7%,-,23:50
4688,-8.0%,AUD,"Monday, August 29, 2011",,u,Medium,AUD HIA New Home Sales (MoM) (JUL),-8.7%,-,01:00
4689,100.3,EUR,"Monday, August 29, 2011",101.9,d,Low,EUR Italian Consumer Confidence Index s.a. (AUG),103.7,-,08:00
4690,-0.1%,EUR,"Monday, August 29, 2011",-0.1%,-,Medium,EUR German Consumer Price Index (MoM) (AUG P),0.4%,-,12:00
4691,2.3%,EUR,"Monday, August 29, 2011",2.3%,-,High,EUR German Consumer Price Index (YoY) (AUG P),2.4%,-,12:00
4692,0.3%,USD,"Monday, August 29, 2011",0.3%,-,Medium,USD Personal Income (JUL),0.2%,u,12:30
4693,0.8%,USD,"Monday, August 29, 2011",0.5%,u,Medium,USD Personal Spending (JUL),-0.1%,u,12:30
4694,2.8%,USD,"Monday, August 29, 2011",2.7%,u,Low,USD Personal Consumption Expenditure Deflator (YoY) (JUL),2.6%,-,12:30
4695,0.2%,USD,"Monday, August 29, 2011",0.2%,-,Medium,USD Personal Consumption Expenditure Core (MoM) (JUL),0.2%,u,12:30
4696,1.6%,USD,"Monday, August 29, 2011",1.5%,u,Low,USD Personal Consumption Expenditure Core (YoY) (JUL),1.4%,u,12:30
4697,-1.3%,USD,"Monday, August 29, 2011",-1.0%,d,Low,USD Pending Home Sales (MoM) (JUL),2.4%,-,14:00
4698,10.1%,USD,"Monday, August 29, 2011",13.6%,d,Medium,USD Pending Home Sales (YoY) (JUL),17.3%,-,14:00
4699,-11.4,USD,"Monday, August 29, 2011",-8.5,d,Low,USD Dallas Fed Manufacturing Activity (AUG),-2.0,-,14:30
4700,13.0%,NZD,"Monday, August 29, 2011",,-,Low,NZD Building Permits (MoM) (JUL),-1.4%,-,22:45
4701,-3,GBP,"Monday, August 29, 2011",,d,Low,GBP Lloyds Business Barometer (AUG),19,-,23:01
4702,0.64,JPY,"Monday, August 29, 2011",0.64,-,Low,JPY Job-To-Applicant Ratio (JUL),0.63,-,23:30
4703,-2.1%,JPY,"Monday, August 29, 2011",-2.9%,u,Medium,JPY Household Spending (YoY) (JUL),-4.2%,-,23:30
4704,4.7%,JPY,"Monday, August 29, 2011",4.6%,d,Medium,JPY Jobless Rate (JUL),4.6%,-,23:30
4705,0.7%,JPY,"Monday, August 29, 2011",1.3%,d,Medium,JPY Retail Trade (YoY) (JUL),1.2%,u,23:50
4706,-0.3%,JPY,"Monday, August 29, 2011",0.5%,d,Low,JPY Retail Trade s.a. (MoM) (JUL),2.9%,-,23:50
4707,0.8%,JPY,"Monday, August 29, 2011",0.5%,u,Medium,JPY Large Retailers' Sales (JUL),-0.5%,-,23:50
4708,-0.1%,GBP,"Sunday, August 28, 2011",,-,Low,GBP Hometrack Housing Survey (MoM) (AUG),-0.1%,-,23:01
4709,-3.7%,GBP,"Sunday, August 28, 2011",,u,Low,GBP Hometrack Housing Survey YoY (AUG),-3.9%,-,23:01
4710,55.37,CNY,"Friday, August 26, 2011",,-,Low,CNY MNI August Business Condition Survey,55.38,-,01:35
4711,0.8%,EUR,"Friday, August 26, 2011",0.3%,-,Low,EUR German Import Price Index (MoM) (JUL),-0.6%,-,06:00
4712,7.5%,EUR,"Friday, August 26, 2011",7.0%,-,Low,EUR German Import Price Index (YoY) (JUL),6.5%,-,06:00
4713,2.1%,EUR,"Friday, August 26, 2011",2.3%,-,Low,EUR Euro-Zone M3 s.a. (3M) (JUL),2.0%,u,08:00
4714,2.0%,EUR,"Friday, August 26, 2011",2.2%,-,Low,EUR Euro-Zone M3 s.a. (YoY) (JUL),1.9%,u,08:00
4715,0.2%,GBP,"Friday, August 26, 2011",0.2%,-,High,GBP Gross Domestic Product (QoQ) (2Q P),0.2%,-,08:30
4716,0.7%,GBP,"Friday, August 26, 2011",0.7%,-,High,GBP Gross Domestic Product (YoY) (2Q P),0.7%,-,08:30
4717,-0.1%,GBP,"Friday, August 26, 2011",-0.1%,-,Low,GBP Index of Services (MoM) (JUN),1.6%,-,08:30
4718,0.5%,GBP,"Friday, August 26, 2011",0.5%,-,Low,GBP Index of Services (3Mo3M) (JUN),1.2%,-,08:30
4719,1.61,CHF,"Friday, August 26, 2011",1.80,d,Medium,CHF KOF Swiss Leading Indicator (AUG),1.98,u,09:30
4720,1.0%,USD,"Friday, August 26, 2011",1.1%,-,High,USD Gross Domestic Product (Annualized) (2Q S),1.3%,-,12:30
4721,0.4%,USD,"Friday, August 26, 2011",0.2%,-,Medium,USD Personal Consumption (2Q S),0.1%,-,12:30
4722,2.4%,USD,"Friday, August 26, 2011",2.3%,-,High,USD Gross Domestic Product Price Index (2Q S),2.3%,-,12:30
4723,2.2%,USD,"Friday, August 26, 2011",2.1%,-,Medium,USD Core Personal Consumption Expenditure (QoQ) (2Q S),2.1%,-,12:30
4724,55.7,USD,"Friday, August 26, 2011",55.8,d,High,USD U. of Michigan Confidence (AUG F) (AUG F),54.9,-,13:55
4725,,USD,"Friday, August 26, 2011",,-,High,"USD Bernanke Gives Speech at Jackson Hole, Wyoming",,-,14:00
4726,,GBP,"Thursday, August 25, 2011",,-,Medium,GBP Nationwide House Prices n.s.a. (YoY) (AUG),-0.4%,-,
4727,,GBP,"Thursday, August 25, 2011",,-,Low,GBP Nationwide House Prices s.a. (MoM) (AUG),0.2%,-,
4728,56.2,AUD,"Thursday, August 25, 2011",,-,Low,AUD CBAHIA House Affordability (2Q),55.7,-,01:00
4729,-71.4,CHF,"Thursday, August 25, 2011",,-,Medium,CHF ZEW Survey (Expectations) (AUG),-58.9,-,09:00
4730,-14,GBP,"Thursday, August 25, 2011",-10,-,Medium,GBP CBI Reported Sales (AUG),-5,-,10:00
4731,417K,USD,"Thursday, August 25, 2011",405K,d,Low,USD Initial Jobless Claims (AUG 19),412K,d,12:30
4732,3641K,USD,"Thursday, August 25, 2011",3700K,u,Low,USD Continuing Claims (AUG 13),3721K,d,12:30
4733,,USD,"Thursday, August 25, 2011",,-,Low,USD Bloomberg Consumer Comfort (AUG 21),,-,13:45
4734,,USD,"Thursday, August 25, 2011",,-,Low,USD EIA Natural Gas Storage Change (AUG 19),,-,14:30
4735,,EUR,"Thursday, August 25, 2011",,-,Low,EUR French Total Jobseekers Change (JUL),33.6,-,16:00
4736,,EUR,"Thursday, August 25, 2011",,-,Low,EUR French Total Jobseekers (JUL),2720.4,-,16:00
4737,-0.2%,JPY,"Thursday, August 25, 2011",-0.2%,-,Low,JPY Tokyo Consumer Price Index (YoY) (AUG),0.1%,d,23:30
4738,-0.2%,JPY,"Thursday, August 25, 2011",-0.1%,d,Low,JPY Tokyo Consumer Price Index Ex-Fresh Food (YoY) (AUG),0.0%,d,23:30
4739,-0.6%,JPY,"Thursday, August 25, 2011",-0.6%,-,Low,"JPY Tokyo Consumer Price Index Ex Food, Energy (YoY) (AUG)",-0.3%,d,23:30
4740,0.2%,JPY,"Thursday, August 25, 2011",0.0%,u,Medium,JPY National Consumer Price Index (YoY) (JUL),-0.4%,d,23:30
4741,0.1%,JPY,"Thursday, August 25, 2011",-0.1%,u,Medium,JPY National Consumer Price Index Ex-Fresh Food (YoY) (JUL),-0.2%,d,23:30
4742,-0.5%,JPY,"Thursday, August 25, 2011",-0.6%,u,Medium,"JPY National Consumer Price Index Ex Food, Energy (YoY) (JUL)",-0.8%,d,23:30
4743,-0.8%,AUD,"Wednesday, August 24, 2011",,d,Medium,AUD Conference Board Leading Index (JUN),-0.2%,d,00:00
4744,0.7%,AUD,"Wednesday, August 24, 2011",1.0%,-,Low,AUD Construction Work Done (2Q),1.2%,-,01:30
4745,108.7,EUR,"Wednesday, August 24, 2011",111.0,d,Medium,EUR German IFO - Business Climate (AUG),112.9,-,08:00
4746,118.1,EUR,"Wednesday, August 24, 2011",119.8,d,Medium,EUR German IFO - Current Assessment (AUG),121.4,-,08:00
4747,100.1,EUR,"Wednesday, August 24, 2011",102.8,d,Medium,EUR German IFO - Expectations (AUG),105.0,-,08:00
4748,11.1%,EUR,"Wednesday, August 24, 2011",11.9%,d,Medium,EUR Euro-Zone Industrial New Orders (YoY) (JUN),13.8%,d,09:00
4749,-0.7%,EUR,"Wednesday, August 24, 2011",0.4%,d,Low,EUR Euro-Zone Industrial New Orders s.a. (MoM) (JUN),3.6%,-,09:00
4750,-2.4%,USD,"Wednesday, August 24, 2011",,-,Low,USD MBA Mortgage Applications (AUG 19),4.1%,-,11:00
4751,4.0%,USD,"Wednesday, August 24, 2011",2.0%,-,High,USD Durable Goods Orders (JUL),-1.9%,-,12:30
4752,0.7%,USD,"Wednesday, August 24, 2011",-0.5%,-,Medium,USD Durables Ex Transportation (JUL),0.1%,-,12:30
4753,-1.5%,USD,"Wednesday, August 24, 2011",-1.6%,-,Low,USD Cap Goods Orders Nondef Ex Air (JUL),-0.4%,-,12:30
4754,2.0%,USD,"Wednesday, August 24, 2011",,-,Low,USD Cap Goods Ship Nondef Ex Air (JUL),1.0%,-,12:30
4755,-0.6%,USD,"Wednesday, August 24, 2011",-0.5%,-,Medium,USD House Price Purchase Index (QoQ) (2Q),-2.5%,-,14:00
4756,0.9%,USD,"Wednesday, August 24, 2011",0.2%,-,Medium,USD House Price Index (MoM) (JUN),0.4%,-,14:00
4757,-2213K,DOE,"Wednesday, August 24, 2011",1750K,-,Low,DOE U.S. Crude Oil Inventories (AUG 19),4233K,-,14:30
4758,-26K,DOE,"Wednesday, August 24, 2011",,u,Low,DOE Cushing OK Crude Inventory (AUG 19),-893K,d,14:30
4759,1731K,DOE,"Wednesday, August 24, 2011",1000K,d,Low,DOE U.S. Distillate Inventory (AUG 19),2449K,d,14:30
4760,1355K,DOE,"Wednesday, August 24, 2011",-1000K,u,Low,DOE U.S. Gasoline Inventories (AUG 19),-3510K,d,14:30
4761,1.20%,DOE,"Wednesday, August 24, 2011",0.00%,u,Low,DOE U.S. Refinery Utilization (AUG 19),-0.90%,d,14:30
4762,2.0%,NZD,"Wednesday, August 24, 2011",,-,Low,NZD Food Prices (MoM) (JUL),1.4%,-,22:45
4763,0.9%,NZD,"Wednesday, August 24, 2011",0.6%,-,Medium,NZD Retail Sales Ex Inflation (QoQ) (2Q),1.1%,u,22:45
4764,49,UK,"Wednesday, August 24, 2011",45,d,Low,UK Nationwide Consumer Confidence (JUL),51,-,23:01
4765,1,GBP,"Tuesday, August 23, 2011",-12,u,Low,GBP CBI Trends Total Orders (AUG),-10,-,00:00
4766,49.8,CNY,"Tuesday, August 23, 2011",,-,Low,CNY HSBC Flash China Manufacturing PMI (AUG),48.9,-,02:30
4767,2.9%,NZD,"Tuesday, August 23, 2011",,-,Medium,NZD Reserve Bank of New Zealand 2-Year Inflation Expectation (3Q),3.0%,-,03:00
4768,34.8%,JPY,"Tuesday, August 23, 2011",,-,Medium,JPY Machine Tool Orders (YoY) (JUL F),34.6%,-,06:00
4769,2.83B,CHF,"Tuesday, August 23, 2011",,-,Medium,CHF Trade Balance (Swiss franc) (JUL),1.77B,u,06:00
4770,-3.0%,CHF,"Tuesday, August 23, 2011",-2.5%,d,Low,CHF Exports (MoM) (JUL),3.8%,d,06:00
4771,0.1%,CHF,"Tuesday, August 23, 2011",,-,Low,CHF Imports (MoM) (JUL),1.0%,u,06:00
4772,49.3,EUR,"Tuesday, August 23, 2011",49.7,d,Low,EUR French Purchasing Manager Index Manufacturing (AUG P),50.5,-,07:00
4773,56.1,EUR,"Tuesday, August 23, 2011",53.5,u,Low,EUR French Purchasing Manager Index Services (AUG P),54.2,-,07:00
4774,52.0,EUR,"Tuesday, August 23, 2011",50.6,u,Medium,EUR German Purchasing Manager Index Manufacturing (AUG A),52.0,-,07:30
4775,50.4,EUR,"Tuesday, August 23, 2011",52.0,d,Medium,EUR German Purchasing Manager Index Services (AUG A),52.9,-,07:30
4776,51.1,EUR,"Tuesday, August 23, 2011",50.0,u,Medium,EUR Euro-Zone Purchasing Manager Index Composite (AUG A),51.1,-,08:00
4777,49.7,EUR,"Tuesday, August 23, 2011",49.5,u,Medium,EUR Euro-Zone Purchasing Manager Index Manufacturing (AUG A),50.4,-,08:00
4778,51.5,EUR,"Tuesday, August 23, 2011",50.9,u,Medium,EUR Euro-Zone Purchasing Manager Index Services (AUG A),51.6,-,08:00
4779,33417,GBP,"Tuesday, August 23, 2011",31750,u,Medium,GBP BBA Loans for House Purchase (JUL),32123,u,08:30
4780,53.5,EUR,"Tuesday, August 23, 2011",85.0,d,Medium,EUR German ZEW Survey (Current Situation) (AUG),90.6,-,09:00
4781,-40.0,EUR,"Tuesday, August 23, 2011",,-,Medium,EUR Euro-Zone ZEW Survey (Economic Sentiment) (AUG),-7,-,09:00
4782,-37.6,EUR,"Tuesday, August 23, 2011",-26.0,d,High,EUR German ZEW Survey (Economic Sentiment) (AUG),-15.1,-,09:00
4783,9,GBP,"Tuesday, August 23, 2011",,-,Low,GBP CBI Trends Selling Prices (AUG),4,-,10:00
4784,0.7%,CAD,"Tuesday, August 23, 2011",0.7%,-,Medium,CAD Retail Sales (MoM) (JUN),0.3%,u,12:30
4785,-0.1%,CAD,"Tuesday, August 23, 2011",0.1%,d,Low,CAD Retail Sales Less Autos (MoM) (JUN),0.6%,u,12:30
4786,-16.6,EUR,"Tuesday, August 23, 2011",-12.4,-,Medium,EUR Euro-Zone Consumer Confidence (AUG A),-11.2,-,14:00
4787,-10,USD,"Tuesday, August 23, 2011",-5,-,Low,USD Richmond Fed Manufacturing Index (AUG),-1,-,14:00
4788,298K,USD,"Tuesday, August 23, 2011",310K,-,Medium,USD New Home Sales (JUL),312K,-,14:00
4789,-0.7%,USD,"Tuesday, August 23, 2011",-0.6%,-,Medium,USD New Home Sales (MoM) (JUL),-1.0%,-,14:00
4790,129M,NZD,"Tuesday, August 23, 2011",-100M,u,Medium,NZD Trade Balance (New Zealand dollars) (JUL),197M,d,22:45
4791,3.72B,NZD,"Tuesday, August 23, 2011",3.85B,d,Low,NZD Exports (New Zealand dollars) (JUL),3.95B,d,22:45
4792,3.59B,NZD,"Tuesday, August 23, 2011",3.90B,d,Low,NZD Imports (New Zealand dollars) (JUL),3.75B,u,22:45
4793,1314,NZD,"Tuesday, August 23, 2011",1104,u,Medium,NZD Balance (YTD) (New Zealand dollars) (JUL),1021,-,22:45
4794,-0.5%,JPY,"Tuesday, August 23, 2011",-0.5%,-,Low,JPY Corporate Service Price (YoY) (JUL),-0.8%,d,23:50
4795,,CHF,"Monday, August 22, 2011",,-,Medium,CHF Real Estate Index Family Homes (2Q),392.3,-,
4796,2.1%,JPY,"Monday, August 22, 2011",,-,Low,JPY Supermarket Store Sales (YoY) (JUL),0.1%,-,05:00
4797,9.5%,JPY,"Monday, August 22, 2011",,-,Low,JPY Convenience Store Sales (YoY) (JUL),9.0%,-,07:00
4798,5.9%,CHF,"Monday, August 22, 2011",,-,Low,CHF Money Supply M3 (YoY) (JUL),4.9%,d,07:00
4799,-0.06,USD,"Monday, August 22, 2011",-0.48,u,Medium,USD Chicago Fed Nat Activity Index (JUL),-0.38,u,12:30
4800,,USD,"Monday, August 22, 2011",,-,Low,USD Mortgage Delinquencies (2Q),8.32%,-,14:00
4801,,USD,"Monday, August 22, 2011",,-,Low,USD MBA Mortgage Foreclosures (2Q),4.52%,-,14:00
4802,55.38,CNY,"Friday, August 19, 2011",,-,Low,CNY MNI Flash Business Sentiment Survey (AUG),57.19,-,01:35
4803,1.0%,NZD,"Friday, August 19, 2011",,-,Medium,NZD Credit Card Spending s.a. (MoM) (JUL),0.5%,u,03:00
4804,7.3%,NZD,"Friday, August 19, 2011",,-,Medium,NZD Credit Card Spending (YoY) (JUL),4.6%,u,03:00
4805,2.3%,JPY,"Friday, August 19, 2011",2.2%,u,Medium,JPY All Industry Activity Index (MoM),1.8%,d,04:30
4806,0.7%,EUR,"Friday, August 19, 2011",0.1%,u,Medium,EUR German Producer Prices (MoM) (JUL),0.1%,-,06:00
4807,5.8%,EUR,"Friday, August 19, 2011",5.3%,u,High,EUR German Producer Prices (YoY) (JUL),5.6%,-,06:00
4808,-5.6B,GBP,"Friday, August 19, 2011",-8.0B,d,Medium,GBP Public Finances (PSNCR) (Pounds) (JUL),20.4B,u,08:30
4809,0.0B,GBP,"Friday, August 19, 2011",2.4B,u,Medium,GBP PSNB ex Interventions (JUL),14.3B,d,08:30
4810,-2.0B,GBP,"Friday, August 19, 2011",0.2B,u,Medium,GBP Public Sector Net Borrowing (Pounds) (JUL),12.4B,-,08:30
4811,120.0,CAD,"Friday, August 19, 2011",,-,Medium,CAD Consumer Price Index (JUL),119.8,-,11:00
4812,0.2%,CAD,"Friday, August 19, 2011",0.2%,-,Medium,CAD Consumer Price Index (MoM) (JUL),-0.7%,-,11:00
4813,2.7%,CAD,"Friday, August 19, 2011",2.8%,-,High,CAD Consumer Price Index (YoY) (JUL),3.1%,-,11:00
4814,0.2%,CAD,"Friday, August 19, 2011",0.2%,-,Low,CAD Bank Canada Consumer Price Index Core (MoM) (JUL),-0.6%,-,11:00
4815,1.6%,CAD,"Friday, August 19, 2011",1.6%,-,Medium,CAD Bank Canada Consumer Price Index Core (YoY) (JUL),1.3%,-,11:00
4816,,USD,"Friday, August 19, 2011",,-,Low,"USD Fed's Pianalto speaks on economy in Columbus, Ohio",,-,17:45
4817,1.2%,AUD,"Thursday, August 18, 2011",1.0%,u,Medium,AUD Average Weekly Wages (QoQ) (MAY),1.0%,-,01:30
4818,4.4%,AUD,"Thursday, August 18, 2011",4.0%,u,Medium,AUD Average Weekly Wages (YoY) (MAY),3.8%,-,01:30
4819,605M,AUD,"Thursday, August 18, 2011",,-,Low,AUD RBA Foreign Exchange Transaction (Australian dollar) (JUL),1280M,-,01:30
4820,,USD,"Thursday, August 18, 2011",,-,Low,"USD Fed's Dudley to Speak in Newark, NJ",,-,04:00
4821,108.8,JPY,"Thursday, August 18, 2011",,-,Low,JPY Coincident Index (JUN F) (JUN F),108.6,-,05:00
4822,103.2,JPY,"Thursday, August 18, 2011",,-,??????,JPY Leading Index (JUN F) (JUN F),103.2,-,05:00
4823,,JPY,"Thursday, August 18, 2011",,-,Low,JPY Nationwide Department Store Sales (YoY) (JUL),0.3%,-,05:30
4824,,JPY,"Thursday, August 18, 2011",,-,Low,JPY Tokyo Department Store Sales (YoY) (JUL),0.4%,-,05:30
4825,0.2%,GBP,"Thursday, August 18, 2011",0.4%,d,Low,GBP Retail Sales (MoM) (JUL),1.0%,u,08:30
4826,-0.2%,GBP,"Thursday, August 18, 2011",0.1%,d,Medium,GBP Retail Sales (YoY) (JUL),0.2%,-,08:30
4827,0.2%,GBP,"Thursday, August 18, 2011",0.3%,d,Low,GBP Retail Sales w/Auto Fuel (MoM) (JUL),0.8%,u,08:30
4828,0.0%,GBP,"Thursday, August 18, 2011",0.3%,d,Medium,GBP Retail Sales w/Auto Fuel (YoY) (JUL),0.4%,-,08:30
4829,-1.8%,EUR,"Thursday, August 18, 2011",,-,Low,EUR Euro-Zone Construction Output s.a. (MoM),0.1%,u,09:00
4830,-11.3%,EUR,"Thursday, August 18, 2011",,-,Low,EUR Euro-Zone Construction Output w.d.a. (YoY),0.0%,u,09:00
4831,0.2%,CAD,"Thursday, August 18, 2011",0.2%,-,Medium,CAD Leading Indicators (MoM) (JUL),0.1%,d,12:30
4832,0.2%,CAD,"Thursday, August 18, 2011",-0.5%,u,Low,CAD Wholesale Sales (MoM),2.0%,u,12:30
4833,0.5%,USD,"Thursday, August 18, 2011",0.2%,-,Medium,USD Consumer Price Index (MoM) (JUL),-0.2%,-,12:30
4834,0.2%,USD,"Thursday, August 18, 2011",0.2%,-,Medium,USD Consumer Price Index Ex Food & Energy (MoM) (JUL),0.3%,-,12:30
4835,3.6%,USD,"Thursday, August 18, 2011",3.3%,-,High,USD Consumer Price Index (YoY) (JUL),3.6%,-,12:30
4836,1.8%,USD,"Thursday, August 18, 2011",1.7%,-,High,USD Consumer Price Index Ex Food & Energy (YoY) (JUL),1.6%,-,12:30
4837,225.463,USD,"Thursday, August 18, 2011",,-,Low,USD Consumer Price Index Core Index s.a. (JUL),224.958,-,12:30
4838,225.922,USD,"Thursday, August 18, 2011",225.850,-,Low,USD Consumer Price Index n.s.a. (JUL),225.722,-,12:30
4839,408K,USD,"Thursday, August 18, 2011",400K,d,Low,USD Initial Jobless Claims (AUG 12),399K,d,12:30
4840,3702K,USD,"Thursday, August 18, 2011",3700K,d,Low,USD Continuing Claims (AUG 6),3695K,d,12:30
4841,,USD,"Thursday, August 18, 2011",,-,Low,"USD Fed's Dudley to Speak in Newark, NJ",,-,12:35
4842,-34,USD,"Thursday, August 18, 2011",,-,Low,USD Bloomberg Economic Expectations (AUG),-22,-,13:45
4843,-48.3,USD,"Thursday, August 18, 2011",,-,Low,USD Bloomberg Consumer Comfort (AUG 14),-49.1,-,13:45
4844,0.5%,USD,"Thursday, August 18, 2011",0.2%,-,Medium,USD Leading Indicators (JUL),0.3%,-,14:00
4845,-30.7,USD,"Thursday, August 18, 2011",2.0,-,Medium,USD Philadelphia Fed. (AUG),3.2,-,14:00
4846,4.67M,USD,"Thursday, August 18, 2011",4.90M,d,Medium,USD Existing Home Sales (JUL),4.84M,u,14:00
4847,-3.5%,USD,"Thursday, August 18, 2011",2.7%,d,Medium,USD Existing Home Sales (MoM) (JUL),0.6%,u,14:00
4848,,USD,"Thursday, August 18, 2011",,-,Low,USD EIA Natural Gas Storage Change (AUG 12),25,-,14:30
4849,-220,NZD,"Thursday, August 18, 2011",,-,Low,NZD Net Migration s.a. (JUL),-290,u,22:45
4850,2.0%,NZD,"Thursday, August 18, 2011",,-,Low,NZD Visitor Arrivals (JUL),-4.4%,u,22:45
4851,0.1%,AUD,"Wednesday, August 17, 2011",,u,Low,AUD Westpac Leading Index (MoM),-0.1%,-,00:30
4852,-0.8%,AUD,"Wednesday, August 17, 2011",,d,Low,AUD DEWR Internet Skilled Vacancies (MoM) (JUL),-0.7%,d,01:00
4853,0.9%,AUD,"Wednesday, August 17, 2011",0.9%,-,Low,AUD Wage Cost Index (QoQ),0.8%,-,01:30
4854,3.8%,AUD,"Wednesday, August 17, 2011",4.0%,d,Low,AUD Wage Cost Index (YoY),3.9%,u,01:30
4855,-3.3B,EUR,"Wednesday, August 17, 2011",,-,Low,EUR Euro-Zone Current Account n.s.a. (euros),-18.7B,d,08:00
4856,-7.4B,EUR,"Wednesday, August 17, 2011",,-,Low,EUR Euro-Zone Current Account s.a. (euros),-5.6B,d,08:00
4857,,GBP,"Wednesday, August 17, 2011",,-,High,GBP Bank of England Minutes,,-,08:30
4858,4.9%,GBP,"Wednesday, August 17, 2011",4.7%,d,Medium,GBP Claimant Count Rate (JUL),4.8%,d,08:30
4859,37.1K,GBP,"Wednesday, August 17, 2011",20.0K,d,High,GBP Jobless Claims Change (JUL),31.3K,d,08:30
