,model_type,model,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_EUR_down,precision_EUR_same,precision_EUR_up,support_EUR_down,support_EUR_same,support_EUR_up,report,elapsed_time
0,clf,kn,basic,ALL_NO_1_1_1,30_90,included,basic,0.60,{'n_neighbors': 21},0.62,0.62,0.61,0.61,0.67,311.00,649.00,332.00,"{'0': {'precision': 0.6116071428571429, 'recall': 0.4405144694533762, 'f1-score': 0.5121495327102804, 'support': 311}, '1': {'precision': 0.607103218645949, 'recall': 0.8428351309707242, 'f1-score': 0.7058064516129031, 'support': 649}, '2': {'precision': 0.6706586826347305, 'recall': 0.3373493975903614, 'f1-score': 0.4488977955911823, 'support': 332}, 'micro avg': {'precision': 0.6160990712074303, 'recall': 0.6160990712074303, 'f1-score': 0.6160990712074303, 'support': 1292}, 'macro avg': {'precision': 0.6297896813792742, 'recall': 0.5402329993381539, 'f1-score': 0.5556179266381219, 'support': 1292}, 'weighted avg': {'precision': 0.6245189574028815, 'recall': 0.6160990712074303, 'f1-score': 0.59317411757426, 'support': 1292}}",5.60
1,clf,svc-rbf,basic,ALL_NO_1_1_1,30_90,included,basic,0.52,"{'C': 1, 'gamma': 1}",0.50,0.25,0.00,0.50,0.00,311.00,649.00,332.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 311}, '1': {'precision': 0.5023219814241486, 'recall': 1.0, 'f1-score': 0.6687274600721278, 'support': 649}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 332}, 'micro avg': {'precision': 0.5023219814241486, 'recall': 0.5023219814241486, 'f1-score': 0.5023219814241486, 'support': 1292}, 'macro avg': {'precision': 0.1674406604747162, 'recall': 0.3333333333333333, 'f1-score': 0.22290915335737593, 'support': 1292}, 'weighted avg': {'precision': 0.2523273730218827, 'recall': 0.5023219814241486, 'f1-score': 0.33591650277616947, 'support': 1292}}",8.46
2,clf,dtree,basic,ALL_NO_1_1_1,30_90,included,basic,0.65,"{'max_depth': 4, 'min_samples_leaf': 150}",0.65,0.66,0.69,0.63,0.70,311.00,649.00,332.00,"{'0': {'precision': 0.6892430278884463, 'recall': 0.5562700964630225, 'f1-score': 0.6156583629893239, 'support': 311}, '1': {'precision': 0.6331360946745562, 'recall': 0.8243451463790447, 'f1-score': 0.7161981258366801, 'support': 649}, '2': {'precision': 0.7040816326530612, 'recall': 0.41566265060240964, 'f1-score': 0.5227272727272727, 'support': 332}, 'micro avg': {'precision': 0.6547987616099071, 'recall': 0.6547987616099071, 'f1-score': 0.6547987616099071, 'support': 1292}, 'macro avg': {'precision': 0.6754869184053547, 'recall': 0.5987592978148256, 'f1-score': 0.6181945871844255, 'support': 1292}, 'weighted avg': {'precision': 0.6648722981098375, 'recall': 0.6547987616099071, 'f1-score': 0.642281570513266, 'support': 1292}}",0.48
3,clf,rforest,basic,ALL_NO_1_1_1,30_90,included,basic,0.65,"{'max_depth': 7, 'min_samples_leaf': 30, 'n_estimators': 200}",0.64,0.65,0.69,0.62,0.68,311.00,649.00,332.00,"{'0': {'precision': 0.6902654867256637, 'recall': 0.5016077170418006, 'f1-score': 0.5810055865921787, 'support': 311}, '1': {'precision': 0.6226635514018691, 'recall': 0.8212634822804314, 'f1-score': 0.7083056478405315, 'support': 649}, '2': {'precision': 0.6761904761904762, 'recall': 0.42771084337349397, 'f1-score': 0.5239852398523985, 'support': 332}, 'micro avg': {'precision': 0.6431888544891641, 'recall': 0.6431888544891641, 'f1-score': 0.6431888544891641, 'support': 1292}, 'macro avg': {'precision': 0.663039838106003, 'recall': 0.583527347565242, 'f1-score': 0.6044321580950363, 'support': 1292}, 'weighted avg': {'precision': 0.6526907502528889, 'recall': 0.6431888544891641, 'f1-score': 0.6302989183511368, 'support': 1292}}",17.91
4,clf,xgb,basic,ALL_NO_1_1_1,30_90,included,basic,0.66,{'n_estimators': 50},0.66,0.66,0.69,0.64,0.67,311.00,649.00,332.00,"{'0': {'precision': 0.6877470355731226, 'recall': 0.5594855305466238, 'f1-score': 0.6170212765957447, 'support': 311}, '1': {'precision': 0.6407766990291263, 'recall': 0.8135593220338984, 'f1-score': 0.7169042769857433, 'support': 649}, '2': {'precision': 0.6744186046511628, 'recall': 0.4367469879518072, 'f1-score': 0.5301645338208409, 'support': 332}, 'micro avg': {'precision': 0.6555727554179567, 'recall': 0.6555727554179567, 'f1-score': 0.6555727554179567, 'support': 1292}, 'macro avg': {'precision': 0.6676474464178038, 'recall': 0.6032639468441098, 'f1-score': 0.621363362467443, 'support': 1292}, 'weighted avg': {'precision': 0.6607278502146519, 'recall': 0.6555727554179567, 'f1-score': 0.6448754783386558, 'support': 1292}}",0.81
5,clf,gboosting,basic,ALL_NO_1_1_1,30_90,included,basic,0.65,{'n_estimators': 10},0.65,0.66,0.69,0.63,0.69,311.00,649.00,332.00,"{'0': {'precision': 0.6933333333333334, 'recall': 0.5016077170418006, 'f1-score': 0.582089552238806, 'support': 311}, '1': {'precision': 0.6276346604215457, 'recall': 0.8258859784283513, 'f1-score': 0.7132401862940785, 'support': 649}, '2': {'precision': 0.6854460093896714, 'recall': 0.4397590361445783, 'f1-score': 0.5357798165137614, 'support': 332}, 'micro avg': {'precision': 0.6486068111455109, 'recall': 0.6486068111455109, 'f1-score': 0.6486068111455109, 'support': 1292}, 'macro avg': {'precision': 0.6688046677148501, 'recall': 0.5890842438715768, 'f1-score': 0.6103698516822152, 'support': 1292}, 'weighted avg': {'precision': 0.6583046721343814, 'recall': 0.6486068111455109, 'f1-score': 0.6360693736328903, 'support': 1292}}",2.24
6,clf,ada,basic,ALL_NO_1_1_1,30_90,included,basic,0.64,{'n_estimators': 10},0.64,0.65,0.63,0.63,0.70,311.00,649.00,332.00,"{'0': {'precision': 0.6267123287671232, 'recall': 0.5884244372990354, 'f1-score': 0.6069651741293532, 'support': 311}, '1': {'precision': 0.6298136645962733, 'recall': 0.7812018489984591, 'f1-score': 0.6973865199449794, 'support': 649}, '2': {'precision': 0.7025641025641025, 'recall': 0.4126506024096386, 'f1-score': 0.5199240986717267, 'support': 332}, 'micro avg': {'precision': 0.6400928792569659, 'recall': 0.6400928792569659, 'f1-score': 0.6400928792569659, 'support': 1292}, 'macro avg': {'precision': 0.653030031975833, 'recall': 0.594092296235711, 'f1-score': 0.6080919309153532, 'support': 1292}, 'weighted avg': {'precision': 0.6477615206043644, 'recall': 0.6400928792569659, 'f1-score': 0.6300192115770386, 'support': 1292}}",0.75
0,reg,kn,basic,ALL_NO_1_1_1,30_90,included,basic,24.89,{'n_neighbors': 11},,,,,,,,,24.48,5.23
1,reg,svr-rbf,basic,ALL_NO_1_1_1,30_90,included,basic,30.60,"{'C': 1, 'gamma': 1}",,,,,,,,,30.31,5.96
2,reg,dtree,basic,ALL_NO_1_1_1,30_90,included,basic,22.29,"{'max_depth': 4, 'min_samples_leaf': 10}",,,,,,,,,22.78,0.54
3,reg,rforest,basic,ALL_NO_1_1_1,30_90,included,basic,22.08,"{'max_depth': 5, 'min_samples_leaf': 10, 'n_estimators': 200}",,,,,,,,,21.98,49.27
4,reg,xgb,basic,ALL_NO_1_1_1,30_90,included,basic,22.20,{'n_estimators': 50},,,,,,,,,22.11,0.32
5,reg,gboosting,basic,ALL_NO_1_1_1,30_90,included,basic,22.14,{'n_estimators': 50},,,,,,,,,22.20,0.74
6,reg,ada,basic,ALL_NO_1_1_1,30_90,included,basic,23.03,{'n_estimators': 10},,,,,,,,,22.67,1.16
0,clf,kn,all,ALL_NO_1_1_1,30_90,included,basic,0.60,{'n_neighbors': 21},0.62,0.63,0.63,0.60,0.68,311.00,649.00,332.00,"{'0': {'precision': 0.6292682926829268, 'recall': 0.41479099678456594, 'f1-score': 0.5, 'support': 311}, '1': {'precision': 0.6019629225736096, 'recall': 0.8505392912172574, 'f1-score': 0.7049808429118775, 'support': 649}, '2': {'precision': 0.6764705882352942, 'recall': 0.3463855421686747, 'f1-score': 0.45816733067729076, 'support': 332}, 'micro avg': {'precision': 0.6160990712074303, 'recall': 0.6160990712074303, 'f1-score': 0.6160990712074303, 'support': 1292}, 'macro avg': {'precision': 0.6359006011639435, 'recall': 0.5372386100568326, 'f1-score': 0.5543827245297228, 'support': 1292}, 'weighted avg': {'precision': 0.6276815875145361, 'recall': 0.6160990712074303, 'f1-score': 0.5922168117915395, 'support': 1292}}",7.07
