,datetime,new_id,forecast_error_diff_deviation,forecast_error_diff_outlier_class,previous_error_diff_deviation,previous_error_diff_outlier_class,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,year,week,weekday,num_news,volatility_0_5_after,pips_agg_0_5_after,pips_candle_0_5_after,volatility_5_10_after,pips_agg_5_10_after,pips_candle_5_10_after,volatility_10_15_after,pips_agg_10_15_after,pips_candle_10_15_after,volatility_15_20_after,pips_agg_15_20_after,pips_candle_15_20_after,volatility_20_25_after,pips_agg_20_25_after,pips_candle_20_25_after,volatility_25_30_after,pips_agg_25_30_after,pips_candle_25_30_after,volatility_0_45_after,pips_agg_0_45_after,volatility_0_60_after,pips_agg_0_60_after,volatility_60_0_before,pips_agg_60_0_before,pips_agg_0_120_after,direction_agg_0_120_after
10,2007-01-31 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2007,5,2,1,33,20,18,8,16,-2,14,18,2,6,20,1,9,20,2,10,16,-2,34,25,34,23,36,-1,26,2
11,2007-02-01 08:30:00,9,-0.1,0,0.0,0,0,0,1,1,0,0,1,2007,5,3,1,7,6,4,6,1,-4,6,1,0,4,-1,0,8,-6,-4,4,-5,1,16,1,16,1,26,13,5,1
12,2007-02-05 10:00:00,18,1.0,0,0.0,0,0,1,0,1,0,0,1,2007,6,0,1,9,-9,-4,13,2,8,5,2,-1,5,8,4,7,5,-1,5,8,4,18,7,20,11,21,-14,10,1
13,2007-02-13 08:30:00,31,-1.7,0,1.0,0,0,0,1,1,0,0,1,2007,7,1,1,12,2,-4,17,17,15,9,15,-3,7,9,-5,3,11,0,7,6,-5,23,1,28,-9,23,13,-8,1
14,2007-02-15 09:00:00,30,-44.4,0,1.0,0,0,0,1,0,1,0,1,2007,7,3,1,18,17,7,19,32,16,11,26,-6,10,34,3,10,34,1,8,27,-6,35,11,35,12,28,6,0,1
15,2007-02-16 08:30:00,23,0.0,0,0.0,0,1,0,0,1,0,0,1,2007,7,4,1,13,13,7,7,16,3,20,-3,-18,10,-16,-7,10,-13,4,11,-9,6,39,-18,39,-16,25,0,-7,1
16,2007-02-16 10:00:00,28,-3.2,0,-1.1,0,0,0,1,0,0,1,1,2007,7,4,1,15,-7,-8,7,-2,4,4,-3,1,4,-4,-2,3,-4,0,4,-4,0,15,-5,17,-7,26,12,15,1
17,2007-02-21 08:30:00,7,1.0,0,-0.1,0,0,1,0,0,0,1,1,2007,8,2,1,26,-13,-6,19,-32,-17,10,-26,7,4,-29,-2,8,-35,-6,5,-30,3,33,-20,33,-22,31,12,-16,0
18,2007-02-27 08:30:00,8,-2.9,0,1.0,0,0,0,1,0,1,0,1,2007,9,1,1,13,11,6,6,10,-1,6,12,3,11,6,-7,6,4,-3,12,11,7,15,4,15,5,32,15,-4,1
19,2007-02-28 08:30:00,26,-0.2,0,0.0,0,0,0,1,1,0,0,1,2007,9,2,1,14,-8,-6,15,4,11,8,0,-3,9,2,3,11,-5,-9,7,-5,1,20,-3,22,-10,26,22,-6,1
20,2007-02-28 10:00:00,21,-143.0,0,1.0,0,0,0,1,0,1,0,1,2007,9,2,1,6,5,0,6,3,0,3,2,0,6,3,2,5,2,1,14,-8,-10,30,-14,30,-11,20,-1,14,1
21,2007-03-01 08:30:00,9,1.0,0,0.0,0,0,1,0,1,0,0,1,2007,9,3,1,8,2,3,9,4,3,9,1,-2,6,-4,-3,5,-3,0,7,0,2,16,1,16,-1,19,-1,-30,0
22,2007-03-01 10:00:00,17,1.0,0,0.0,0,0,1,0,1,0,0,1,2007,9,3,1,17,-14,-9,8,-11,2,8,-18,-6,22,-37,-18,15,-24,13,10,-30,-7,43,-39,45,-37,40,-10,-35,0
23,2007-03-05 10:00:00,18,-2.9,0,0.0,0,0,0,1,1,0,0,1,2007,10,0,1,14,13,11,11,7,-5,7,9,2,7,9,-2,2,12,2,7,12,0,17,8,18,2,40,14,-4,1
24,2007-03-06 10:00:00,24,-1.9,0,-0.4,0,0,0,1,0,0,1,1,2007,10,1,1,6,0,-2,10,-4,-5,5,1,3,4,2,1,4,2,1,6,-2,-3,12,-2,17,5,18,10,4,1
25,2007-03-15 08:30:00,23,1.0,0,0.0,0,0,1,0,1,0,0,1,2007,11,3,1,30,13,15,9,10,-3,8,4,-4,7,4,2,6,8,3,5,4,-5,30,22,36,21,30,-6,20,2
26,2007-03-15 09:00:00,30,1.0,0,-1.3,0,0,1,0,1,0,0,1,2007,11,3,1,14,6,8,13,15,11,8,10,-6,5,8,0,15,15,7,7,12,-3,26,14,26,11,30,-4,22,2
27,2007-03-16 08:30:00,7,0.0,0,0.0,0,1,0,0,1,0,0,1,2007,11,4,1,10,-2,1,8,-1,2,10,3,4,8,2,-3,6,0,-2,5,1,0,13,1,22,-10,14,-11,-2,1
28,2007-03-16 10:00:00,28,-1.2,0,-2.0,0,0,0,1,0,0,1,1,2007,11,4,1,8,-3,-3,5,-1,2,4,-1,-1,7,-5,-3,4,-1,3,4,-3,-2,13,-6,14,-3,23,-2,-16,0
29,2007-03-21 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2007,12,2,1,41,28,25,38,66,37,25,53,-13,21,69,14,15,58,-8,12,67,9,82,78,82,71,49,3,79,2
30,2007-03-23 10:00:00,14,1.0,0,-0.02,0,0,1,0,1,0,0,1,2007,12,4,1,16,-11,-11,9,-7,5,9,-14,-7,14,-24,-11,11,-24,-2,6,-24,0,37,-32,37,-26,29,-9,-29,0
31,2007-03-26 10:00:00,21,-137.0,0,-55.0,0,0,0,1,0,0,1,1,2007,13,0,1,21,22,17,14,33,12,4,32,-1,10,38,6,6,47,6,7,49,2,46,35,46,33,53,28,31,2
32,2007-03-27 10:00:00,4,-1.8,0,-1.3,0,0,0,1,0,0,1,1,2007,13,1,1,11,-4,-6,6,-6,-1,8,1,6,16,14,12,8,17,3,3,15,-2,31,8,31,8,17,-1,11,1
33,2007-03-28 08:30:00,8,-1.9,0,-0.9,0,0,0,1,0,0,1,1,2007,13,2,1,20,12,11,6,11,-1,3,10,-1,6,15,5,3,14,-2,10,8,-7,20,5,20,10,22,-1,20,2
34,2007-03-30 08:30:00,9,1.0,0,-0.1,0,0,1,0,0,0,1,1,2007,13,4,1,7,-4,-4,29,-34,-28,11,-24,9,7,-20,3,8,-16,4,5,-12,4,35,-12,35,-7,20,16,-28,0
35,2007-04-02 10:00:00,17,-0.4,0,0.0,0,0,0,1,1,0,0,1,2007,14,0,1,12,8,7,5,9,1,4,8,0,10,1,-8,3,3,3,2,1,-2,21,-2,21,3,15,-7,3,1
36,2007-04-03 10:00:00,24,1.0,0,-0.1,0,0,1,0,1,0,0,1,2007,14,1,1,5,-4,-3,10,5,8,4,4,0,8,-1,-6,2,-1,0,3,0,1,13,-1,13,2,12,0,-8,1
37,2007-04-04 08:15:00,0,-19.0,0,1.0,0,0,0,1,0,1,0,1,2007,14,2,1,7,6,6,3,8,2,3,8,0,2,7,-1,9,-3,-9,6,-5,-2,14,0,17,8,12,4,11,1
38,2007-04-04 10:00:00,18,-2.4,0,0.0,0,0,0,1,1,0,0,1,2007,14,2,1,13,9,9,10,7,-2,5,7,0,8,14,7,5,14,-1,5,14,0,29,25,29,16,20,-5,15,1
39,2007-04-13 10:00:00,28,-2.2,0,-0.4,0,0,0,1,1,0,0,1,2007,15,4,1,16,-4,-1,5,-9,-4,5,-9,0,8,-3,6,8,-8,-5,7,-4,4,41,-18,47,-23,20,8,-26,0
40,2007-04-16 09:00:00,30,-22.4,0,1.0,0,0,0,1,1,0,0,1,2007,16,0,1,17,-2,-3,3,-3,-1,6,0,3,2,0,0,3,-2,-2,9,-9,-7,23,-10,23,-4,21,2,0,1
41,2007-04-17 08:30:00,7,-0.1,0,0.0,0,0,0,1,1,0,0,1,2007,16,1,1,23,16,16,8,17,0,16,32,15,18,47,15,11,40,-7,4,39,-1,50,35,50,36,27,3,34,2
42,2007-04-25 08:30:00,8,1.0,0,-0.3,0,0,1,0,0,0,1,1,2007,17,2,1,12,-8,-8,13,-16,-8,11,-13,3,3,-13,0,5,-8,5,3,-7,1,25,-10,25,-5,21,-9,10,1
43,2007-04-25 10:00:00,21,-32.0,0,-12.0,0,0,0,1,0,0,1,1,2007,17,2,1,16,16,16,6,14,-1,13,23,9,9,18,-5,11,17,-1,5,16,-1,26,15,26,17,24,0,14,1
44,2007-04-27 08:30:00,1,-0.6,0,-1.0,0,0,0,1,0,0,1,1,2007,17,4,1,34,29,29,14,20,-9,11,19,-1,12,12,-6,9,14,4,8,15,1,34,17,34,20,43,8,12,1
45,2007-04-30 08:30:00,9,-0.1,0,0.0,0,0,0,1,1,0,0,1,2007,18,0,1,9,1,-2,6,-1,-2,8,7,7,8,13,7,3,10,-3,4,9,-1,17,6,24,14,22,5,19,2
46,2007-05-02 08:15:00,0,-43.0,0,-8.0,0,0,0,1,0,0,1,1,2007,18,2,1,7,7,4,5,6,0,3,5,-2,4,4,-1,4,6,3,3,6,-1,12,-2,17,10,25,17,-3,1
47,2007-05-03 10:00:00,18,1.0,0,0.0,0,0,1,0,1,0,0,1,2007,18,3,1,16,-15,-12,7,-12,4,6,-11,1,4,-14,-3,12,-24,-9,6,-19,4,21,-15,21,-6,36,-15,-13,1
48,2007-05-09 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2007,19,2,1,28,-27,-27,9,-24,3,8,-22,2,8,-25,-1,6,-27,-3,6,-30,-3,34,-26,34,-26,29,6,-31,0
49,2007-05-10 08:30:00,31,-3.9,0,1.0,0,0,0,1,1,0,0,1,2007,19,3,1,14,11,12,16,0,-12,7,4,5,7,-1,-4,21,-26,-20,5,-25,1,42,-16,48,-26,19,4,-23,0
50,2007-05-15 08:30:00,7,0.0,0,0.0,0,1,0,0,1,0,0,1,2007,20,1,1,22,20,18,9,14,-7,6,20,5,4,18,-2,5,16,-2,3,16,0,22,3,22,4,32,7,11,1
51,2007-05-15 09:00:00,30,-4.4,0,0.0,0,0,0,1,1,0,0,1,2007,20,1,1,13,-8,-9,8,-11,-2,3,-9,2,2,-9,1,3,-10,-2,5,-14,-4,19,-12,19,-9,30,22,38,2
52,2007-05-18 10:00:00,28,1.0,0,1.0,0,0,1,0,0,1,0,1,2007,20,4,1,9,-6,-7,6,-4,3,14,7,11,6,2,-4,7,5,4,9,12,7,25,5,25,8,10,4,28,2
53,2007-05-24 08:30:00,8,1.0,0,-1.2,0,0,1,0,0,0,1,1,2007,21,3,1,11,-9,-10,6,-14,-3,5,-10,5,4,-8,3,2,-8,-1,9,-4,4,18,-6,26,3,19,11,-26,0
54,2007-05-24 10:00:00,21,1.0,0,-14.0,0,0,1,0,0,0,1,1,2007,21,3,1,22,-20,-19,9,-25,-5,9,-27,-2,5,-26,-1,7,-24,3,2,-24,0,30,-21,30,-14,33,3,-21,0
55,2007-05-25 10:00:00,14,-0.15,0,1.0,0,0,0,1,0,1,0,1,2007,21,4,1,8,6,4,23,22,17,6,18,-4,8,22,4,3,22,0,6,21,-1,24,13,24,13,10,-4,0,1
56,2007-05-29 10:00:00,4,1.0,0,1.0,0,0,1,0,0,1,0,1,2007,22,1,1,13,-14,-11,4,-15,-2,3,-12,3,1,-11,0,5,-15,-4,6,-21,-5,19,-15,22,-17,17,-2,-23,0
57,2007-05-30 08:15:00,0,-18.0,0,-3.0,0,0,0,1,1,0,0,1,2007,22,2,1,5,4,4,6,2,-1,2,2,0,4,4,1,4,2,-2,3,1,-1,10,-3,13,5,23,-12,17,2
58,2007-05-31 08:30:00,26,-0.1,0,-0.9,0,0,0,1,1,0,0,1,2007,22,3,1,8,5,2,6,6,2,5,5,0,3,5,1,6,0,-4,4,2,2,10,-1,10,0,29,19,-21,0
59,2007-06-05 10:00:00,18,1.0,0,0.0,0,0,1,0,1,0,0,1,2007,23,1,1,10,-3,3,3,-2,1,4,-2,0,6,-6,-3,12,-12,-5,3,-14,-1,18,-5,18,0,24,-19,2,1
60,2007-06-08 08:30:00,31,2.03,0,5.14,2,0,1,0,0,1,0,1,2007,23,4,1,12,-10,-9,7,-10,0,11,-18,-9,3,-15,2,3,-16,-1,6,-20,-5,29,-7,29,-4,33,21,-7,1
61,2007-06-14 08:30:00,23,0.86,0,0.0,0,0,1,0,1,0,0,1,2007,24,3,1,17,-17,-16,14,-1,13,17,10,12,6,3,-5,6,-4,-6,5,-6,-3,33,-1,33,-2,32,-11,19,2
62,2007-06-15 08:30:00,7,-1.41,2,0.04,0,0,0,1,1,0,0,1,2007,24,4,1,17,-2,-4,13,5,7,11,13,9,9,21,8,8,15,-4,7,16,1,26,13,41,29,27,9,20,2
63,2007-06-15 09:00:00,30,0.35,0,-2.21,2,0,1,0,0,0,1,1,2007,24,4,1,9,1,2,4,-2,-2,4,1,2,18,20,16,10,15,-7,3,14,-1,26,6,29,-1,31,22,25,2
64,2007-06-15 10:00:00,28,-1.33,0,-0.28,0,0,0,1,1,0,0,1,2007,24,4,1,11,10,8,9,4,-6,5,8,5,3,8,0,6,9,0,5,12,4,18,16,28,24,29,0,28,2
65,2007-06-25 10:00:00,14,0.1,0,0.69,0,0,1,0,1,0,0,1,2007,26,0,1,7,2,1,3,3,1,7,-4,-6,4,0,4,3,-1,0,3,0,1,11,-4,19,-10,8,-1,-19,0
66,2007-06-27 08:30:00,8,-0.6,0,1.61,0,0,0,1,0,1,0,1,2007,26,2,1,8,3,2,5,1,-2,5,-1,-1,7,-8,-6,7,-2,5,6,-8,-6,19,-6,19,-3,22,3,-6,1
67,2007-06-28 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2007,26,3,1,12,2,4,8,7,4,5,7,1,7,2,-4,5,-2,-4,3,-2,0,25,-4,25,-10,17,-14,-7,1
68,2007-06-29 08:30:00,9,0.11,0,0.04,0,1,0,0,1,0,0,1,2007,26,4,1,9,-5,-6,6,-2,3,7,-6,-3,3,-5,1,4,-2,3,2,0,1,20,5,20,4,22,13,-3,1
69,2007-07-02 10:00:00,17,0.43,0,0.0,0,0,1,0,1,0,0,1,2007,27,0,1,6,0,-1,2,-1,-1,13,10,10,8,14,4,5,13,-1,8,21,8,30,18,36,23,10,-3,27,2
70,2007-07-03 10:00:00,24,-1.28,0,-0.58,0,0,0,1,0,0,1,1,2007,27,1,1,8,-3,-5,7,-11,-6,7,-4,7,4,-7,-3,2,-7,1,7,-12,-5,19,-13,19,-10,13,-1,-1,1
71,2007-07-05 10:00:00,18,0.79,0,0.0,0,0,1,0,1,0,0,1,2007,27,3,1,8,-10,-8,9,-7,4,5,-7,-1,12,-18,-10,11,-15,5,6,-19,-4,28,-25,28,-10,27,-19,-15,1
72,2007-07-12 08:30:00,31,-3.39,0,-0.29,0,1,0,0,1,0,0,1,2007,28,3,1,9,7,7,5,9,2,17,-6,-14,6,-2,5,17,-20,-16,6,-17,3,38,-18,38,-10,11,0,-12,1
73,2007-07-13 10:00:00,28,2.41,1,1.14,2,0,1,0,0,1,0,1,2007,28,4,1,9,-11,-9,10,-5,6,4,-5,2,3,-2,3,3,-2,0,2,-3,-1,25,-15,29,-21,23,0,-10,1
74,2007-07-17 08:30:00,23,-1.15,2,0.0,0,0,0,1,1,0,0,1,2007,29,1,1,11,1,0,3,0,1,14,13,13,4,10,-3,3,9,-2,2,8,-1,21,3,21,1,14,0,6,1
75,2007-07-17 09:00:00,30,1.55,1,-0.33,1,0,1,0,0,0,1,1,2007,29,1,1,4,-6,-3,5,-3,3,4,-6,-2,3,-7,-1,3,-5,2,4,-10,-4,12,3,12,0,21,9,3,1
76,2007-07-18 08:30:00,7,0.08,0,0.04,0,1,0,0,1,0,0,1,2007,29,2,1,11,-12,-11,12,-22,-9,10,-26,1,9,-26,2,7,-19,6,7,-22,-3,27,-17,27,-11,19,3,12,1
77,2007-07-25 10:00:00,14,-0.39,0,-0.35,0,0,0,1,1,0,0,1,2007,30,2,1,17,-3,-2,22,-15,-11,11,-10,5,10,-14,-3,10,-15,0,11,-15,0,29,-12,36,-20,27,-10,-21,0
78,2007-07-26 08:30:00,8,-0.62,0,0.9,0,0,0,1,0,1,0,1,2007,30,3,1,15,-3,-1,9,-5,0,9,-4,-1,9,-5,-2,9,-9,-4,9,-6,2,18,4,19,-2,41,30,6,1
79,2007-07-26 10:00:00,21,-0.61,0,-0.86,0,0,0,1,0,0,1,1,2007,30,3,1,21,13,11,19,3,-10,13,2,0,8,2,-2,13,8,5,12,2,-5,27,2,27,3,39,4,-2,1
80,2007-07-27 08:30:00,1,1.0,0,-0.6,0,0,1,0,0,0,1,1,2007,30,4,1,14,4,3,18,15,10,10,18,4,10,18,0,12,13,-4,12,6,-7,27,5,27,9,23,11,4,1
81,2007-07-31 08:30:00,9,-1.0,0,0.04,0,0,0,1,1,0,0,1,2007,31,1,1,10,-3,-1,9,-5,-3,10,-10,-4,7,-10,-1,8,-13,-3,10,-10,2,26,-16,26,-12,22,8,-27,0
82,2007-07-31 10:00:00,4,2.78,1,1.05,0,0,1,0,0,1,0,1,2007,31,1,1,10,-3,-2,9,-7,-5,12,-14,-7,12,-13,-2,12,-13,-1,12,-17,-1,27,-6,27,-9,20,-1,-3,1
83,2007-08-03 10:00:00,18,-1.11,0,0.0,0,0,0,1,1,0,0,1,2007,31,4,1,11,1,-1,10,-2,-3,9,-3,0,9,2,3,20,16,13,21,31,15,41,22,41,24,39,26,36,2
84,2007-08-07 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2007,32,1,1,19,-3,-2,13,2,7,17,11,8,15,19,8,17,28,8,10,20,-8,37,19,37,26,20,-3,7,1
85,2007-08-15 08:30:00,7,0.05,0,0.0,0,1,0,0,1,0,0,1,2007,33,2,1,11,-4,-4,9,-3,2,8,-6,-3,11,-5,1,17,-16,-10,13,-13,5,25,-15,25,-13,19,8,15,1
86,2007-08-15 09:00:00,30,1.66,0,-0.01,0,0,1,0,1,0,0,1,2007,33,2,1,12,-5,-4,15,-2,2,16,7,9,12,9,1,14,1,-8,12,6,6,21,-1,42,18,25,-9,8,1
87,2007-08-17 10:00:00,28,-1.2,0,-1.26,0,0,0,1,0,0,1,1,2007,33,4,1,14,10,11,10,13,4,8,14,3,9,11,-3,13,16,5,9,16,1,38,29,61,47,36,-7,4,1
88,2007-08-24 08:30:00,8,2.59,0,-0.71,0,0,1,0,0,0,1,1,2007,34,4,1,12,-7,-7,24,2,9,14,2,-1,14,6,3,16,14,8,12,18,3,38,16,38,-6,26,1,22,2
89,2007-08-24 10:00:00,21,0.46,0,0.58,0,0,1,0,0,1,0,1,2007,34,4,1,15,11,11,16,15,3,13,4,-9,13,10,6,13,6,-3,12,4,-2,22,12,22,7,37,-5,8,1
90,2007-08-27 10:00:00,14,0.28,0,0.46,0,1,0,0,1,0,0,1,2007,35,0,1,12,-3,-2,11,-4,0,8,-4,-3,7,-5,-1,6,-3,1,6,-3,1,25,-13,25,-14,16,-1,-6,1
91,2007-08-28 10:00:00,4,0.05,0,-0.52,0,1,0,0,0,0,1,1,2007,35,1,1,10,1,2,16,-10,-11,11,-5,3,11,-3,-2,13,-8,-6,13,-6,2,20,4,20,-5,23,-14,-25,0
92,2007-08-30 08:30:00,26,0.0,0,1.0,0,1,0,0,1,0,0,1,2007,35,3,1,14,2,2,15,-6,-7,11,-3,3,11,5,5,16,8,4,9,9,1,24,4,24,2,39,25,6,1
93,2007-08-31 08:30:00,9,-1.12,0,2.24,2,0,0,1,0,1,0,1,2007,35,4,1,8,1,0,11,-2,-3,9,-2,0,10,-4,-1,13,-9,-5,10,-8,1,23,-14,27,-18,28,-1,-67,0
94,2007-09-04 10:00:00,17,-0.14,0,0.0,0,1,0,0,1,0,0,1,2007,36,1,1,12,-1,-3,11,2,3,8,5,0,11,-1,-5,8,3,2,14,-3,-6,18,-4,30,7,27,20,34,2
95,2007-09-05 10:00:00,24,-2.3,0,0.31,0,0,0,1,1,0,0,1,2007,36,2,1,11,9,4,32,30,24,37,60,30,14,57,-3,11,55,0,13,57,2,69,55,69,59,25,11,77,2
96,2007-09-06 10:00:00,18,0.37,0,0.0,0,0,1,0,1,0,0,1,2007,36,3,1,11,-6,-7,11,-5,1,16,1,6,12,5,3,11,3,-3,12,1,-2,23,3,33,13,29,20,23,2
97,2007-09-11 08:30:00,31,-0.06,0,-2.02,1,1,0,0,0,0,1,1,2007,37,1,1,15,-10,-10,8,-6,3,9,-4,2,12,-2,2,7,-1,1,6,3,3,22,4,28,3,20,7,5,1
98,2007-09-14 10:00:00,28,0.06,0,0.06,0,1,0,0,1,0,0,1,2007,37,4,1,11,0,0,14,-7,-8,20,-22,-14,12,-23,-3,10,-24,0,13,-22,7,35,-16,35,-17,22,1,-32,0
99,2007-09-18 08:30:00,23,-3.49,2,0.0,0,0,0,1,1,0,0,1,2007,38,1,1,16,7,8,19,16,8,14,8,-6,9,6,-1,6,8,1,7,6,-2,29,18,29,10,28,9,8,1
100,2007-09-18 09:00:00,30,-2.23,0,-3.23,2,0,0,1,0,0,1,1,2007,38,1,1,20,15,12,10,12,-3,11,13,2,9,10,-2,10,4,-5,9,1,-2,27,-8,27,-4,35,15,-9,1
101,2007-09-18 14:15:00,15,-0.25,2,0.0,0,0,0,1,1,0,0,1,2007,38,1,1,75,41,39,24,32,-9,23,50,19,21,68,16,22,70,1,15,67,-3,87,74,90,84,91,12,79,2
102,2007-09-19 08:30:00,7,0.05,0,0.0,0,1,0,0,1,0,0,1,2007,38,2,1,18,-3,-3,24,-20,-17,11,-18,1,13,-6,8,10,-9,-3,12,0,6,35,-6,35,1,29,17,-8,1
103,2007-09-26 08:30:00,8,-0.46,0,-0.32,0,0,0,1,0,0,1,1,2007,39,2,1,14,-5,-6,11,-9,-4,6,-8,-1,6,-12,-4,8,-12,-1,8,-11,1,22,-10,22,-11,29,14,-6,1
104,2007-09-27 10:00:00,21,-0.41,0,-0.13,0,0,0,1,0,0,1,1,2007,39,3,1,17,-11,-12,13,-13,-2,9,-10,2,12,-16,-6,17,-22,-6,9,-22,-1,35,-24,38,-21,18,3,-37,0
105,2007-09-28 08:30:00,9,0.04,0,0.04,0,1,0,0,1,0,0,1,2007,39,4,1,13,-9,-7,13,-2,6,9,1,5,14,0,-1,25,19,18,10,14,-5,35,12,35,12,25,-5,21,2
106,2007-10-01 10:00:00,17,-0.39,0,0.0,0,0,0,1,1,0,0,1,2007,40,0,1,14,9,8,13,14,3,8,13,0,14,12,-3,9,11,1,14,4,-7,23,4,27,15,19,0,10,1
107,2007-10-02 10:00:00,24,-0.79,0,4.95,2,0,0,1,0,1,0,1,2007,40,1,1,18,-6,-8,12,-14,-7,13,-17,-3,7,-18,-2,8,-19,1,9,-18,-1,32,-15,43,-27,29,20,-15,1
108,2007-10-03 08:15:00,0,0.12,0,-0.64,0,1,0,0,0,0,1,1,2007,40,2,1,11,-5,-7,10,0,4,9,-1,0,6,-4,-1,10,-6,-2,8,-7,-5,17,-10,17,-8,29,14,-27,0
109,2007-10-03 10:00:00,18,-0.06,0,0.0,0,1,0,0,1,0,0,1,2007,40,2,1,13,-11,-11,13,-16,-7,11,-11,5,16,-19,-9,9,-19,1,10,-21,-2,42,-27,45,-38,18,1,-53,0
110,2007-10-11 08:30:00,31,0.35,0,-1.06,0,0,1,0,1,0,0,1,2007,41,3,1,20,-18,-18,15,-3,10,26,-19,-16,10,-23,-2,11,-26,-4,14,-19,7,31,-23,42,-36,30,6,21,2
111,2007-10-12 10:00:00,28,-0.41,0,-0.26,0,0,0,1,1,0,0,1,2007,41,4,1,14,4,3,22,-7,-12,13,0,7,14,0,3,12,-1,-1,8,-2,0,26,-11,29,-10,48,-28,-13,1
112,2007-10-16 09:00:00,30,-2.31,0,0.03,0,0,0,1,1,0,0,1,2007,42,1,1,33,23,23,13,23,2,16,13,-9,13,15,2,11,11,-4,19,7,-6,34,3,34,5,55,4,-7,1
113,2007-10-17 08:30:00,7,0.04,0,0.0,0,1,0,0,1,0,0,1,2007,42,2,1,20,-2,-2,17,-4,-3,19,5,10,12,4,1,11,6,3,11,10,4,28,9,29,14,32,15,21,2
114,2007-10-24 10:00:00,14,-2.59,0,-1.26,0,0,0,1,1,0,0,1,2007,43,2,1,20,-4,-7,14,-8,-4,13,-15,-5,10,-12,4,10,-6,6,10,-8,-3,36,-20,45,-26,27,4,-26,0
115,2007-10-25 08:30:00,8,-0.22,0,2.0,1,0,0,1,0,1,0,1,2007,43,3,1,13,2,2,24,21,19,24,27,4,12,24,-2,10,24,1,10,27,2,40,22,40,14,22,3,12,1
116,2007-10-25 10:00:00,21,72.65,0,-2.55,1,1,0,0,0,0,1,1,2007,43,3,1,13,-7,-6,12,-2,5,17,6,9,13,-2,-7,14,1,2,11,-4,-6,24,-4,29,-11,27,-15,-15,1
