,datetime,new_id,forecast_error_diff_deviation,forecast_error_diff_outlier_class,previous_error_diff_deviation,previous_error_diff_outlier_class,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,year,week,weekday,num_news,volatility_0_5_after,pips_candle_0_5_after,volatility_5_10_after,pips_candle_5_10_after,volatility_10_15_after,pips_candle_10_15_after,volatility_15_20_after,pips_candle_15_20_after,volatility_20_25_after,pips_candle_20_25_after,volatility_25_30_after,pips_candle_25_30_after,volatility_30_60_after,pips_candle_30_60_after,volatility_60_0_before,pips_agg_60_0_before,pips_candle_max_60_120_after,reaction_max_60_120_after
484,2010-01-12 08:30:00,31,-0.36,0,-0.63,0,0,0,1,1,0,0,1,2010,3,1,1,18,-8,13,6,10,1,18,7,13,-7,20,-12,35,17,40,-6,35,1
485,2010-01-15 08:30:00,7,0.0,0,0.0,0,1,0,0,1,0,0,1,2010,3,4,1,17,0,17,-2,14,4,15,-3,14,4,14,-1,32,24,26,-17,8,0
486,2010-01-15 09:55:00,28,-0.2,0,-0.99,1,0,0,1,0,0,1,1,2010,3,4,1,13,-2,23,-14,17,-10,10,7,10,-1,12,4,19,-4,34,14,19,0
487,2010-01-19 09:00:00,30,2.12,1,-0.54,0,0,1,0,1,0,0,1,2010,4,1,1,21,-10,16,-9,14,9,10,-3,16,11,8,2,25,-10,32,10,20,1
488,2010-01-21 08:30:00,32,-2.32,1,-2.83,0,0,0,1,1,0,0,1,2010,4,3,1,18,9,19,12,12,-5,9,-6,13,2,12,-5,29,20,28,-7,11,0
489,2010-01-21 10:00:00,25,-1.03,0,0.0,0,0,0,1,1,0,0,1,2010,4,3,1,9,6,12,3,10,-5,16,-8,29,-26,18,-13,26,-1,30,15,82,1
490,2010-01-25 10:00:00,14,-2.03,2,0.0,0,0,0,1,1,0,0,1,2010,5,0,1,13,-5,17,-8,10,0,10,3,12,4,14,4,20,-13,23,0,13,0
491,2010-01-26 10:00:00,4,0.49,0,1.23,0,0,1,0,0,1,0,1,2010,5,1,1,13,3,17,10,15,5,14,-3,10,-6,16,-8,27,16,22,-8,32,1
492,2010-01-27 10:00:00,21,-0.59,0,0.96,1,0,0,1,0,1,0,1,2010,5,2,1,15,2,14,8,18,-11,13,-7,11,5,12,4,30,-7,33,9,23,1
493,2010-01-27 14:16:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2010,5,2,1,31,-14,30,-18,14,-9,15,-1,25,19,31,13,47,-19,37,13,26,1
494,2010-01-29 08:30:00,1,1.16,1,-0.96,1,0,1,0,0,0,1,1,2010,5,4,1,35,-18,12,-2,16,8,11,1,16,-9,12,-1,31,-14,37,6,11,0
495,2010-02-01 10:00:00,17,1.5,1,0.0,0,0,1,0,1,0,0,1,2010,6,0,1,26,-19,14,3,11,5,11,1,15,6,13,-11,25,-3,37,8,18,0
496,2010-02-02 10:00:00,24,0.07,0,-3.65,1,0,1,0,0,0,1,1,2010,6,1,1,15,-10,9,-3,17,-8,10,7,10,5,19,7,17,-17,23,15,15,0
497,2010-02-03 08:15:00,0,0.45,0,2.77,1,0,1,0,0,1,0,1,2010,6,2,1,7,-4,11,-6,11,-11,4,2,5,-1,13,-9,24,-6,21,-12,8,0
498,2010-02-03 10:00:00,18,-0.43,0,0.0,0,0,0,1,1,0,0,1,2010,6,2,1,12,-5,11,3,11,-3,17,-7,11,-6,14,-8,23,0,20,1,12,0
499,2010-02-04 08:30:00,32,-0.7,1,-1.63,0,0,0,1,1,0,0,1,2010,6,3,1,14,-1,12,-5,13,-1,20,-5,13,0,19,-11,18,4,14,-6,7,0
500,2010-02-10 08:30:00,31,-1.1,1,0.0,0,0,0,1,1,0,0,1,2010,7,2,1,16,-7,10,3,17,-12,19,-4,12,3,15,2,41,-16,56,-21,10,0
501,2010-02-11 08:30:00,32,0.97,1,-2.45,0,0,1,0,1,0,0,1,2010,7,3,1,18,-7,16,-7,23,-9,14,-4,19,14,11,-4,47,-27,34,2,11,0
502,2010-02-12 09:55:00,28,-0.25,0,1.01,1,0,0,1,0,1,0,1,2010,7,4,1,45,34,27,-18,39,34,14,-8,17,3,20,-13,25,-16,77,0,17,0
503,2010-02-16 09:00:00,30,0.24,0,-0.14,0,0,1,0,1,0,0,1,2010,8,1,1,10,-2,21,-10,14,-3,10,-2,10,-2,11,6,18,7,37,28,58,1
504,2010-02-17 08:30:00,3,-0.27,0,0.0,0,1,0,0,1,0,0,1,2010,8,2,1,15,2,14,-1,14,8,19,-9,10,1,11,9,30,-15,34,-18,9,0
505,2010-02-18 10:00:00,25,0.1,0,0.0,0,0,1,0,1,0,0,1,2010,8,3,1,14,7,16,-8,18,10,13,-8,12,-8,13,-5,25,5,89,50,8,0
506,2010-02-19 08:30:00,7,-3.59,2,0.0,0,0,0,1,1,0,0,1,2010,8,4,1,22,0,26,-14,16,7,16,4,14,6,23,-11,21,-15,38,12,16,0
507,2010-02-23 10:00:00,4,-2.46,1,1.07,0,0,0,1,0,1,0,1,2010,9,1,1,23,-16,26,20,20,-15,16,2,15,-8,12,5,45,31,34,8,16,0
508,2010-02-24 10:00:00,21,-1.13,1,0.36,1,0,0,1,0,1,0,1,2010,9,2,1,50,23,23,-12,22,-8,17,-9,12,-1,12,6,71,45,58,23,2,0
509,2010-02-26 08:30:00,26,0.69,2,-1.57,0,0,1,0,1,0,0,1,2010,9,4,1,21,-9,21,10,13,5,13,8,20,0,8,-2,24,4,46,-26,24,1
510,2010-02-26 10:00:00,14,-1.22,2,-0.82,0,0,0,1,1,0,0,1,2010,9,4,1,28,-22,17,9,14,5,10,4,16,6,16,13,52,36,35,12,38,1
511,2010-03-01 10:00:00,17,-0.58,1,0.0,0,0,0,1,1,0,0,1,2010,10,0,1,21,14,12,7,15,-1,13,-6,35,-25,33,-24,28,3,43,-35,47,1
512,2010-03-03 08:15:00,0,-0.22,0,-5.16,1,1,0,0,0,0,1,1,2010,10,2,1,19,8,15,4,13,8,14,-5,18,-2,15,7,43,-15,48,5,24,1
513,2010-03-03 10:00:00,18,1.46,1,0.0,0,0,1,0,1,0,0,1,2010,10,2,1,24,-13,18,0,12,-4,16,10,17,3,12,3,57,38,32,10,48,1
514,2010-03-04 08:30:00,32,-0.14,0,-1.75,0,1,0,0,1,0,0,1,2010,10,3,1,18,-4,26,11,17,-5,11,3,11,3,20,11,43,-7,34,-16,10,0
515,2010-03-04 10:00:00,24,-1.1,1,-0.91,1,0,0,1,0,0,1,1,2010,10,3,1,14,2,27,-20,11,2,20,-12,17,-4,13,-2,29,30,47,-28,2,0
516,2010-03-12 09:55:00,28,-0.39,0,-0.07,0,0,0,1,1,0,0,1,2010,11,4,1,8,4,23,-13,10,-6,9,4,12,2,10,1,32,19,28,-13,21,1
517,2010-03-15 08:58:00,30,-0.71,0,0.0,0,0,0,1,1,0,0,1,2010,12,0,1,10,-2,10,-4,12,-9,9,3,9,4,10,-1,19,-7,20,-4,12,0
518,2010-03-16 08:30:00,3,0.0,0,0.0,0,1,0,0,1,0,0,1,2010,12,1,1,12,6,9,1,9,-1,9,-4,9,1,10,3,19,-8,25,-1,23,1
519,2010-03-16 14:13:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2010,12,1,1,39,-8,18,12,14,-4,11,-6,23,-15,13,-5,25,23,61,7,16,0
520,2010-03-17 08:30:00,23,-0.59,1,0.0,0,0,0,1,1,0,0,1,2010,12,2,1,10,5,15,-10,17,-12,7,0,11,1,7,0,28,-14,25,-17,20,1
521,2010-03-18 10:00:00,25,0.41,0,0.0,0,0,1,0,1,0,0,1,2010,12,3,1,19,8,10,-6,8,-2,9,-3,10,2,11,-9,25,-6,41,20,4,0
522,2010-03-23 10:00:00,14,-0.02,0,0.0,0,1,0,0,1,0,0,1,2010,13,1,1,16,3,27,21,11,-4,19,14,16,2,16,-10,33,-8,36,-7,19,0
523,2010-03-24 08:30:00,8,0.22,0,2.48,1,0,1,0,0,1,0,1,2010,13,2,1,17,7,21,-14,11,7,12,2,11,0,14,6,24,-2,30,-15,31,1
524,2010-03-24 10:00:00,21,-0.26,0,0.34,1,0,0,1,0,1,0,1,2010,13,2,1,12,-2,14,7,10,3,11,2,9,0,13,-6,17,-14,34,11,14,0
525,2010-03-25 08:30:00,32,0.59,1,-1.2,0,0,1,0,1,0,0,1,2010,13,3,1,16,-4,12,4,10,3,11,-2,12,4,8,-1,26,-17,34,-20,7,0
526,2010-03-30 10:00:00,4,0.47,1,0.72,0,0,1,0,0,1,0,1,2010,14,1,1,16,7,15,-9,11,-10,10,-2,10,3,15,-6,34,-19,41,-31,7,0
527,2010-03-31 08:15:00,0,-5.66,1,-0.15,0,0,0,1,1,0,0,1,2010,14,2,1,25,18,20,14,13,-9,19,-12,11,-1,10,3,24,8,27,4,20,1
528,2010-04-01 08:30:00,32,-0.06,0,-4.24,0,1,0,0,1,0,0,1,2010,14,3,1,15,7,15,7,15,6,11,6,10,-2,11,7,19,0,42,-32,29,1
529,2010-04-01 10:00:00,17,1.28,1,0.0,0,0,1,0,1,0,0,1,2010,14,3,1,28,-12,16,-5,20,12,12,-4,10,-6,10,1,43,27,38,23,48,1
530,2010-04-08 08:30:00,32,-4.29,1,-2.63,0,0,0,1,1,0,0,1,2010,15,3,1,11,-1,13,6,10,-2,14,7,12,0,15,9,28,-12,22,-1,39,1
531,2010-04-13 08:30:00,31,-0.29,0,-0.66,0,0,0,1,1,0,0,1,2010,16,1,1,15,9,9,1,14,7,8,-1,17,11,13,7,24,-15,21,-3,7,0
532,2010-04-15 08:30:00,32,-3.4,1,0.0,1,0,0,1,1,0,0,1,2010,16,3,1,17,-12,8,4,13,8,16,-7,14,9,11,-1,31,4,27,15,13,0
533,2010-04-15 09:00:00,30,0.26,0,-1.48,2,0,1,0,0,0,1,1,2010,16,3,1,15,1,14,-7,12,-7,20,14,9,0,10,5,13,-2,29,11,21,1
534,2010-04-15 10:00:00,25,0.13,0,0.0,0,0,1,0,1,0,0,1,2010,16,3,1,13,0,12,5,19,4,9,-4,9,-3,7,2,20,8,28,2,9,0
535,2010-04-16 08:30:00,3,1.65,1,1.03,2,0,1,0,0,1,0,1,2010,16,4,1,15,-6,14,-7,9,7,15,-3,10,-5,16,-8,24,5,23,7,29,1
536,2010-04-16 09:55:00,28,-1.46,1,1.01,0,0,0,1,0,1,0,1,2010,16,4,1,16,9,14,2,20,14,14,-3,21,9,17,-11,43,-18,26,-8,17,0
537,2010-04-22 10:00:00,14,0.17,0,-0.82,0,0,1,0,1,0,0,1,2010,17,3,1,14,-1,11,-1,15,-5,12,9,15,5,42,14,60,16,58,-25,6,0
538,2010-04-23 08:30:00,8,1.56,1,1.27,1,0,1,0,0,1,0,1,2010,17,4,1,17,2,18,-10,9,-4,19,-9,13,5,13,5,27,-12,45,-13,63,1
539,2010-04-23 10:00:00,21,2.1,1,0.92,1,0,1,0,0,1,0,1,2010,17,4,1,21,-10,11,-1,34,28,16,-4,12,3,11,-7,62,31,54,28,27,1
540,2010-04-27 10:00:00,4,0.89,1,-0.69,1,0,1,0,1,0,0,1,2010,18,1,1,16,0,13,6,11,-8,9,0,14,-1,13,11,55,-15,39,13,17,0
541,2010-04-28 14:14:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2010,18,2,1,20,6,21,10,18,8,14,6,16,10,13,-10,19,14,27,0,19,0
542,2010-04-29 08:30:00,32,-0.27,0,-1.83,0,0,0,1,1,0,0,1,2010,18,3,1,13,3,11,3,11,-7,20,-13,12,4,10,-1,53,-22,21,2,13,0
543,2010-04-30 08:30:00,1,-0.18,0,-0.08,0,0,0,1,0,0,1,1,2010,18,4,1,15,11,11,5,9,0,12,3,10,-6,13,6,20,9,27,-19,5,0
544,2010-05-03 10:00:00,17,0.2,0,0.0,0,0,1,0,1,0,0,1,2010,19,0,1,14,-2,11,-1,9,4,10,-5,12,-7,15,-9,45,-12,23,-3,7,0
545,2010-05-04 10:00:00,24,0.15,0,-0.46,0,0,1,0,1,0,0,1,2010,19,1,1,14,0,10,-2,13,1,16,-9,16,9,11,-2,32,-27,40,-18,14,0
546,2010-05-05 08:15:00,0,-0.11,0,1.65,1,1,0,0,0,1,0,1,2010,19,2,1,19,-10,13,8,19,-15,14,-8,17,-6,13,7,98,-63,34,-11,39,1
547,2010-05-05 10:00:00,18,-0.37,0,0.0,0,0,0,1,1,0,0,1,2010,19,2,1,29,13,11,1,12,-5,17,11,15,2,18,-11,34,5,66,0,41,1
548,2010-05-06 08:30:00,32,-0.16,0,-1.98,0,1,0,0,1,0,0,1,2010,19,3,1,21,-12,19,12,15,-4,18,7,19,-7,24,-20,42,5,55,-19,52,1
549,2010-05-12 08:30:00,31,-0.11,0,-0.63,0,1,0,0,1,0,0,1,2010,20,2,1,14,-5,14,-6,13,5,14,7,10,1,11,-4,29,-8,26,2,45,1
550,2010-05-13 08:30:00,32,-0.22,0,-2.64,0,1,0,0,1,0,0,1,2010,20,3,1,15,-10,14,2,25,-21,21,16,10,2,17,-10,28,-10,41,-26,32,1
551,2010-05-14 09:55:00,28,-0.06,0,2.51,1,1,0,0,0,1,0,1,2010,20,4,1,15,-10,23,-12,20,5,14,13,21,-5,19,6,32,-17,83,-63,9,0
552,2010-05-17 09:00:00,30,1.81,1,0.0,0,0,1,0,1,0,0,1,2010,21,0,1,23,18,13,-2,16,-3,19,11,31,20,16,-9,52,-10,35,-16,20,1
553,2010-05-20 08:30:00,32,-1.75,1,-1.22,0,0,0,1,1,0,0,1,2010,21,3,1,15,-4,35,22,17,7,14,-6,29,24,23,-10,37,-1,43,-2,7,0
554,2010-05-20 10:00:00,25,-0.2,0,0.0,0,0,0,1,1,0,0,1,2010,21,3,1,21,7,17,0,29,-22,22,14,32,-23,31,9,35,4,57,-29,39,1
555,2010-05-24 10:00:00,14,0.45,1,-1.01,0,0,1,0,1,0,0,1,2010,22,0,1,31,-15,27,20,16,6,13,1,18,-15,15,0,29,6,51,-19,33,1
556,2010-05-25 10:00:00,4,0.8,1,-0.42,1,0,1,0,1,0,0,1,2010,22,1,1,28,25,23,-9,14,-3,20,-5,15,4,15,-5,27,13,75,41,38,1
557,2010-05-26 08:30:00,8,-1.09,1,3.18,1,0,0,1,0,1,0,1,2010,22,2,1,15,-8,16,-11,13,1,23,-20,23,-10,20,11,28,5,32,-9,16,0
558,2010-05-26 10:00:00,21,1.24,1,1.49,1,0,1,0,0,1,0,1,2010,22,2,1,17,-5,34,-26,15,2,15,5,15,-9,9,-1,44,-34,41,-5,20,1
559,2010-06-01 10:00:00,17,0.24,0,0.0,0,0,1,0,1,0,0,1,2010,23,1,1,27,16,15,5,14,1,19,15,44,26,63,39,77,-47,64,34,22,1
560,2010-06-02 10:00:00,24,0.12,0,8.22,2,0,1,0,0,1,0,1,2010,23,2,1,20,7,16,1,19,1,14,3,9,2,15,-7,29,2,41,12,17,0
561,2010-06-03 08:15:00,0,-0.46,0,1.06,1,0,0,1,0,1,0,1,2010,23,3,1,17,-11,10,-1,14,-2,19,-4,12,-2,10,-1,25,-4,43,19,6,0
562,2010-06-03 08:30:00,32,-0.17,0,-4.24,0,1,0,0,1,0,0,1,2010,23,3,1,19,-4,12,-2,10,-1,16,10,11,2,11,-1,22,-15,31,10,9,0
563,2010-06-03 10:00:00,18,-0.24,0,0.0,0,1,0,0,1,0,0,1,2010,23,3,1,36,-27,14,1,16,-10,22,-7,12,-5,13,-5,22,6,46,-10,8,0
564,2010-06-11 09:55:00,28,0.41,0,-0.21,0,0,1,0,1,0,0,1,2010,24,4,1,27,14,19,-6,24,8,20,-7,14,1,15,-6,22,-15,49,21,8,0
565,2010-06-15 09:00:00,30,0.1,0,0.0,0,0,1,0,1,0,0,1,2010,25,1,1,21,14,11,1,14,8,18,1,13,-4,12,2,16,-1,46,15,30,1
566,2010-06-17 10:00:00,25,-8.15,1,0.0,0,0,0,1,1,0,0,1,2010,25,3,1,19,-8,27,13,24,-12,18,-5,11,0,16,-5,44,-24,39,14,25,1
567,2010-06-22 10:00:00,14,-1.66,2,-1.02,0,0,0,1,1,0,0,1,2010,26,1,1,16,-11,13,3,9,5,21,-13,12,0,15,-2,25,6,28,-1,43,1
568,2010-06-23 10:00:00,21,-2.01,1,-6.4,2,0,0,1,0,0,1,1,2010,26,2,1,28,-20,11,0,15,12,14,6,10,2,11,-7,17,-1,78,-50,6,0
569,2010-06-23 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2010,26,2,1,17,3,17,-8,29,24,29,21,24,6,11,-7,20,-2,41,29,10,0
570,2010-06-29 10:00:00,4,-1.77,1,-1.38,1,0,0,1,0,0,1,1,2010,27,1,1,28,-23,13,-3,13,7,20,-9,15,9,15,-5,29,19,53,-18,10,0
571,2010-06-30 08:15:00,0,-1.64,0,-0.06,0,0,0,1,1,0,0,1,2010,27,2,1,20,-12,15,3,13,5,9,0,13,4,8,2,42,-18,38,-16,45,1
572,2010-07-01 08:30:00,32,-2.57,1,-1.63,0,0,0,1,1,0,0,1,2010,27,3,1,14,-6,23,11,6,-2,39,26,14,-4,12,-2,17,6,60,51,54,1
573,2010-07-06 10:00:00,18,-1.06,1,0.0,0,0,0,1,1,0,0,1,2010,28,1,1,51,40,18,-3,23,14,16,-6,16,-9,17,9,35,16,61,-6,17,0
574,2010-07-08 08:30:00,32,0.86,0,-2.02,0,0,1,0,1,0,0,1,2010,28,3,1,14,7,19,10,14,1,12,-5,19,13,12,2,21,8,33,11,14,0
575,2010-07-13 08:30:00,31,-1.05,1,0.0,0,0,0,1,1,0,0,1,2010,29,1,1,13,10,13,7,11,7,12,7,9,-2,28,16,25,7,25,-19,46,1
576,2010-07-15 10:00:00,25,-0.84,1,0.0,0,0,0,1,1,0,0,1,2010,29,3,1,16,7,32,-24,18,5,12,-1,14,3,12,4,35,40,36,15,11,0
577,2010-07-16 08:30:00,7,0.82,1,0.0,0,0,1,0,1,0,0,1,2010,29,4,1,15,-5,10,0,15,3,13,-11,11,-5,8,-2,28,2,28,15,11,0
578,2010-07-16 09:00:00,30,-0.07,0,-0.83,1,0,0,1,1,0,0,1,2010,29,4,1,16,-8,9,-1,17,-9,17,13,13,3,14,-9,31,-27,39,-17,17,0
579,2010-07-16 09:55:00,28,-3.38,1,-0.4,0,0,0,1,1,0,0,1,2010,29,4,1,15,-7,20,-15,24,-4,11,1,18,10,15,-2,26,1,31,-11,4,0
580,2010-07-20 08:30:00,3,-0.38,0,0.0,0,1,0,0,1,0,0,1,2010,30,1,1,15,6,13,7,10,2,15,8,13,-5,13,5,29,6,62,-47,23,1
581,2010-07-22 08:30:00,32,-0.91,1,-2.24,0,0,0,1,1,0,0,1,2010,30,3,1,14,-5,14,-5,13,6,10,-2,8,3,11,2,32,-21,33,1,86,1
582,2010-07-22 10:00:00,14,0.61,1,0.0,0,0,1,0,1,0,0,1,2010,30,3,1,15,0,18,-8,13,5,40,26,10,-2,9,3,18,-9,62,26,18,0
583,2010-07-26 10:00:00,21,0.15,0,-0.99,1,0,1,0,0,0,1,1,2010,31,0,1,12,5,13,0,9,4,12,-5,11,-1,11,3,25,1,27,15,51,1
584,2010-07-27 10:00:00,4,-0.12,0,2.86,1,0,0,1,0,1,0,1,2010,31,1,1,16,6,29,-25,20,-8,14,8,15,8,15,3,22,0,29,1,6,0
585,2010-07-28 08:30:00,8,-0.78,1,0.43,0,0,0,1,0,1,0,1,2010,31,2,1,18,9,8,0,10,-6,17,-12,10,4,13,6,18,10,28,-14,28,1
586,2010-07-29 08:30:00,32,0.0,0,-4.0,0,1,0,0,1,0,0,1,2010,31,3,1,15,2,15,8,9,-2,8,0,10,4,13,9,14,9,23,-9,14,0
587,2010-07-30 08:30:00,1,-0.11,0,-0.39,1,0,0,1,0,0,1,1,2010,31,4,1,23,11,13,3,14,-5,16,-10,21,-15,13,4,36,-14,37,16,22,1
588,2010-08-02 10:00:00,17,0.65,0,0.0,0,0,1,0,1,0,0,1,2010,32,0,1,14,-7,28,20,15,5,11,1,11,-6,9,3,24,19,39,18,11,0
589,2010-08-03 10:00:00,24,-0.26,1,-0.12,0,0,0,1,1,0,0,1,2010,32,1,1,14,2,17,-7,13,-11,12,4,12,2,8,-3,38,23,37,-27,15,0
590,2010-08-04 08:15:00,0,-0.15,0,-0.19,0,1,0,0,1,0,0,1,2010,32,2,1,11,-2,14,6,9,-1,8,-6,19,-12,11,0,20,6,29,-14,14,0
591,2010-08-04 10:00:00,18,0.79,0,0.0,0,0,1,0,1,0,0,1,2010,32,2,1,23,-20,20,-13,19,-10,13,-9,15,7,11,-2,37,-2,30,12,21,1
592,2010-08-05 08:30:00,32,-1.49,1,-3.0,0,0,0,1,1,0,0,1,2010,32,3,1,36,26,17,5,18,8,14,-7,18,-7,12,-1,44,-41,42,-9,19,0
593,2010-08-10 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2010,33,1,1,67,57,33,21,20,7,28,14,24,-18,16,7,43,-30,84,3,15,0
594,2010-08-11 08:30:00,31,-3.27,1,-1.98,0,0,0,1,1,0,0,1,2010,33,2,1,14,9,16,-11,15,-7,10,0,13,-5,23,-16,55,-35,34,19,16,0
595,2010-08-12 08:30:00,32,-1.13,1,-3.59,0,0,0,1,1,0,0,1,2010,33,3,1,14,0,11,-5,31,-18,20,12,22,14,13,-4,34,32,44,4,14,0
596,2010-08-13 09:55:00,28,-0.06,0,0.97,0,1,0,0,0,1,0,1,2010,33,4,1,16,9,20,-11,12,5,12,-7,12,2,38,-37,21,-5,30,-1,12,0
597,2010-08-16 09:00:00,30,0.18,0,-0.06,0,0,1,0,1,0,0,1,2010,34,0,1,13,-5,25,20,13,1,21,-12,25,-15,25,-19,19,3,51,33,38,1
598,2010-08-19 08:30:00,32,-1.28,1,-4.78,0,0,0,1,1,0,0,1,2010,34,3,1,29,9,24,12,26,14,13,3,15,-3,22,11,31,-25,30,-13,28,1
599,2010-08-19 10:00:00,25,-2.48,1,0.0,0,0,0,1,1,0,0,1,2010,34,3,1,28,-4,19,-16,20,12,15,11,15,-1,15,-5,27,-10,37,-18,17,0
600,2010-08-24 10:00:00,14,-3.0,2,-1.11,3,0,0,1,0,0,1,1,2010,35,1,1,55,34,21,3,29,14,20,9,20,10,23,-5,27,-5,68,28,12,0
601,2010-08-25 08:30:00,8,-3.08,1,1.01,1,0,0,1,0,1,0,1,2010,35,2,1,25,13,25,14,18,-9,19,3,16,-7,14,-3,23,-8,32,6,36,1
602,2010-08-25 10:00:00,21,-0.67,1,-0.42,0,0,0,1,0,0,1,1,2010,35,2,1,25,-5,15,7,13,5,23,-15,12,-1,17,-12,27,-14,48,12,34,1
603,2010-08-26 08:30:00,32,1.6,1,-4.78,0,0,1,0,1,0,0,1,2010,35,3,1,21,-6,24,-20,13,6,10,5,14,-3,17,12,33,22,29,2,53,1
604,2010-08-27 08:30:00,26,0.27,1,-0.32,0,0,1,0,1,0,0,1,2010,35,4,1,23,-12,19,17,26,11,14,-1,15,-7,14,6,16,0,26,-1,22,1
605,2010-08-31 10:00:00,4,0.47,0,0.77,0,0,1,0,0,1,0,1,2010,36,1,1,15,1,12,5,18,10,20,-11,14,-9,11,8,34,-5,26,-9,7,0
606,2010-09-01 08:15:00,0,-1.1,0,-0.22,0,0,0,1,1,0,0,1,2010,36,2,1,15,-8,40,30,17,8,14,-2,12,0,10,1,29,-5,29,-5,16,0
607,2010-09-01 10:00:00,17,1.59,1,0.0,0,0,1,0,1,0,0,1,2010,36,2,1,34,-18,16,0,18,8,16,-9,16,-11,11,-5,22,-21,35,6,16,0
608,2010-09-02 08:30:00,32,-0.24,0,-9.13,1,1,0,0,0,0,1,1,2010,36,3,1,17,0,17,1,35,24,16,0,11,-5,17,-13,26,3,35,-17,7,0
609,2010-09-02 10:00:00,24,0.55,1,-0.23,1,0,1,0,0,0,1,1,2010,36,3,1,19,-6,15,-2,13,8,9,-2,10,1,11,5,28,13,33,-1,3,0
610,2010-09-03 10:00:00,18,-1.85,1,0.0,0,0,0,1,1,0,0,1,2010,36,4,1,25,14,19,-9,15,-5,15,-2,15,4,12,-9,22,-3,52,25,29,1
611,2010-09-16 09:00:00,30,0.61,1,0.0,0,0,1,0,1,0,0,1,2010,38,3,1,18,11,9,-1,7,1,11,6,19,10,10,2,39,4,51,-28,31,1
612,2010-09-16 10:00:00,25,-0.23,0,0.0,0,0,0,1,1,0,0,1,2010,38,3,1,30,19,19,11,16,4,15,-5,22,18,14,-6,22,2,43,-9,4,0
613,2010-09-17 08:30:00,7,-1.2,0,0.0,0,0,0,1,1,0,0,1,2010,38,4,1,24,2,16,3,9,3,18,-14,17,-6,9,3,45,21,50,-20,23,1
614,2010-09-17 09:55:00,28,-0.96,0,-0.54,1,0,0,1,0,0,1,1,2010,38,4,1,22,-3,27,-15,14,-1,15,4,13,-2,15,-8,43,-7,59,18,15,0
615,2010-09-21 08:30:00,3,-0.19,0,-0.66,0,1,0,0,1,0,0,1,2010,39,1,1,19,0,16,7,9,1,11,-3,14,-2,10,4,22,15,35,-19,6,0
616,2010-09-21 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2010,39,1,1,71,67,19,4,27,3,41,34,19,5,42,23,27,3,81,-1,6,0
617,2010-09-23 08:30:00,32,-0.82,0,-2.02,0,0,0,1,1,0,0,1,2010,39,3,1,20,7,21,10,12,3,12,3,9,-7,11,8,37,1,30,7,7,0
618,2010-09-23 10:00:00,14,-0.04,0,-0.22,0,1,0,0,1,0,0,1,2010,39,3,1,17,0,16,4,16,-5,20,15,9,-4,19,14,35,-22,75,-44,31,1
619,2010-09-24 08:30:00,8,0.47,0,1.4,1,0,1,0,0,1,0,1,2010,39,4,1,30,18,27,14,20,3,13,-6,11,-2,18,13,28,3,30,-3,30,1
620,2010-09-24 10:00:00,21,-0.04,0,0.34,1,0,0,1,0,1,0,1,2010,39,4,1,23,1,22,4,24,-7,18,5,9,1,13,2,29,26,35,18,7,0
621,2010-09-28 10:00:00,4,-0.67,0,-0.38,1,0,0,1,1,0,0,1,2010,40,1,1,44,22,19,0,20,1,12,-3,42,34,23,5,30,4,68,-19,35,1
622,2010-09-30 08:30:00,32,0.35,0,-2.53,0,0,1,0,1,0,0,1,2010,40,3,1,21,-9,20,-5,12,10,14,2,15,12,20,6,31,-12,53,26,5,0
623,2010-10-01 10:00:00,17,-0.1,0,0.0,0,1,0,0,1,0,0,1,2010,40,4,1,34,1,34,14,20,11,15,6,17,-15,12,-9,19,2,35,11,20,1
624,2010-10-04 10:00:00,24,0.13,0,-0.82,1,0,1,0,0,0,1,1,2010,41,0,1,20,-7,22,11,19,-6,12,4,10,-4,8,2,29,-15,37,12,16,0
625,2010-10-05 10:00:00,18,0.92,0,0.0,0,0,1,0,1,0,0,1,2010,41,1,1,31,-14,17,7,17,3,12,1,14,-4,25,17,47,26,39,5,9,0
626,2010-10-06 08:15:00,0,-3.35,1,0.86,1,0,0,1,0,1,0,1,2010,41,2,1,24,16,18,-12,19,-4,13,3,10,-4,11,-4,39,33,77,50,15,0
627,2010-10-07 08:30:00,32,0.68,0,-1.9,0,0,1,0,1,0,0,1,2010,41,3,1,19,-11,20,14,13,8,12,0,21,13,23,14,39,-38,35,-10,22,1
628,2010-10-15 09:55:00,28,-0.26,0,1.09,1,0,0,1,0,1,0,1,2010,42,4,1,17,-8,42,-25,32,20,28,-10,34,-20,15,4,41,-10,67,-42,37,1
629,2010-10-18 09:00:00,30,2.15,1,0.0,0,0,1,0,1,0,0,1,2010,43,0,1,20,7,14,-7,12,0,17,11,11,-1,13,7,43,16,48,31,29,1
630,2010-10-19 08:30:00,3,-1.39,0,0.0,0,0,0,1,1,0,0,1,2010,43,1,1,19,-3,16,1,10,-2,23,-13,16,-6,11,1,55,-27,49,-21,32,1
