,model_type,model,direction,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_below_TH,recall_below_TH,precision_above_TH,recall_above_TH,support_below_TH,support_above_TH,report,elapsed_time
0,clf,kn,max,basic,ALL_NO_1_1_1,0_120,included,basic,0.75,{'n_neighbors': 71},0.73,0.67,0.73,1.00,0.50,0.00,947.00,345.00,"{'0': {'precision': 0.7333333333333333, 'recall': 0.9989440337909187, 'f1-score': 0.8457755923111309, 'support': 947}, '1': {'precision': 0.5, 'recall': 0.002898550724637681, 'f1-score': 0.005763688760806917, 'support': 345}, 'micro avg': {'precision': 0.7329721362229102, 'recall': 0.7329721362229102, 'f1-score': 0.7329721362229102, 'support': 1292}, 'macro avg': {'precision': 0.6166666666666667, 'recall': 0.5009212922577782, 'f1-score': 0.4257696405359689, 'support': 1292}, 'weighted avg': {'precision': 0.6710268317853456, 'recall': 0.7329721362229102, 'f1-score': 0.621469008158761, 'support': 1292}}",0.57
1,clf,svc-rbf,max,basic,ALL_NO_1_1_1,0_120,included,basic,0.75,"{'C': 1, 'gamma': 1}",0.73,0.54,0.73,1.00,0.00,0.00,947.00,345.00,"{'0': {'precision': 0.7329721362229102, 'recall': 1.0, 'f1-score': 0.8459133541759715, 'support': 947}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 345}, 'micro avg': {'precision': 0.7329721362229102, 'recall': 0.7329721362229102, 'f1-score': 0.7329721362229102, 'support': 1292}, 'macro avg': {'precision': 0.3664860681114551, 'recall': 0.5, 'f1-score': 0.42295667708798573, 'support': 1292}, 'weighted avg': {'precision': 0.5372481524791765, 'recall': 0.7329721362229102, 'f1-score': 0.620030918269849, 'support': 1292}}",7.81
2,clf,dtree,max,basic,ALL_NO_1_1_1,0_120,included,basic,0.75,"{'max_depth': 4, 'min_samples_leaf': 250}",0.73,0.68,0.74,0.97,0.50,0.09,947.00,345.00,"{'0': {'precision': 0.7443181818181818, 'recall': 0.9683210137275607, 'f1-score': 0.8416704910509407, 'support': 947}, '1': {'precision': 0.5, 'recall': 0.08695652173913043, 'f1-score': 0.14814814814814817, 'support': 345}, 'micro avg': {'precision': 0.7329721362229102, 'recall': 0.7329721362229102, 'f1-score': 0.7329721362229102, 'support': 1292}, 'macro avg': {'precision': 0.6221590909090908, 'recall': 0.5276387677333456, 'f1-score': 0.49490931959954443, 'support': 1292}, 'weighted avg': {'precision': 0.6790784196453701, 'recall': 0.7329721362229102, 'f1-score': 0.6564807013439257, 'support': 1292}}",0.49
3,clf,rforest,max,basic,ALL_NO_1_1_1,0_120,included,basic,0.76,"{'max_depth': 7, 'min_samples_leaf': 30, 'n_estimators': 10}",0.73,0.67,0.73,0.99,0.50,0.01,947.00,345.00,"{'0': {'precision': 0.734789391575663, 'recall': 0.9947201689545935, 'f1-score': 0.845222072678331, 'support': 947}, '1': {'precision': 0.5, 'recall': 0.014492753623188406, 'f1-score': 0.028169014084507046, 'support': 345}, 'micro avg': {'precision': 0.7329721362229102, 'recall': 0.7329721362229102, 'f1-score': 0.7329721362229102, 'support': 1292}, 'macro avg': {'precision': 0.6173946957878316, 'recall': 0.504606461288891, 'f1-score': 0.436695543381419, 'support': 1292}, 'weighted avg': {'precision': 0.6720940819056911, 'recall': 0.7329721362229102, 'f1-score': 0.6270461398494849, 'support': 1292}}",25.01
4,clf,xgb,max,basic,ALL_NO_1_1_1,0_120,included,basic,0.75,{'n_estimators': 10},0.73,0.54,0.73,1.00,0.00,0.00,947.00,345.00,"{'0': {'precision': 0.7329721362229102, 'recall': 1.0, 'f1-score': 0.8459133541759715, 'support': 947}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 345}, 'micro avg': {'precision': 0.7329721362229102, 'recall': 0.7329721362229102, 'f1-score': 0.7329721362229102, 'support': 1292}, 'macro avg': {'precision': 0.3664860681114551, 'recall': 0.5, 'f1-score': 0.42295667708798573, 'support': 1292}, 'weighted avg': {'precision': 0.5372481524791765, 'recall': 0.7329721362229102, 'f1-score': 0.620030918269849, 'support': 1292}}",0.29
5,clf,gboosting,max,basic,ALL_NO_1_1_1,0_120,included,basic,0.75,{'n_estimators': 10},0.73,0.54,0.73,1.00,0.00,0.00,947.00,345.00,"{'0': {'precision': 0.7329721362229102, 'recall': 1.0, 'f1-score': 0.8459133541759715, 'support': 947}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 345}, 'micro avg': {'precision': 0.7329721362229102, 'recall': 0.7329721362229102, 'f1-score': 0.7329721362229102, 'support': 1292}, 'macro avg': {'precision': 0.3664860681114551, 'recall': 0.5, 'f1-score': 0.42295667708798573, 'support': 1292}, 'weighted avg': {'precision': 0.5372481524791765, 'recall': 0.7329721362229102, 'f1-score': 0.620030918269849, 'support': 1292}}",0.71
6,clf,ada,max,basic,ALL_NO_1_1_1,0_120,included,basic,0.74,{'n_estimators': 100},0.75,0.72,0.75,0.97,0.63,0.13,947.00,345.00,"{'0': {'precision': 0.7542997542997543, 'recall': 0.9725448785638859, 'f1-score': 0.8496309963099631, 'support': 947}, '1': {'precision': 0.6338028169014085, 'recall': 0.13043478260869565, 'f1-score': 0.21634615384615383, 'support': 345}, 'micro avg': {'precision': 0.7476780185758514, 'recall': 0.7476780185758514, 'f1-score': 0.7476780185758514, 'support': 1292}, 'macro avg': {'precision': 0.6940512856005814, 'recall': 0.5514898305862908, 'f1-score': 0.5329885750780584, 'support': 1292}, 'weighted avg': {'precision': 0.7221237145145923, 'recall': 0.7476780185758514, 'f1-score': 0.6805262976644413, 'support': 1292}}",0.83
0,reg,kn,max,basic,ALL_NO_1_1_1,0_120,included,basic,23.82,{'n_neighbors': 81},,,,,,,,,23.68,2.85
1,reg,svr-rbf,max,basic,ALL_NO_1_1_1,0_120,included,basic,25.51,"{'C': 5, 'gamma': 4}",,,,,,,,,25.81,7.14
2,reg,dtree,max,basic,ALL_NO_1_1_1,0_120,included,basic,23.45,"{'max_depth': 4, 'min_samples_leaf': 20}",,,,,,,,,23.29,0.48
