,model_type,model,direction,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_below_TH,recall_below_TH,precision_above_TH,recall_above_TH,support_below_TH,support_above_TH,report,elapsed_time
3,reg,rforest,max,basic,ALL_NO_1_1_1,30_180,included,basic,21.74,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 100}",,,,,,,,,21.71,68.10
4,reg,xgb,max,basic,ALL_NO_1_1_1,30_180,included,basic,21.85,{'n_estimators': 50},,,,,,,,,21.55,0.43
5,reg,gboosting,max,basic,ALL_NO_1_1_1,30_180,included,basic,21.86,{'n_estimators': 50},,,,,,,,,21.66,0.98
6,reg,ada,max,basic,ALL_NO_1_1_1,30_180,included,basic,24.45,{'n_estimators': 10},,,,,,,,,24.44,1.38
0,clf,kn,min,basic,ALL_NO_1_1_1,30_180,included,basic,0.76,{'n_neighbors': 51},0.78,0.76,0.78,1.00,0.69,0.03,998.00,294.00,"{'0': {'precision': 0.7771696637998436, 'recall': 0.9959919839679359, 'f1-score': 0.873078612209047, 'support': 998}, '1': {'precision': 0.6923076923076923, 'recall': 0.030612244897959183, 'f1-score': 0.05863192182410423, 'support': 294}, 'micro avg': {'precision': 0.7763157894736842, 'recall': 0.7763157894736842, 'f1-score': 0.7763157894736842, 'support': 1292}, 'macro avg': {'precision': 0.7347386780537679, 'recall': 0.5133021144329475, 'f1-score': 0.46585526701657565, 'support': 1292}, 'weighted avg': {'precision': 0.757858967500546, 'recall': 0.7763157894736842, 'f1-score': 0.6877478637777985, 'support': 1292}}",6.84
1,clf,svc-rbf,min,basic,ALL_NO_1_1_1,30_180,included,basic,0.76,"{'C': 1, 'gamma': 1}",0.77,0.60,0.77,1.00,0.00,0.00,998.00,294.00,"{'0': {'precision': 0.7724458204334366, 'recall': 1.0, 'f1-score': 0.8716157205240175, 'support': 998}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 294}, 'micro avg': {'precision': 0.7724458204334366, 'recall': 0.7724458204334366, 'f1-score': 0.7724458204334366, 'support': 1292}, 'macro avg': {'precision': 0.3862229102167183, 'recall': 0.5, 'f1-score': 0.43580786026200874, 'support': 1292}, 'weighted avg': {'precision': 0.596672545505085, 'recall': 0.7724458204334366, 'f1-score': 0.6732759203428555, 'support': 1292}}",9.62
2,clf,dtree,min,basic,ALL_NO_1_1_1,30_180,included,basic,0.76,"{'max_depth': 4, 'min_samples_leaf': 150}",0.76,0.71,0.79,0.96,0.43,0.11,998.00,294.00,"{'0': {'precision': 0.7853618421052632, 'recall': 0.9569138276553106, 'f1-score': 0.8626919602529358, 'support': 998}, '1': {'precision': 0.4342105263157895, 'recall': 0.11224489795918367, 'f1-score': 0.1783783783783784, 'support': 294}, 'micro avg': {'precision': 0.7647058823529411, 'recall': 0.7647058823529411, 'f1-score': 0.7647058823529412, 'support': 1292}, 'macro avg': {'precision': 0.6097861842105263, 'recall': 0.5345793628072472, 'f1-score': 0.5205351693156571, 'support': 1292}, 'weighted avg': {'precision': 0.7054558925370702, 'recall': 0.7647058823529411, 'f1-score': 0.7069735445632145, 'support': 1292}}",0.72
3,clf,rforest,min,basic,ALL_NO_1_1_1,30_180,included,basic,0.77,"{'max_depth': 7, 'min_samples_leaf': 20, 'n_estimators': 200}",0.77,0.70,0.78,0.97,0.42,0.07,998.00,294.00,"{'0': {'precision': 0.7804681194511703, 'recall': 0.968937875751503, 'f1-score': 0.8645507375949933, 'support': 998}, '1': {'precision': 0.41509433962264153, 'recall': 0.07482993197278912, 'f1-score': 0.12680115273775217, 'support': 294}, 'micro avg': {'precision': 0.7654798761609907, 'recall': 0.7654798761609907, 'f1-score': 0.7654798761609908, 'support': 1292}, 'macro avg': {'precision': 0.5977812295369059, 'recall': 0.5218839038621461, 'f1-score': 0.49567594516637276, 'support': 1292}, 'weighted avg': {'precision': 0.6973257887471553, 'recall': 0.7654798761609907, 'f1-score': 0.696672736087231, 'support': 1292}}",27.24
4,clf,xgb,min,basic,ALL_NO_1_1_1,30_180,included,basic,0.76,{'n_estimators': 100},0.77,0.72,0.79,0.95,0.47,0.16,998.00,294.00,"{'0': {'precision': 0.7932773109243697, 'recall': 0.9458917835671342, 'f1-score': 0.8628884826325411, 'support': 998}, '1': {'precision': 0.47058823529411764, 'recall': 0.16326530612244897, 'f1-score': 0.24242424242424243, 'support': 294}, 'micro avg': {'precision': 0.7678018575851393, 'recall': 0.7678018575851393, 'f1-score': 0.7678018575851393, 'support': 1292}, 'macro avg': {'precision': 0.6319327731092437, 'recall': 0.5545785448447916, 'f1-score': 0.5526563625283918, 'support': 1292}, 'weighted avg': {'precision': 0.719848063064235, 'recall': 0.7678018575851393, 'f1-score': 0.7216992515015506, 'support': 1292}}",0.47
5,clf,gboosting,min,basic,ALL_NO_1_1_1,30_180,included,basic,0.76,{'n_estimators': 200},0.77,0.73,0.80,0.93,0.49,0.23,998.00,294.00,"{'0': {'precision': 0.8036332179930796, 'recall': 0.9308617234468938, 'f1-score': 0.8625812441968432, 'support': 998}, '1': {'precision': 0.49264705882352944, 'recall': 0.22789115646258504, 'f1-score': 0.3116279069767442, 'support': 294}, 'micro avg': {'precision': 0.7708978328173375, 'recall': 0.7708978328173375, 'f1-score': 0.7708978328173375, 'support': 1292}, 'macro avg': {'precision': 0.6481401384083045, 'recall': 0.5793764399547394, 'f1-score': 0.5871045755867937, 'support': 1292}, 'weighted avg': {'precision': 0.7328670176866959, 'recall': 0.7708978328173375, 'f1-score': 0.7372095095662635, 'support': 1292}}",1.19
6,clf,ada,min,basic,ALL_NO_1_1_1,30_180,included,basic,0.76,{'n_estimators': 100},0.76,0.71,0.79,0.92,0.42,0.19,998.00,294.00,"{'0': {'precision': 0.7939655172413793, 'recall': 0.9228456913827655, 'f1-score': 0.8535681186283596, 'support': 998}, '1': {'precision': 0.4166666666666667, 'recall': 0.1870748299319728, 'f1-score': 0.25821596244131456, 'support': 294}, 'micro avg': {'precision': 0.7554179566563467, 'recall': 0.7554179566563467, 'f1-score': 0.7554179566563468, 'support': 1292}, 'macro avg': {'precision': 0.605316091954023, 'recall': 0.5549602606573691, 'f1-score': 0.5558920405348371, 'support': 1292}, 'weighted avg': {'precision': 0.7081095868474432, 'recall': 0.7554179566563467, 'f1-score': 0.718093247174032, 'support': 1292}}",1.11
0,reg,kn,min,basic,ALL_NO_1_1_1,30_180,included,basic,21.77,{'n_neighbors': 51},,,,,,,,,19.43,7.43
1,reg,svr-rbf,min,basic,ALL_NO_1_1_1,30_180,included,basic,24.08,"{'C': 5, 'gamma': 1}",,,,,,,,,21.47,9.24
2,reg,dtree,min,basic,ALL_NO_1_1_1,30_180,included,basic,21.38,"{'max_depth': 5, 'min_samples_leaf': 100}",,,,,,,,,19.62,0.71
3,reg,rforest,min,basic,ALL_NO_1_1_1,30_180,included,basic,20.90,"{'max_depth': 7, 'min_samples_leaf': 20, 'n_estimators': 200}",,,,,,,,,18.92,66.89
4,reg,xgb,min,basic,ALL_NO_1_1_1,30_180,included,basic,20.97,{'n_estimators': 100},,,,,,,,,19.27,0.45
5,reg,gboosting,min,basic,ALL_NO_1_1_1,30_180,included,basic,21.04,{'n_estimators': 50},,,,,,,,,19.16,0.87
6,reg,ada,min,basic,ALL_NO_1_1_1,30_180,included,basic,22.89,{'n_estimators': 10},,,,,,,,,21.48,1.13
0,clf,kn,max,all,ALL_NO_1_1_1,30_180,included,basic,0.75,{'n_neighbors': 51},0.74,0.65,0.74,0.99,0.42,0.01,952.00,340.00,"{'0': {'precision': 0.73828125, 'recall': 0.9926470588235294, 'f1-score': 0.8467741935483871, 'support': 952}, '1': {'precision': 0.4166666666666667, 'recall': 0.014705882352941176, 'f1-score': 0.028409090909090908, 'support': 340}, 'micro avg': {'precision': 0.7352941176470589, 'recall': 0.7352941176470589, 'f1-score': 0.735294117647059, 'support': 1292}, 'macro avg': {'precision': 0.5774739583333334, 'recall': 0.5036764705882353, 'f1-score': 0.43759164222873903, 'support': 1292}, 'weighted avg': {'precision': 0.6536458333333334, 'recall': 0.7352941176470589, 'f1-score': 0.6314149560117301, 'support': 1292}}",6.58
1,clf,svc-rbf,max,all,ALL_NO_1_1_1,30_180,included,basic,0.75,"{'C': 1, 'gamma': 1}",0.74,0.54,0.74,1.00,0.00,0.00,952.00,340.00,"{'0': {'precision': 0.7368421052631579, 'recall': 1.0, 'f1-score': 0.8484848484848484, 'support': 952}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 340}, 'micro avg': {'precision': 0.7368421052631579, 'recall': 0.7368421052631579, 'f1-score': 0.7368421052631579, 'support': 1292}, 'macro avg': {'precision': 0.3684210526315789, 'recall': 0.5, 'f1-score': 0.4242424242424242, 'support': 1292}, 'weighted avg': {'precision': 0.5429362880886426, 'recall': 0.7368421052631579, 'f1-score': 0.6251993620414672, 'support': 1292}}",10.01
2,clf,dtree,max,all,ALL_NO_1_1_1,30_180,included,basic,0.75,"{'max_depth': 3, 'min_samples_leaf': 30}",0.74,0.72,0.74,0.99,0.67,0.04,952.00,340.00,"{'0': {'precision': 0.7425431711145997, 'recall': 0.9936974789915967, 'f1-score': 0.8499550763701706, 'support': 952}, '1': {'precision': 0.6666666666666666, 'recall': 0.03529411764705882, 'f1-score': 0.0670391061452514, 'support': 340}, 'micro avg': {'precision': 0.7414860681114551, 'recall': 0.7414860681114551, 'f1-score': 0.7414860681114552, 'support': 1292}, 'macro avg': {'precision': 0.7046049188906331, 'recall': 0.5144957983193278, 'f1-score': 0.45849709125771104, 'support': 1292}, 'weighted avg': {'precision': 0.722575669944091, 'recall': 0.7414860681114551, 'f1-score': 0.6439245578899286, 'support': 1292}}",0.72
3,clf,rforest,max,all,ALL_NO_1_1_1,30_180,included,basic,0.76,"{'max_depth': 7, 'min_samples_leaf': 20, 'n_estimators': 10}",0.74,0.70,0.75,0.98,0.57,0.08,952.00,340.00,"{'0': {'precision': 0.7485943775100402, 'recall': 0.9789915966386554, 'f1-score': 0.8484296768320437, 'support': 952}, '1': {'precision': 0.574468085106383, 'recall': 0.07941176470588235, 'f1-score': 0.13953488372093023, 'support': 340}, 'micro avg': {'precision': 0.7422600619195047, 'recall': 0.7422600619195047, 'f1-score': 0.7422600619195046, 'support': 1292}, 'macro avg': {'precision': 0.6615312313082116, 'recall': 0.5292016806722689, 'f1-score': 0.493982280276487, 'support': 1292}, 'weighted avg': {'precision': 0.702771668982762, 'recall': 0.7422600619195047, 'f1-score': 0.6618784154870139, 'support': 1292}}",27.87
4,clf,xgb,max,all,ALL_NO_1_1_1,30_180,included,basic,0.76,{'n_estimators': 100},0.74,0.69,0.75,0.97,0.53,0.11,952.00,340.00,"{'0': {'precision': 0.7520458265139116, 'recall': 0.9653361344537815, 'f1-score': 0.8454461821527139, 'support': 952}, '1': {'precision': 0.5285714285714286, 'recall': 0.10882352941176471, 'f1-score': 0.1804878048780488, 'support': 340}, 'micro avg': {'precision': 0.739938080495356, 'recall': 0.739938080495356, 'f1-score': 0.739938080495356, 'support': 1292}, 'macro avg': {'precision': 0.6403086275426702, 'recall': 0.5370798319327731, 'f1-score': 0.5129669935153813, 'support': 1292}, 'weighted avg': {'precision': 0.6932367744237845, 'recall': 0.739938080495356, 'f1-score': 0.6704571355014863, 'support': 1292}}",0.48
5,clf,gboosting,max,all,ALL_NO_1_1_1,30_180,included,basic,0.76,{'n_estimators': 50},0.73,0.67,0.75,0.97,0.46,0.08,952.00,340.00,"{'0': {'precision': 0.7459546925566343, 'recall': 0.9684873949579832, 'f1-score': 0.8427787934186471, 'support': 952}, '1': {'precision': 0.4642857142857143, 'recall': 0.07647058823529412, 'f1-score': 0.13131313131313133, 'support': 340}, 'micro avg': {'precision': 0.7337461300309598, 'recall': 0.7337461300309598, 'f1-score': 0.7337461300309598, 'support': 1292}, 'macro avg': {'precision': 0.6051202034211742, 'recall': 0.5224789915966387, 'f1-score': 0.48704596236588926, 'support': 1292}, 'weighted avg': {'precision': 0.6718312772221817, 'recall': 0.7337461300309598, 'f1-score': 0.6555509876014062, 'support': 1292}}",1.06
6,clf,ada,max,all,ALL_NO_1_1_1,30_180,included,basic,0.75,{'n_estimators': 10},0.74,0.71,0.74,0.99,0.63,0.04,952.00,340.00,"{'0': {'precision': 0.7423409269442263, 'recall': 0.9926470588235294, 'f1-score': 0.849438202247191, 'support': 952}, '1': {'precision': 0.631578947368421, 'recall': 0.03529411764705882, 'f1-score': 0.06685236768802229, 'support': 340}, 'micro avg': {'precision': 0.7407120743034056, 'recall': 0.7407120743034056, 'f1-score': 0.7407120743034055, 'support': 1292}, 'macro avg': {'precision': 0.6869599371563236, 'recall': 0.5139705882352942, 'f1-score': 0.45814528496760665, 'support': 1292}, 'weighted avg': {'precision': 0.7131930375821722, 'recall': 0.7407120743034056, 'f1-score': 0.6434945615737255, 'support': 1292}}",1.08
0,reg,kn,max,all,ALL_NO_1_1_1,30_180,included,basic,22.50,{'n_neighbors': 31},,,,,,,,,22.29,7.43
1,reg,svr-rbf,max,all,ALL_NO_1_1_1,30_180,included,basic,24.51,"{'C': 5, 'gamma': 1}",,,,,,,,,24.42,9.08
2,reg,dtree,max,all,ALL_NO_1_1_1,30_180,included,basic,22.31,"{'max_depth': 3, 'min_samples_leaf': 10}",,,,,,,,,21.93,0.69
3,reg,rforest,max,all,ALL_NO_1_1_1,30_180,included,basic,21.74,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 100}",,,,,,,,,21.71,67.00
4,reg,xgb,max,all,ALL_NO_1_1_1,30_180,included,basic,21.85,{'n_estimators': 50},,,,,,,,,21.55,0.43
5,reg,gboosting,max,all,ALL_NO_1_1_1,30_180,included,basic,21.86,{'n_estimators': 50},,,,,,,,,21.66,0.91
6,reg,ada,max,all,ALL_NO_1_1_1,30_180,included,basic,24.45,{'n_estimators': 10},,,,,,,,,24.44,1.30
0,clf,kn,min,all,ALL_NO_1_1_1,30_180,included,basic,0.76,{'n_neighbors': 51},0.78,0.76,0.78,1.00,0.69,0.03,998.00,294.00,"{'0': {'precision': 0.7771696637998436, 'recall': 0.9959919839679359, 'f1-score': 0.873078612209047, 'support': 998}, '1': {'precision': 0.6923076923076923, 'recall': 0.030612244897959183, 'f1-score': 0.05863192182410423, 'support': 294}, 'micro avg': {'precision': 0.7763157894736842, 'recall': 0.7763157894736842, 'f1-score': 0.7763157894736842, 'support': 1292}, 'macro avg': {'precision': 0.7347386780537679, 'recall': 0.5133021144329475, 'f1-score': 0.46585526701657565, 'support': 1292}, 'weighted avg': {'precision': 0.757858967500546, 'recall': 0.7763157894736842, 'f1-score': 0.6877478637777985, 'support': 1292}}",6.54
1,clf,svc-rbf,min,all,ALL_NO_1_1_1,30_180,included,basic,0.76,"{'C': 1, 'gamma': 1}",0.77,0.60,0.77,1.00,0.00,0.00,998.00,294.00,"{'0': {'precision': 0.7724458204334366, 'recall': 1.0, 'f1-score': 0.8716157205240175, 'support': 998}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 294}, 'micro avg': {'precision': 0.7724458204334366, 'recall': 0.7724458204334366, 'f1-score': 0.7724458204334366, 'support': 1292}, 'macro avg': {'precision': 0.3862229102167183, 'recall': 0.5, 'f1-score': 0.43580786026200874, 'support': 1292}, 'weighted avg': {'precision': 0.596672545505085, 'recall': 0.7724458204334366, 'f1-score': 0.6732759203428555, 'support': 1292}}",9.31
2,clf,dtree,min,all,ALL_NO_1_1_1,30_180,included,basic,0.76,"{'max_depth': 4, 'min_samples_leaf': 150}",0.76,0.71,0.79,0.96,0.43,0.11,998.00,294.00,"{'0': {'precision': 0.7853618421052632, 'recall': 0.9569138276553106, 'f1-score': 0.8626919602529358, 'support': 998}, '1': {'precision': 0.4342105263157895, 'recall': 0.11224489795918367, 'f1-score': 0.1783783783783784, 'support': 294}, 'micro avg': {'precision': 0.7647058823529411, 'recall': 0.7647058823529411, 'f1-score': 0.7647058823529412, 'support': 1292}, 'macro avg': {'precision': 0.6097861842105263, 'recall': 0.5345793628072472, 'f1-score': 0.5205351693156571, 'support': 1292}, 'weighted avg': {'precision': 0.7054558925370702, 'recall': 0.7647058823529411, 'f1-score': 0.7069735445632145, 'support': 1292}}",0.71
3,clf,rforest,min,all,ALL_NO_1_1_1,30_180,included,basic,0.77,"{'max_depth': 7, 'min_samples_leaf': 20, 'n_estimators': 200}",0.77,0.70,0.78,0.97,0.42,0.07,998.00,294.00,"{'0': {'precision': 0.7804681194511703, 'recall': 0.968937875751503, 'f1-score': 0.8645507375949933, 'support': 998}, '1': {'precision': 0.41509433962264153, 'recall': 0.07482993197278912, 'f1-score': 0.12680115273775217, 'support': 294}, 'micro avg': {'precision': 0.7654798761609907, 'recall': 0.7654798761609907, 'f1-score': 0.7654798761609908, 'support': 1292}, 'macro avg': {'precision': 0.5977812295369059, 'recall': 0.5218839038621461, 'f1-score': 0.49567594516637276, 'support': 1292}, 'weighted avg': {'precision': 0.6973257887471553, 'recall': 0.7654798761609907, 'f1-score': 0.696672736087231, 'support': 1292}}",27.02
4,clf,xgb,min,all,ALL_NO_1_1_1,30_180,included,basic,0.76,{'n_estimators': 100},0.77,0.72,0.79,0.95,0.47,0.16,998.00,294.00,"{'0': {'precision': 0.7932773109243697, 'recall': 0.9458917835671342, 'f1-score': 0.8628884826325411, 'support': 998}, '1': {'precision': 0.47058823529411764, 'recall': 0.16326530612244897, 'f1-score': 0.24242424242424243, 'support': 294}, 'micro avg': {'precision': 0.7678018575851393, 'recall': 0.7678018575851393, 'f1-score': 0.7678018575851393, 'support': 1292}, 'macro avg': {'precision': 0.6319327731092437, 'recall': 0.5545785448447916, 'f1-score': 0.5526563625283918, 'support': 1292}, 'weighted avg': {'precision': 0.719848063064235, 'recall': 0.7678018575851393, 'f1-score': 0.7216992515015506, 'support': 1292}}",0.47
5,clf,gboosting,min,all,ALL_NO_1_1_1,30_180,included,basic,0.76,{'n_estimators': 200},0.77,0.73,0.80,0.93,0.49,0.23,998.00,294.00,"{'0': {'precision': 0.8036332179930796, 'recall': 0.9308617234468938, 'f1-score': 0.8625812441968432, 'support': 998}, '1': {'precision': 0.49264705882352944, 'recall': 0.22789115646258504, 'f1-score': 0.3116279069767442, 'support': 294}, 'micro avg': {'precision': 0.7708978328173375, 'recall': 0.7708978328173375, 'f1-score': 0.7708978328173375, 'support': 1292}, 'macro avg': {'precision': 0.6481401384083045, 'recall': 0.5793764399547394, 'f1-score': 0.5871045755867937, 'support': 1292}, 'weighted avg': {'precision': 0.7328670176866959, 'recall': 0.7708978328173375, 'f1-score': 0.7372095095662635, 'support': 1292}}",1.16
6,clf,ada,min,all,ALL_NO_1_1_1,30_180,included,basic,0.76,{'n_estimators': 100},0.76,0.71,0.79,0.92,0.42,0.19,998.00,294.00,"{'0': {'precision': 0.7939655172413793, 'recall': 0.9228456913827655, 'f1-score': 0.8535681186283596, 'support': 998}, '1': {'precision': 0.4166666666666667, 'recall': 0.1870748299319728, 'f1-score': 0.25821596244131456, 'support': 294}, 'micro avg': {'precision': 0.7554179566563467, 'recall': 0.7554179566563467, 'f1-score': 0.7554179566563468, 'support': 1292}, 'macro avg': {'precision': 0.605316091954023, 'recall': 0.5549602606573691, 'f1-score': 0.5558920405348371, 'support': 1292}, 'weighted avg': {'precision': 0.7081095868474432, 'recall': 0.7554179566563467, 'f1-score': 0.718093247174032, 'support': 1292}}",1.11
0,reg,kn,min,all,ALL_NO_1_1_1,30_180,included,basic,21.77,{'n_neighbors': 51},,,,,,,,,19.43,7.56
1,reg,svr-rbf,min,all,ALL_NO_1_1_1,30_180,included,basic,24.08,"{'C': 5, 'gamma': 1}",,,,,,,,,21.47,9.40
2,reg,dtree,min,all,ALL_NO_1_1_1,30_180,included,basic,21.38,"{'max_depth': 5, 'min_samples_leaf': 100}",,,,,,,,,19.62,0.69
3,reg,rforest,min,all,ALL_NO_1_1_1,30_180,included,basic,20.90,"{'max_depth': 7, 'min_samples_leaf': 20, 'n_estimators': 200}",,,,,,,,,18.92,66.98
4,reg,xgb,min,all,ALL_NO_1_1_1,30_180,included,basic,20.97,{'n_estimators': 100},,,,,,,,,19.27,0.45
5,reg,gboosting,min,all,ALL_NO_1_1_1,30_180,included,basic,21.04,{'n_estimators': 50},,,,,,,,,19.16,0.87
6,reg,ada,min,all,ALL_NO_1_1_1,30_180,included,basic,22.89,{'n_estimators': 10},,,,,,,,,21.48,1.12
0,clf,kn,max,basic,ALL_NO_3_2_1,30_180,included,basic,0.75,{'n_neighbors': 41},0.74,0.70,0.74,0.99,0.59,0.03,952.00,340.00,"{'0': {'precision': 0.7411764705882353, 'recall': 0.9926470588235294, 'f1-score': 0.8486753480017961, 'support': 952}, '1': {'precision': 0.5882352941176471, 'recall': 0.029411764705882353, 'f1-score': 0.056022408963585436, 'support': 340}, 'micro avg': {'precision': 0.7391640866873065, 'recall': 0.7391640866873065, 'f1-score': 0.7391640866873065, 'support': 1292}, 'macro avg': {'precision': 0.6647058823529413, 'recall': 0.5110294117647058, 'f1-score': 0.4523488784826908, 'support': 1292}, 'weighted avg': {'precision': 0.7009287925696595, 'recall': 0.7391640866873065, 'f1-score': 0.6400824693075302, 'support': 1292}}",6.60
