,datetime,new_id,forecast_error_diff_deviation,forecast_error_diff_outlier_class,previous_error_diff_deviation,previous_error_diff_outlier_class,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,year,week,weekday,num_news,volatility_0_5_after,pips_candle_0_5_after,volatility_5_10_after,pips_candle_5_10_after,volatility_10_15_after,pips_candle_10_15_after,volatility_15_20_after,pips_candle_15_20_after,volatility_20_25_after,pips_candle_20_25_after,volatility_25_30_after,pips_candle_25_30_after,volatility_30_60_after,pips_candle_30_60_after,volatility_60_0_before,pips_agg_60_0_before,pips_candle_max_60_180_after,reaction_max_60_180_after
917,2012-05-22 10:00:00,14,0.0,0,-0.03,0,1,0,0,1,0,0,1,2012,21,1,1,15,10,10,7,6,1,7,5,8,-8,6,1,21,-12,22,3,3,0
918,2012-05-23 10:00:00,21,0.81,0,0.22,0,0,1,0,0,1,0,1,2012,21,2,1,16,-7,10,-5,10,-6,33,-19,18,-13,23,6,29,1,46,-32,10,0
919,2012-05-29 10:00:00,4,-0.83,1,-0.72,1,0,0,1,0,0,1,1,2012,22,1,1,12,5,9,1,8,3,10,3,5,-3,12,-7,16,-8,36,-1,2,0
920,2012-05-30 10:00:00,24,-1.62,1,-0.41,1,0,0,1,0,0,1,1,2012,22,2,1,12,7,7,7,10,-8,10,-4,11,6,8,-7,28,-22,37,-25,19,0
921,2012-05-31 08:15:00,0,-0.15,0,-0.35,0,0,0,1,1,0,0,1,2012,22,3,1,11,6,8,-7,9,-3,13,9,11,-7,23,-14,18,13,19,-1,0,0
922,2012-06-01 10:00:00,17,-0.34,0,0.0,0,0,0,1,1,0,0,1,2012,22,4,1,24,19,11,2,18,-11,19,-11,20,-7,10,-7,27,-15,109,66,51,1
923,2012-06-05 10:00:00,18,-0.05,0,0.0,0,1,0,0,1,0,0,1,2012,23,1,1,8,1,6,-4,7,-3,14,-10,9,5,9,-2,19,6,37,33,7,0
924,2012-06-07 08:30:00,32,-0.37,0,-8.49,1,1,0,0,0,0,1,1,2012,23,3,1,14,6,13,-12,7,7,6,1,10,0,7,-5,35,23,32,12,7,0
925,2012-06-08 08:30:00,31,-0.18,0,-1.35,1,1,0,0,0,0,1,1,2012,23,4,1,14,10,17,-13,6,2,6,-2,10,-2,14,-5,28,-9,22,-5,46,1
926,2012-06-15 09:55:00,28,-1.69,0,1.74,0,0,0,1,0,1,0,1,2012,24,4,1,15,7,7,1,8,1,6,2,5,2,8,-7,18,4,24,0,18,0
927,2012-06-19 08:30:00,3,2.31,1,0.0,0,0,1,0,1,0,0,1,2012,25,1,1,12,-10,6,-2,5,-4,5,5,4,3,5,-2,24,17,12,6,59,1
928,2012-06-21 08:30:00,32,-1.15,0,-1.98,0,0,0,1,1,0,0,1,2012,25,3,1,18,13,11,-7,8,2,12,-4,11,-8,6,2,19,-8,41,-29,0,0
929,2012-06-25 10:00:00,21,1.98,1,0.84,1,0,1,0,0,1,0,1,2012,26,0,1,6,1,7,-3,6,-2,13,-6,9,-2,10,3,12,-7,20,-5,25,0
930,2012-06-26 10:00:00,4,-0.32,0,-0.79,1,0,0,1,0,0,1,1,2012,26,1,1,11,9,10,3,7,-3,13,-11,5,-1,9,-6,16,8,31,13,26,0
931,2012-06-27 08:30:00,8,-0.29,0,0.0,0,0,0,1,1,0,0,1,2012,26,2,1,6,4,9,7,11,-9,8,-4,8,-1,6,1,23,3,24,-13,8,0
932,2012-06-27 10:00:00,24,1.44,1,0.0,0,0,1,0,1,0,0,1,2012,26,2,1,12,10,8,-5,10,1,11,-4,8,3,6,0,18,-3,28,-8,12,0
933,2012-06-28 08:30:00,32,-0.21,0,-3.3,1,1,0,0,0,0,1,1,2012,26,3,1,14,7,7,-3,7,-1,12,9,6,-4,4,0,20,4,41,-25,13,0
934,2012-07-02 10:00:00,17,-1.68,1,0.0,0,0,0,1,1,0,0,1,2012,27,0,1,11,-4,14,-9,7,0,7,-5,7,0,13,-11,24,9,10,0,15,0
935,2012-07-05 08:15:00,0,2.76,1,-0.18,0,0,1,0,1,0,0,1,2012,27,3,1,15,3,28,-18,8,1,15,-4,23,-21,13,4,27,-4,96,-82,6,0
936,2012-07-05 08:30:00,32,2.21,1,-1.41,0,0,1,0,1,0,0,1,2012,27,3,1,15,-4,23,-21,13,4,9,3,13,10,10,-5,39,-25,121,-101,17,0
937,2012-07-05 10:00:00,18,-0.46,0,0.0,0,0,0,1,1,0,0,1,2012,27,3,1,12,-10,9,3,11,-4,11,5,6,0,11,5,16,-1,39,-20,12,0
938,2012-07-11 08:30:00,31,-0.05,0,-0.92,0,1,0,0,1,0,0,1,2012,28,2,1,9,-2,9,7,6,3,5,2,6,-2,3,1,18,-8,24,-18,30,1
939,2012-07-12 08:30:00,32,3.37,1,-1.22,0,0,1,0,1,0,0,1,2012,28,3,1,20,-12,5,0,8,4,4,1,7,6,5,-2,12,-9,19,6,15,0
940,2012-07-13 08:30:00,23,5.26,1,0.0,0,0,1,0,1,0,0,1,2012,28,4,1,9,-5,7,3,6,-3,7,5,17,-13,8,-7,43,37,22,-4,50,1
941,2012-07-13 09:55:00,28,-0.85,0,-1.09,1,0,0,1,0,0,1,1,2012,28,4,1,11,5,11,3,19,9,9,-4,7,-1,8,-6,13,11,83,53,1,0
942,2012-07-17 08:30:00,7,0.0,0,0.0,0,1,0,0,1,0,0,1,2012,29,1,1,7,3,3,2,7,-1,4,1,4,2,6,1,8,4,17,-8,0,0
943,2012-07-18 08:30:00,3,-0.39,0,0.0,0,1,0,0,1,0,0,1,2012,29,2,1,11,4,10,-5,11,-9,4,-3,12,5,8,-3,43,39,24,0,9,0
944,2012-07-19 08:30:00,32,-1.32,1,-1.63,0,0,0,1,1,0,0,1,2012,29,3,1,18,-8,6,2,7,-1,7,-2,18,-13,7,-4,43,-30,28,13,24,0
945,2012-07-25 10:00:00,21,-1.76,0,0.79,1,0,0,1,0,1,0,1,2012,30,2,1,13,-10,6,4,8,5,8,-3,9,-3,7,2,16,-1,31,-13,13,0
946,2012-07-26 10:00:00,24,-0.5,0,-0.63,1,0,0,1,0,0,1,1,2012,30,3,1,14,1,31,27,11,-10,12,-9,4,2,14,-8,22,8,25,-5,1,0
947,2012-07-27 08:30:00,1,0.0,0,-0.85,0,1,0,0,0,0,1,1,2012,30,4,1,20,-15,31,-18,17,-5,14,-9,14,10,10,0,52,14,44,30,60,1
948,2012-07-31 10:00:00,4,0.94,1,1.06,0,0,1,0,0,1,0,1,2012,31,1,1,16,-9,11,-5,13,10,9,4,7,3,8,1,24,21,34,-3,12,0
949,2012-08-01 08:15:00,0,0.88,1,-0.46,0,0,1,0,1,0,0,1,2012,31,2,1,7,-1,11,-2,11,10,11,-6,6,-3,8,2,16,10,16,-11,10,0
950,2012-08-01 10:00:00,17,-0.29,0,0.0,0,0,0,1,1,0,0,1,2012,31,2,1,14,11,12,-10,11,-8,12,-9,7,4,2,1,10,3,15,8,7,0
951,2012-08-02 08:30:00,32,0.51,1,-2.98,0,0,1,0,1,0,0,1,2012,31,3,1,41,31,74,-51,51,-42,36,-21,52,-49,33,9,39,27,91,72,16,0
952,2012-08-03 10:00:00,18,0.42,0,0.0,0,0,1,0,1,0,0,1,2012,31,4,1,11,5,17,-12,8,2,7,2,20,16,8,4,26,6,86,61,49,1
953,2012-08-15 08:30:00,7,-2.24,0,0.0,0,0,0,1,1,0,0,1,2012,33,2,1,17,10,13,-3,13,-8,10,4,11,4,6,1,15,2,15,-5,8,0
954,2012-08-16 10:00:00,25,-0.3,0,0.0,0,0,0,1,1,0,0,1,2012,33,3,1,9,-5,8,7,6,1,6,6,12,5,9,6,15,2,21,3,9,0
955,2012-08-17 09:55:00,28,0.63,0,-0.21,0,0,1,0,1,0,0,1,2012,33,4,1,8,7,22,-15,8,-2,16,-10,14,3,7,-5,13,-1,43,-36,26,0
956,2012-08-22 09:20:00,14,-0.44,0,0.0,0,0,0,1,1,0,0,1,2012,34,2,1,7,2,9,4,11,-3,8,6,9,6,18,16,16,-4,28,-14,17,0
957,2012-08-23 08:30:00,32,-0.41,0,-2.24,0,0,0,1,1,0,0,1,2012,34,3,1,18,-3,13,-6,6,1,8,3,5,-2,5,-2,13,-3,26,2,44,1
958,2012-08-23 10:00:00,21,0.51,0,0.55,1,0,1,0,0,1,0,1,2012,34,3,1,7,-1,4,1,8,-1,7,-3,10,6,24,18,25,12,17,-6,10,0
959,2012-08-24 08:30:00,8,-1.2,0,-7.25,1,0,0,1,0,0,1,1,2012,34,4,1,9,5,12,-4,12,-9,20,-18,12,9,8,1,17,9,18,10,60,1
960,2012-08-28 10:00:00,4,-1.55,1,-0.69,1,0,0,1,0,0,1,1,2012,35,1,1,13,12,11,-6,14,10,8,-1,7,2,5,-3,11,6,32,5,9,0
961,2012-08-29 08:30:00,26,0.0,0,-1.08,1,1,0,0,1,0,0,1,2012,35,2,1,9,-2,22,18,9,-7,10,2,8,-2,10,-2,19,-7,17,1,6,0
962,2012-08-29 10:00:00,24,0.32,0,0.0,0,0,1,0,1,0,0,1,2012,35,2,1,7,-1,5,4,5,3,15,-11,7,1,8,5,13,9,30,-24,16,0
963,2012-08-30 08:30:00,32,-0.3,0,-2.24,0,1,0,0,1,0,0,1,2012,35,3,1,7,-5,10,9,7,3,5,-3,8,-6,4,-1,12,2,17,3,13,0
964,2012-09-04 10:00:00,17,-0.27,0,0.0,0,0,0,1,1,0,0,1,2012,36,1,1,20,18,16,-14,8,4,13,-5,10,-3,5,-2,30,-5,20,8,5,0
965,2012-09-06 08:15:00,0,1.16,1,1.13,0,0,1,0,0,1,0,1,2012,36,3,1,15,-7,15,3,17,-11,26,-4,28,-19,19,3,31,11,39,26,46,1
966,2012-09-06 08:30:00,32,-0.5,0,-3.35,0,1,0,0,1,0,0,1,2012,36,3,1,26,-4,28,-19,19,3,29,-16,10,-3,14,6,36,-8,38,0,59,1
967,2012-09-06 10:00:00,18,1.26,0,0.0,0,0,1,0,1,0,0,1,2012,36,3,1,15,10,10,0,6,0,13,-8,12,7,8,5,36,23,46,-11,9,0
968,2012-09-11 08:30:00,31,0.63,0,3.7,2,0,1,0,0,1,0,1,2012,37,1,1,8,-6,5,3,9,9,8,-1,18,14,14,7,20,-1,22,-1,48,1
969,2012-09-14 09:55:00,28,2.59,1,0.59,0,0,1,0,0,1,0,1,2012,37,4,1,19,14,26,18,9,-4,8,1,11,-3,10,-6,20,0,54,43,5,0
970,2012-09-19 08:30:00,3,-0.34,0,0.0,0,1,0,0,1,0,0,1,2012,38,2,1,9,-5,6,3,12,5,11,10,9,0,8,5,14,0,25,-7,47,1
971,2012-09-19 10:00:00,14,2.29,1,0.0,0,0,1,0,1,0,0,1,2012,38,2,1,25,23,10,0,13,11,8,-4,9,-2,9,5,18,11,23,-1,17,0
972,2012-09-20 08:30:00,32,-1.92,0,-5.48,0,0,0,1,1,0,0,1,2012,38,3,1,9,4,10,-9,11,-10,9,1,7,1,5,2,25,-11,19,10,25,0
973,2012-09-20 10:00:00,25,0.31,0,0.0,0,0,1,0,1,0,0,1,2012,38,3,1,12,10,7,4,13,7,10,-8,5,-3,6,3,17,7,26,-20,8,0
974,2012-09-25 10:00:00,4,1.85,1,1.24,0,0,1,0,0,1,0,1,2012,39,1,1,13,12,16,5,7,0,12,-3,6,2,9,-3,16,10,24,-13,4,0
975,2012-09-26 10:00:00,21,-0.49,0,-0.14,0,0,0,1,1,0,0,1,2012,39,2,1,14,13,8,-3,7,-2,5,3,19,-15,6,-2,15,-2,20,-8,27,1
976,2012-09-27 10:00:00,24,-0.54,1,0.37,0,0,0,1,0,1,0,1,2012,39,3,1,11,-4,11,-7,10,3,8,-5,5,0,8,-5,19,8,19,-4,43,1
977,2012-10-01 10:00:00,17,1.14,0,0.0,0,0,1,0,1,0,0,1,2012,40,0,1,25,18,12,6,12,-10,6,2,18,-14,6,0,16,0,27,-15,14,0
978,2012-10-03 08:15:00,0,0.31,0,-1.69,1,0,1,0,0,0,1,1,2012,40,2,1,17,7,11,3,6,0,9,-6,10,-3,15,-13,19,5,21,-2,25,0
979,2012-10-03 10:00:00,18,1.51,1,0.0,0,0,1,0,1,0,0,1,2012,40,2,1,18,-4,11,3,18,16,7,6,10,-4,6,-3,20,-6,16,0,13,0
980,2012-10-04 08:30:00,32,-0.33,0,-7.3,0,1,0,0,1,0,0,1,2012,40,3,1,28,20,12,-4,15,3,18,-15,13,10,15,8,21,-8,27,20,31,1
981,2012-10-12 08:30:00,23,0.65,0,0.0,0,0,1,0,1,0,0,1,2012,41,4,1,18,13,13,-9,5,3,9,-3,8,6,9,4,16,-8,15,2,6,0
982,2012-10-12 09:55:00,28,1.55,1,-0.96,1,0,1,0,0,0,1,1,2012,41,4,1,7,3,6,0,10,-9,6,3,4,0,11,-8,11,0,22,-7,0,0
983,2012-10-16 08:30:00,7,-1.83,0,0.0,0,0,0,1,1,0,0,1,2012,42,1,1,8,0,7,-5,4,-1,3,-1,5,4,4,-1,10,-7,51,40,18,0
984,2012-10-17 08:30:00,3,2.64,1,0.0,0,0,1,0,1,0,0,1,2012,42,2,1,10,-6,10,-4,7,5,7,5,10,-3,6,-2,19,-11,19,10,27,1
985,2012-10-18 08:30:00,32,-1.16,1,-3.59,0,0,0,1,1,0,0,1,2012,42,3,1,10,-7,7,1,4,1,7,0,4,-3,3,-1,12,5,19,7,10,0
986,2012-10-18 10:00:00,25,0.51,1,0.0,0,0,1,0,1,0,0,1,2012,42,3,1,13,-3,11,-3,7,-2,15,-10,8,-2,6,2,13,10,17,4,20,0
987,2012-10-19 10:00:00,14,-0.11,0,-0.31,0,1,0,0,1,0,0,1,2012,42,4,1,9,-4,6,3,15,-15,8,-2,6,2,7,5,14,-3,24,-14,8,0
988,2012-10-24 10:00:00,21,0.18,0,-0.72,0,0,1,0,0,0,1,1,2012,43,2,1,13,-7,10,-6,7,-3,8,0,5,3,6,-2,11,0,28,19,1,0
989,2012-10-25 10:00:00,24,-0.52,0,0.0,0,0,0,1,1,0,0,1,2012,43,3,1,6,0,7,0,6,-1,7,3,8,-4,2,0,20,-11,25,-11,4,0
990,2012-10-26 08:30:00,1,0.44,0,-0.55,0,0,1,0,0,0,1,1,2012,43,4,1,12,-6,19,10,15,8,10,-2,7,0,8,-5,21,14,21,5,27,1
991,2012-11-01 08:15:00,0,0.59,0,-5.95,2,0,1,0,1,0,0,1,2012,44,3,1,7,-3,6,4,4,-3,13,10,4,-1,9,8,13,-6,19,11,10,0
992,2012-11-01 08:30:00,32,0.4,0,-3.59,0,0,1,0,1,0,0,1,2012,44,3,1,13,10,4,-1,9,8,4,3,4,1,6,-5,11,2,11,-3,8,0
993,2012-11-05 10:00:00,18,-0.36,0,0.0,0,0,0,1,1,0,0,1,2012,45,0,1,13,9,6,-5,6,1,10,-7,7,5,8,-7,10,6,16,-11,6,0
994,2012-11-09 09:55:00,28,0.6,1,-0.47,1,0,1,0,1,0,0,1,2012,45,4,1,4,2,10,7,11,6,5,-2,11,-7,6,1,13,-7,19,13,18,0
995,2012-11-15 10:00:00,25,-1.39,1,0.0,0,0,0,1,1,0,0,1,2012,46,3,1,19,8,11,5,5,3,6,4,5,0,6,-5,6,-1,25,21,0,0
996,2012-11-19 10:00:00,14,0.16,0,-1.83,2,0,1,0,0,0,1,1,2012,47,0,1,9,-1,8,-6,5,2,17,14,5,-1,7,-1,31,22,19,15,1,0
997,2012-11-20 08:30:00,3,0.0,0,0.0,0,1,0,0,1,0,0,1,2012,47,1,1,7,-1,6,-1,3,-1,5,4,7,-5,4,-1,10,2,35,4,19,0
998,2012-11-21 08:30:00,32,0.16,0,-5.54,3,0,1,0,0,0,1,1,2012,47,2,1,6,-5,4,1,7,7,7,-1,11,6,5,1,16,-2,19,10,16,0
999,2012-11-27 08:30:00,8,1.85,1,-0.48,0,0,1,0,0,0,1,1,2012,48,1,1,9,-2,9,-5,7,0,3,2,6,-2,6,-4,17,-8,14,-3,13,0
1000,2012-11-27 10:00:00,4,0.12,0,0.84,0,0,1,0,0,1,0,1,2012,48,1,1,20,-14,5,2,6,-1,5,-2,7,-3,8,4,15,13,20,-6,11,0
1001,2012-11-28 10:00:00,21,-1.14,0,-2.22,1,0,0,1,0,0,1,1,2012,48,2,1,16,-12,9,6,7,4,5,-2,14,11,7,-1,16,1,14,-2,35,1
1002,2012-11-29 10:00:00,24,1.42,1,-0.38,0,0,1,0,1,0,0,1,2012,48,3,1,12,-2,17,-12,18,-10,8,-2,7,-2,4,1,17,8,21,20,5,0
1003,2012-12-03 10:00:00,17,-1.33,1,0.0,0,0,0,1,1,0,0,1,2012,49,0,1,10,2,7,-2,5,1,4,0,7,3,5,-1,28,17,20,-9,5,0
1004,2012-12-05 08:15:00,0,-0.45,0,-0.05,0,0,0,1,1,0,0,1,2012,49,2,1,7,-4,8,7,7,-1,8,-2,5,0,6,0,8,-2,14,-3,14,0
1005,2012-12-05 10:00:00,18,0.94,0,0.0,0,0,1,0,1,0,0,1,2012,49,2,1,12,-6,7,2,5,2,5,0,5,1,4,0,14,-9,18,8,24,0
1006,2012-12-06 08:30:00,32,0.24,0,-0.45,0,0,1,0,1,0,0,1,2012,49,3,1,13,-9,16,6,15,-8,8,-3,27,-22,10,-2,15,-5,29,4,0,0
1007,2012-12-07 09:55:00,28,-2.84,1,-3.35,1,0,0,1,0,0,1,1,2012,49,4,1,7,5,10,4,6,3,6,-3,8,-3,7,4,32,17,25,-2,24,0
1008,2012-12-11 08:30:00,31,-0.24,0,1.74,2,1,0,0,0,1,0,1,2012,50,1,1,3,1,8,-5,3,0,7,3,5,4,7,1,12,-7,12,0,22,0
1009,2012-12-14 08:30:00,7,-1.12,0,0.0,0,0,0,1,1,0,0,1,2012,50,4,1,10,-7,11,-5,6,0,4,2,3,-2,8,6,15,0,18,-7,54,1
1010,2012-12-19 08:30:00,3,-0.51,0,0.0,0,1,0,0,1,0,0,1,2012,51,2,1,5,0,6,-3,4,0,4,0,4,-2,4,-2,12,-6,20,9,12,0
1011,2012-12-20 08:30:00,32,-0.08,0,-0.24,1,1,0,0,1,0,0,1,2012,51,3,1,12,10,7,1,16,11,13,12,7,0,5,-1,26,-17,17,-2,4,0
1012,2012-12-21 08:30:00,8,1.07,1,0.68,0,0,1,0,0,1,0,1,2012,51,4,1,9,1,11,2,11,-6,8,2,5,-3,8,3,22,-11,20,-9,5,0
1013,2012-12-27 08:30:00,32,1.35,1,-0.22,1,0,1,0,1,0,0,1,2012,52,3,1,8,1,6,4,4,4,5,-2,4,4,5,-1,7,0,20,-8,2,0
1014,2012-12-28 10:00:00,24,0.7,0,-0.77,0,0,1,0,0,0,1,1,2012,52,4,1,3,2,9,-5,4,-2,8,5,5,-2,9,-8,18,3,32,16,5,0
1015,2013-01-02 10:00:00,17,0.37,0,0.0,0,0,1,0,1,0,0,1,2013,1,2,1,5,4,6,-4,7,3,10,-9,5,-1,9,8,26,-25,20,6,0,0
1016,2013-01-03 08:15:00,0,3.05,1,1.36,1,0,1,0,0,1,0,1,2013,1,3,1,16,-11,7,-2,8,7,14,7,7,-2,6,5,11,-1,23,-2,12,0
1017,2013-01-03 08:30:00,32,-1.38,1,-5.79,3,0,0,1,0,0,1,1,2013,1,3,1,14,7,7,-2,6,5,4,2,5,-1,4,3,13,-4,18,1,14,0
1018,2013-01-04 10:00:00,18,2.2,1,0.0,0,0,1,0,1,0,0,1,2013,1,4,1,15,-12,8,-1,6,-3,6,-2,6,2,3,-2,14,-1,31,22,17,0
1019,2013-01-10 08:30:00,32,-0.63,0,1.06,3,0,0,1,0,1,0,1,2013,2,3,1,21,-12,15,13,37,30,20,17,16,7,19,15,30,16,30,16,29,1
1020,2013-01-11 08:30:00,31,-3.5,1,-0.11,0,0,0,1,1,0,0,1,2013,2,4,1,29,25,8,-3,14,-5,7,0,9,5,7,-5,28,15,74,66,11,0
1021,2013-01-16 08:30:00,7,-1.12,0,0.0,0,0,0,1,1,0,0,1,2013,3,2,1,8,6,13,-8,7,3,6,-1,9,-3,11,0,35,13,49,-27,26,0
1022,2013-01-17 10:00:00,25,-1.56,1,0.0,0,0,0,1,1,0,0,1,2013,3,3,1,14,9,7,0,6,1,8,0,6,-5,7,4,17,11,13,1,9,0
1023,2013-01-18 09:55:00,28,-0.71,1,-1.52,1,0,0,1,0,0,1,1,2013,3,4,1,8,6,11,-10,9,-1,8,-6,6,0,5,-1,28,-20,25,-9,31,1
1024,2013-01-22 10:00:00,14,-1.18,1,-1.96,1,0,0,1,0,0,1,1,2013,4,1,1,8,-1,11,-2,7,-3,11,-5,10,5,22,-19,15,3,20,1,25,0
1025,2013-01-24 08:30:00,32,1.42,1,0.0,1,0,1,0,1,0,0,1,2013,4,3,1,21,-16,10,6,17,13,10,-5,12,5,8,2,20,-3,35,19,37,1
1026,2013-01-25 10:00:00,21,-1.68,0,2.02,1,0,0,1,0,1,0,1,2013,4,4,1,13,-5,4,-1,7,-5,6,-2,5,-3,6,-1,23,5,22,18,2,0
1027,2013-01-28 08:30:00,8,0.29,0,-0.68,0,0,1,0,0,0,1,1,2013,5,0,1,6,-4,9,-2,7,5,17,13,9,3,17,8,21,-4,12,2,9,0
1028,2013-01-28 10:00:00,24,-1.73,1,-0.67,0,0,0,1,1,0,0,1,2013,5,0,1,14,-9,18,-16,12,-5,8,-2,15,14,5,0,15,9,26,2,11,0
1029,2013-01-29 10:00:00,4,-1.21,1,1.12,1,0,0,1,0,1,0,1,2013,5,1,1,12,3,13,-9,10,2,6,2,7,7,16,-11,15,-3,51,42,7,0
1030,2013-01-30 08:15:00,0,0.77,0,-1.03,1,0,1,0,0,0,1,1,2013,5,2,1,13,-5,6,2,6,2,11,1,15,5,11,1,17,-9,12,-9,33,1
1031,2013-01-30 08:30:00,1,-5.54,1,3.24,1,0,0,1,0,1,0,1,2013,5,2,1,11,1,15,5,11,1,11,5,9,-7,8,-8,18,9,16,-1,26,0
1032,2013-01-31 08:30:00,32,-0.27,0,0.0,1,0,0,1,1,0,0,1,2013,5,3,1,4,2,8,-2,6,2,10,-4,6,3,14,12,15,6,13,-8,24,0
1033,2013-02-01 10:00:00,17,1.68,1,0.0,0,0,1,0,1,0,0,1,2013,5,4,1,25,12,16,9,12,7,13,10,21,11,10,-5,54,43,73,-59,24,0
1034,2013-02-05 10:00:00,18,0.0,0,0.0,0,1,0,0,1,0,0,1,2013,6,1,1,19,15,11,7,9,-7,16,-11,9,-3,9,-1,17,3,33,12,61,1
1035,2013-02-07 08:30:00,32,-0.21,0,-0.48,0,0,0,1,1,0,0,1,2013,6,3,1,8,-2,29,-21,25,-10,36,-22,25,-8,22,-19,45,-14,36,-24,11,0
1036,2013-02-08 08:30:00,31,1.68,1,-0.12,0,0,1,0,1,0,0,1,2013,6,4,1,9,3,9,4,10,9,7,-5,5,3,7,-3,24,21,46,-41,12,0
1037,2013-02-14 08:30:00,32,0.94,1,-0.68,0,0,1,0,1,0,0,1,2013,7,3,1,12,8,4,0,4,-1,7,-4,10,-4,8,-1,13,4,18,-2,14,0
1038,2013-02-15 09:55:00,28,0.26,0,0.0,0,0,1,0,1,0,0,1,2013,7,4,1,8,0,10,7,6,2,10,-1,7,3,9,0,29,-23,20,-18,15,0
1039,2013-02-27 08:30:00,8,1.03,1,-0.64,0,0,1,0,0,0,1,1,2013,9,2,1,10,1,12,2,9,4,8,8,7,-6,7,-4,19,-7,37,-33,49,1
1040,2013-02-27 10:00:00,24,0.77,0,15.83,3,0,1,0,0,1,0,1,2013,9,2,1,12,-5,10,3,21,19,11,-7,13,12,22,-7,25,-13,29,14,0,0
1041,2013-03-01 10:00:00,17,0.91,0,0.0,0,0,1,0,1,0,0,1,2013,9,4,1,21,-9,15,12,13,-7,16,-13,9,-1,13,9,19,4,26,-16,54,1
1042,2013-03-05 10:00:00,18,0.94,0,0.0,0,0,1,0,1,0,0,1,2013,10,1,1,17,-12,8,-5,11,-4,11,-9,8,4,5,-2,18,5,15,2,6,0
1043,2013-03-06 08:15:00,0,0.77,0,0.78,1,0,1,0,0,1,0,1,2013,10,2,1,11,-7,12,-6,8,7,5,2,7,-3,8,-3,10,0,14,1,0,0
1044,2013-03-15 08:30:00,7,0.0,0,0.0,0,1,0,0,1,0,0,1,2013,11,4,1,44,34,8,-3,9,4,8,-7,16,15,11,-7,24,-16,16,1,7,0
1045,2013-03-15 09:55:00,28,-1.23,1,1.49,0,0,0,1,0,1,0,1,2013,11,4,1,15,3,8,-4,4,1,7,3,9,8,12,11,30,-24,48,-43,28,1
1046,2013-03-19 08:30:00,3,-0.49,0,-1.03,2,1,0,0,0,0,1,1,2013,12,1,1,9,-8,6,2,9,-5,3,2,5,3,5,2,13,-3,20,5,11,0
1047,2013-03-21 08:30:00,32,0.6,0,-1.75,0,0,1,0,1,0,0,1,2013,12,3,1,7,3,11,8,9,-4,4,2,6,0,7,-6,28,-22,16,6,27,1
1048,2013-03-26 08:30:00,8,-1.94,0,1.12,0,0,0,1,0,1,0,1,2013,13,1,1,11,0,11,-5,7,-2,9,0,7,4,9,2,25,5,26,-3,29,1
1049,2013-03-27 10:00:00,24,-0.03,0,-0.62,1,1,0,0,0,0,1,1,2013,13,2,1,4,1,6,-1,18,-9,6,0,7,2,9,6,13,8,25,-9,19,0
1050,2013-03-28 08:30:00,32,-1.58,1,-4.39,1,0,0,1,0,0,1,1,2013,13,3,1,11,-6,8,4,5,0,6,-4,4,1,7,-6,20,19,22,4,27,1
1051,2013-04-01 10:00:00,17,-1.79,1,0.0,0,0,0,1,1,0,0,1,2013,14,0,1,14,13,18,13,7,2,8,1,4,-3,7,-2,8,0,7,-2,23,0
1052,2013-04-03 08:15:00,0,-1.36,1,1.16,1,0,0,1,0,1,0,1,2013,14,2,1,13,7,7,-2,8,0,6,4,6,1,8,1,14,-10,27,11,37,1
1053,2013-04-03 10:00:00,18,-1.63,1,0.0,0,0,0,1,1,0,0,1,2013,14,2,1,9,5,7,1,6,-1,8,0,6,-3,10,-9,15,3,29,14,8,0
1054,2013-04-04 08:30:00,32,-2.33,1,0.0,1,0,0,1,1,0,0,1,2013,14,3,1,15,14,75,-70,27,1,23,3,14,-5,21,13,26,18,31,22,86,1
1055,2013-04-11 08:30:00,32,0.74,1,-1.65,0,0,1,0,1,0,0,1,2013,15,3,1,10,2,10,-4,8,-3,9,-2,6,2,5,-4,20,-16,24,-9,50,1
1056,2013-04-12 09:55:00,28,-1.48,1,4.95,2,0,0,1,0,1,0,1,2013,15,4,1,7,5,12,6,10,-5,6,4,9,-8,10,7,19,15,31,19,4,0
1057,2013-04-18 08:30:00,32,-0.14,0,-1.1,0,1,0,0,1,0,0,1,2013,16,3,1,9,1,12,6,15,11,11,0,5,-1,12,-3,12,-11,31,-12,34,1
1058,2013-04-18 10:00:00,25,-0.13,0,0.0,0,0,0,1,1,0,0,1,2013,16,3,1,15,-13,15,-12,11,9,6,-3,11,8,10,3,24,0,21,-9,19,0
1059,2013-04-22 10:00:00,14,-0.88,0,-1.9,1,0,0,1,0,0,1,1,2013,17,0,1,11,4,8,0,6,1,6,-4,6,-5,9,3,13,-3,17,3,26,0
1060,2013-04-23 10:00:00,21,-0.03,0,0.0,0,1,0,0,1,0,0,1,2013,17,1,1,8,-3,5,0,10,3,8,4,6,-2,8,2,17,-14,42,38,4,0
1061,2013-04-24 08:30:00,8,-1.41,1,-0.5,0,0,0,1,0,0,1,1,2013,17,2,1,6,2,13,-12,6,3,7,4,5,1,7,-7,18,9,23,-14,17,0
1062,2013-04-25 08:30:00,32,0.67,1,-1.65,0,0,1,0,1,0,0,1,2013,17,3,1,13,-11,8,-4,6,5,4,-3,6,-3,4,-2,39,-34,26,22,1,0
